# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Dec 2019
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2018-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
17 1  0.0681563  0.4998929 -0.0000134  0.0143785  0.0061951  0.0066391  0.0680823 -0.0565217 -0.0651155 -0.2923828  0.0255676 -0.0104004 -0.0275476 -0.2884413 -0.0212112  0.0102850 -0.0027279 -0.0180715 -0.0569282  0.0215820  0.0366036  0.1285525 -0.0220539  0.0046649  0.0015359  0.0013163  0.0014784 -0.0048777 -0.0054004 -0.0009343 -0.0000644  0.0001145  0.0004190 -0.0016043  0.0017607  0.0044224  0.0001161 -0.0001942 -0.0001961  0.0043586  0.0042462  0.0008641 -0.0004216  0.0000453  0.0002157 -0.0019535 -0.0002132 -0.0001570 -0.0215097 -0.0567883  0.0024630 -0.0011357  0.0052291 -0.0047756 -0.0387981  0.0156278  0.0074793  0.0006681 -0.0113748  0.0049057  0.0000360  0.0016059  0.0007175 -0.0003001  0.0044321  0.0005582 -0.0002378  0.0000941  0.0006092 -0.0005989 -0.0004858  0.0016737 -0.0020136  0.0010447  0.0002100  0.0001244
17 2 -0.0711432 -0.0144031 -0.2463962 -0.1028540  0.0344141 -0.0054861 -0.0266130  0.0088184  0.0099607  0.0020679  0.2200042  0.0819576  0.0116983  0.0043144  0.0749666  0.2284750 -0.0110301 -0.0029877  0.0089032 -0.0022116  0.0065146 -0.0000018 -0.0678494  0.0410391  0.0135739 -0.0095514  0.0024268  0.0004705 -0.0040729 -0.0014395  0.0012666  0.0003216  0.0006154  0.0069385  0.0006980  0.0005266 -0.0046867 -0.0014676  0.0002669  0.0004553  0.0006238 -0.0026217 -0.0014226  0.0000315  0.0009001 -0.0058287  0.0003024  0.0005352 -0.0048357 -0.0004259  0.0223320 -0.0406594 -0.0247565  0.0013774  0.0024774  0.0025551  0.0097981  0.0062066 -0.0203741  0.0421709  0.0013094  0.0071430 -0.0006393 -0.0004881 -0.0016131 -0.0008707 -0.0004203 -0.0001373 -0.0009640  0.0009343  0.0003964  0.0001650  0.0167456 -0.0106484 -0.0011979  0.0006912
17 3 -0.0116868  0.0538177 -0.0068277  0.0088218  0.0060330 -0.0041520 -0.0218757 -0.0004233  0.0236608 -0.0082366 -0.0022961 -0.0131023 -0.0160252  0.0164323 -0.0179241 -0.0072462 -0.0027785  0.0018757  0.0065094 -0.0040139 -0.0146372  0.0258765 -0.0140311 -0.0000305  0.0010467  0.0017923 -0.0005345 -0.0020012  0.0010819 -0.0001463 -0.0008841  0.0000985  0.0000802 -0.0011330 -0.0006116 -0.0026360 -0.0004929 -0.0009121  0.0009921  0.0015363 -0.0012867  0.0001556  0.0003459 -0.0000454 -0.0002150  0.0014870  0.0004320  0.0014324  0.0081164 -0.0187884  0.0158275  0.0050810  0.0014066 -0.0015694  0.0004910  0.0051753 -0.0033479  0.0070081 -0.0152060 -0.0036362  0.0004969 -0.0011795 -0.0000725 -0.0003134 -0.0014970 -0.0002284  0.0001064 -0.0000113 -0.0011709 -0.0007391  0.0002524  0.0010040  0.0000808  0.0002066 -0.0003001 -0.0001800
18 0  0.1019517        nan  0.0413605        nan -0.0170277        nan  0.2274735        nan -0.0241660        nan -0.0403562        nan -0.0534968        nan -0.0210725        nan -0.0010469        nan -0.0512361        nan  0.0143826        nan -0.0034386        nan -0.0009340        nan -0.0022992        nan -0.0057777        nan  0.0011290        nan -0.0001388        nan  0.0004597        nan -0.0011842        nan -0.0016169        nan  0.0007325        nan  0.0001285        nan  0.0007145        nan -0.0002627        nan -0.0169509        nan  0.0135910        nan -0.0023283        nan  0.0301019        nan  0.0106913        nan -0.0109825        nan  0.0004619        nan -0.0002962        nan -0.0023073        nan  0.0001144        nan  0.0005546        nan -0.0001422        nan -0.0007986        nan  0.0000552        nan
18 1  0.0013417  0.0551233 -0.2134178 -0.3962454  0.0068536  0.0157200 -0.0219686 -0.0025881 -0.0159879 -0.0176844  0.1844446  0.3023780 -0.0037347 -0.0004765  0.1520033  0.3278284  0.0440066 -0.0394524 -0.0000789  0.0120128  0.0083290  0.0075393 -0.0402163 -0.0280593  0.0227146 -0.0177636  0.0007486 -0.0002147 -0.0039827 -0.0026471  0.0059650 -0.0002621  0.0021219  0.0033543  0.0010361  0.0006971  0.0011471 -0.0025138 -0.0001152  0.0007690 -0.0037654 -0.0056305 -0.0049528 -0.0004165 -0.0002248 -0.0019916 -0.0007124  0.0013315  0.0102994 -0.0012580  0.0297235 -0.0017760  0.0441720 -0.0093543 -0.0065645  0.0107478 -0.0020943 -0.0001751 -0.0057431  0.0504589  0.0055508 -0.0002155 -0.0001805 -0.0011495  0.0000832 -0.0032929 -0.0019687  0.0000448  0.0015754 -0.0029534 -0.0000477  0.0011090  0.0102087 -0.0007151 -0.0017630  0.0006013
18 2  0.0723971 -0.0873850  0.0240396  0.0673805  0.0022266 -0.0144332 -0.0788754 -0.0288649 -0.0559320  0.0614525 -0.0299604 -0.0366774 -0.0572856 -0.1853764 -0.0184684 -0.0186585 -0.0051230  0.0026037  0.0198475  0.0110469  0.0240374 -0.0732513 -0.0108547 -0.0005580 -0.0001674 -0.0005310 -0.0039560  0.0014160  0.0000210  0.0025216 -0.0019595 -0.0006794 -0.0011065  0.0002319  0.0033219 -0.0038399  0.0004626 -0.0015084  0.0011798  0.0036654  0.0017428  0.0008472  0.0003564  0.0001633 -0.0005417  0.0009946 -0.0009973  0.0031248 -0.0147147  0.0357544  0.0168453  0.0078814 -0.0042384 -0.0011289  0.0170761  0.0045437  0.0048190 -0.0138841 -0.0164879 -0.0128208  0.0000802 -0.0003527  0.0003320 -0.0020481  0.0006373  0.0007010  0.0000628  0.0000568 -0.0010454 -0.0003930 -0.0001324  0.0015461  0.0019303 -0.0051059 -0.0002374 -0.0003514
18 3  0.0293261 -0.0068278  0.0529526 -0.0677437  0.0206170  0.0078687 -0.0094205  0.0000737 -0.0081146 -0.0071945  0.0131497 -0.0112202  0.0000895 -0.0080872  0.0228045  0.0216612 -0.0076902 -0.0062411  0.0069217  0.0034026  0.0011899  0.0029747  0.0144914 -0.0074836 -0.0074589 -0.0001621 -0.0015055  0.0010435  0.0025760  0.0005436 -0.0005230  0.0004740  0.0012466  0.0022170  0.0005417 -0.0009968  0.0025684  0.0004167 -0.0000723  0.0000871  0.0009298 -0.0009550  0.0003636 -0.0005581  0.0006731  0.0001401 -0.0002030  0.0002846  0.0055508  0.0004524 -0.0149721  0.0163333  0.0068633 -0.0072465  0.0013372  0.0021491 -0.0002059 -0.0062020  0.0119656 -0.0029618 -0.0023263 -0.0004844  0.0005060 -0.0000291  0.0010246 -0.0002947 -0.0000257  0.0001320  0.0008611 -0.0020089 -0.0004341  0.0002602 -0.0043862  0.0093439 -0.0001413  0.0002483
19 0 -0.0225891        nan -0.0202153        nan -0.2028115        nan  0.0267577        nan  0.0188818        nan -0.0390226        nan  0.0277004        nan  0.0293772        nan  0.0893418        nan -0.0057320        nan  0.0165632        nan  0.0508349        nan  0.0098738        nan  0.0009211        nan -0.0020955        nan  0.0058086        nan  0.0029636        nan  0.0000149        nan  0.0007735        nan -0.0004414        nan  0.0006586        nan -0.0010566        nan  0.0014681        nan -0.0005124        nan -0.0075307        nan -0.0143156        nan -0.0282403        nan -0.0041387        nan  0.0132134        nan  0.0187821        nan -0.0000411        nan  0.0004249        nan -0.0003067        nan  0.0013044        nan  0.0002989        nan -0.0005428        nan  0.0025522        nan -0.0022500        nan
19 1  0.0313481  0.1227253 -0.0366489  0.0108550  0.0187371 -0.0274977  0.0293106 -0.0322963 -0.0505909 -0.0037799  0.0243019 -0.0191723 -0.0366024 -0.2897112 -0.0077290  0.0022990 -0.0046271 -0.0068560 -0.0600386  0.0263830  0.0248170  0.0096877 -0.0081397  0.0033334  0.0003795  0.0020649 -0.0007784 -0.0015172 -0.0027540  0.0004049 -0.0004693 -0.0000978 -0.0004126 -0.0028382 -0.0005908 -0.0004935 -0.0000496 -0.0017394 -0.0004191  0.0044951  0.0034731  0.0004112 -0.0002287  0.0000790  0.0000405 -0.0001508  0.0002872  0.0014436 -0.0164064 -0.0464682 -0.0065467  0.0050987  0.0015832 -0.0018749 -0.0462792  0.0147908  0.0043792 -0.0130026  0.0003442 -0.0020313  0.0001033  0.0011104  0.0009455 -0.0007422  0.0008441 -0.0000606 -0.0003175  0.0001544 -0.0004544 -0.0020293 -0.0003625  0.0021339  0.0003500 -0.0032528 -0.0002804  0.0000228
19 2  0.0227925 -0.0184160 -0.0039553  0.0196269  0.0612175 -0.0089645 -0.0133068 -0.0011414  0.0093142 -0.0046033  0.1326745 -0.0595563  0.0060776 -0.0044416  0.0855278  0.2308857 -0.0281274 -0.0047699  0.0030733 -0.0001831 -0.0001718  0.0023098 -0.0391853  0.0759836 -0.0097208  0.0011353 -0.0002826  0.0010435  0.0034953  0.0011265 -0.0001184  0.0001923  0.0005637  0.0017672  0.0011607  0.0005538  0.0014312 -0.0029691  0.0004264  0.0008168 -0.0008966  0.0026882 -0.0009954 -0.0006658 -0.0014523  0.0003431  0.0003145  0.0007984 -0.0022516 -0.0050614  0.0063632 -0.0413629 -0.0227753 -0.0061477  0.0038000  0.0021392  0.0016103  0.0064982 -0.0024602  0.0386413 -0.0011927 -0.0061983 -0.0006307 -0.0007101  0.0019475  0.0008172 -0.0002717 -0.0001661  0.0005293 -0.0012866  0.0004272  0.0006095 -0.0163308  0.0105073 -0.0001180  0.0011410
19 3 -0.0219923 -0.0011778 -0.0016168  0.0473973  0.0037870 -0.0005822 -0.0207170 -0.0074423  0.0127226  0.0143228  0.0149211 -0.0229940 -0.0060413  0.0112892 -0.0265570 -0.0179394 -0.0011460  0.0028141  0.0148818 -0.0013967 -0.0093433  0.0220879 -0.0240000 -0.0035466 -0.0006859 -0.0001077 -0.0004413  0.0042640  0.0004763 -0.0008966  0.0001011  0.0004396  0.0007402 -0.0007038 -0.0007260 -0.0049828 -0.0002173  0.0002265  0.0011886  0.0005029 -0.0003548  0.0004078  0.0000661 -0.0001496 -0.0005230 -0.0010514  0.0009604  0.0016627  0.0020985 -0.0271166  0.0219805  0.0085662  0.0001376 -0.0021638  0.0003340  0.0065649  0.0003730  0.0091132 -0.0258159 -0.0072567 -0.0001346  0.0016477 -0.0003651 -0.0004146  0.0012465 -0.0000223  0.0000646 -0.0000009  0.0004393  0.0003416  0.0005828  0.0010632 -0.0003222  0.0000368  0.0001429  0.0000327
20 0  0.0646698        nan  0.0417626        nan -0.0187794        nan  0.2561870        nan  0.0321548        nan -0.0087884        nan -0.0363870        nan -0.0072950        nan  0.0015857        nan -0.1040448        nan -0.0108447        nan  0.0025293        nan  0.0005024        nan -0.0047578        nan -0.0045466        nan  0.0015073        nan -0.0016324        nan  0.0016714        nan  0.0011490        nan -0.0014858        nan  0.0026140        nan -0.0001570        nan -0.0006039        nan -0.0014272        nan -0.0139447        nan -0.0024349        nan -0.0008805        nan  0.0058542        nan  0.0017533        nan  0.0022650        nan -0.0002526        nan  0.0004341        nan -0.0005877        nan -0.0000688        nan -0.0003960        nan -0.0007616        nan  0.0020132        nan -0.0000979        nan
20 1  0.0584945 -0.0087810  0.0888726 -0.0342168  0.0467255  0.0349386 -0.0264247  0.0050281 -0.0355723 -0.0237270 -0.0115707 -0.1019468 -0.0081724 -0.0129521  0.1149372  0.2730765  0.0522823 -0.0146152  0.0013022  0.0079943 -0.0025278  0.0151182  0.0492378  0.1077783 -0.0216569  0.0038606 -0.0012757  0.0000640  0.0044410  0.0013262  0.0029758 -0.0017632 -0.0011424  0.0053537  0.0002025  0.0008079 -0.0040779 -0.0022844 -0.0000177  0.0006140  0.0042756  0.0058473 -0.0038847  0.0000474  0.0000697  0.0004852 -0.0003686  0.0007533  0.0104788 -0.0096808 -0.0166886 -0.0487182  0.0647389 -0.0059935 -0.0047407  0.0098661 -0.0059378  0.0071802  0.0383581  0.1015052 -0.0054520  0.0000524 -0.0002640 -0.0004911  0.0004935  0.0037824 -0.0021069  0.0001351 -0.0023764  0.0007341  0.0001668  0.0006451 -0.0099920 -0.0002478  0.0013099  0.0015401
20 2 -0.0290624 -0.2062972  0.0550100  0.1154654 -0.0038427 -0.0138839 -0.0859964 -0.0168747 -0.0010293  0.1492061 -0.0295980 -0.0197660 -0.0617918 -0.1343855 -0.0193380 -0.0462267 -0.0020716  0.0048024  0.0376042  0.0041807 -0.0062458 -0.0868856  0.0010120 -0.0259622 -0.0001379  0.0013785 -0.0018592  0.0097239  0.0009998  0.0005533 -0.0016225 -0.0007442 -0.0006999 -0.0021704  0.0008751 -0.0058230 -0.0004946  0.0002233  0.0011935  0.0030768 -0.0005868 -0.0008050  0.0003295  0.0001403  0.0000435 -0.0017684  0.0001414  0.0039782 -0.0076025  0.0165899  0.0043761  0.0216946 -0.0044622 -0.0011603  0.0213085  0.0025375 -0.0006131  0.0078991 -0.0081737 -0.0291792  0.0005291  0.0015498 -0.0002029 -0.0018751 -0.0016440 -0.0005763  0.0002049  0.0001286  0.0004701 -0.0004742  0.0005258  0.0013282 -0.0014837  0.0040547  0.0003518 -0.0002266
20 3 -0.0128922  0.0057384 -0.0752980  0.0510755 -0.0018167  0.0000449  0.0099116  0.0074874 -0.0160308  0.0017322 -0.0254722 -0.0501238 -0.0058097 -0.0061989  0.0216059  0.0184799 -0.0175284  0.0070165  0.0005651  0.0007674  0.0074132 -0.0086242  0.0350192 -0.0008456  0.0016559 -0.0035361  0.0010561 -0.0005627 -0.0023461 -0.0006597 -0.0009003  0.0011114  0.0014606  0.0043140 -0.0004114 -0.0005298 -0.0032000 -0.0007236 -0.0001963  0.0003069 -0.0010668  0.0012035  0.0006214 -0.0009281 -0.0007662 -0.0024195  0.0000482  0.0005619 -0.0052532  0.0031030 -0.0210027  0.0137425  0.0004219  0.0006699 -0.0006550  0.0025909 -0.0000970 -0.0052330  0.0230316  0.0030885  0.0017612  0.0013025  0.0000877 -0.0004383 -0.0011295  0.0003257 -0.0000019 -0.0000770 -0.0003685  0.0002526 -0.0000487  0.0005292  0.0037270 -0.0088969 -0.0000138  0.0002754
21 0 -0.0085057        nan  0.0026391        nan -0.1847613        nan  0.0269103        nan -0.0151324        nan -0.0773530        nan  0.0134833        nan  0.0021717        nan  0.1103049        nan -0.0089949        nan  0.0106553        nan  0.0679520        nan -0.0039238        nan -0.0011607        nan  0.0003495        nan  0.0051965        nan -0.0007873        nan -0.0003752        nan  0.0043413        nan -0.0002457        nan -0.0011689        nan -0.0015180        nan  0.0008288        nan  0.0000974        nan -0.0050136        nan -0.0172145        nan -0.0035808        nan -0.0068595        nan  0.0035095        nan  0.0288013        nan -0.0022304        nan  0.0001395        nan  0.0004778        nan  0.0008400        nan  0.0023573        nan -0.0001786        nan -0.0033950        nan  0.0011701        nan
21 1 -0.0757074 -0.1874010 -0.0268439  0.0673733  0.0259420 -0.0383089  0.0026936 -0.0317005 -0.0055196  0.2361865  0.0312188 -0.0178023 -0.0238247 -0.1743475  0.0087549 -0.0084576 -0.0021836  0.0063119 -0.0496339  0.0047258 -0.0005547 -0.0945881  0.0077957  0.0003421  0.0003911  0.0029106  0.0037789  0.0099045 -0.0011713  0.0023343 -0.0009495 -0.0001666 -0.0000154 -0.0018950 -0.0014065 -0.0053561 -0.0002785 -0.0018411 -0.0007707  0.0034989  0.0025091 -0.0001835  0.0000656  0.0000054 -0.0002704 -0.0019306  0.0012042  0.0028148 -0.0023140 -0.0263010 -0.0178607  0.0137230 -0.0010986 -0.0008164 -0.0473897  0.0046443 -0.0047099 -0.0226083  0.0120275 -0.0119136  0.0004953  0.0020869 -0.0007363 -0.0010901  0.0040395  0.0001266 -0.0002211  0.0001790 -0.0003425 -0.0010030  0.0009019  0.0026653 -0.0000796  0.0002056  0.0003109 -0.0001374
21 2 -0.0225181  0.0074296 -0.0102149  0.3837700  0.0547432 -0.0007691 -0.0041093  0.0119136 -0.0055433 -0.0016610 -0.0621489 -0.2404235  0.0075779 -0.0117908  0.0638963  0.1652994 -0.0378626  0.0021704 -0.0001368 -0.0054206  0.0022635 -0.0043932  0.0210326  0.1311586 -0.0004936 -0.0103361  0.0020528 -0.0010961 -0.0031141 -0.0006954 -0.0026020  0.0005414  0.0049966  0.0076710  0.0001884  0.0010585 -0.0052450  0.0018265  0.0003193  0.0005684  0.0008151 -0.0027995  0.0000135 -0.0007539 -0.0003874 -0.0041393  0.0004592  0.0007204 -0.0024765 -0.0023514 -0.0067343 -0.0564762 -0.0262050  0.0010706  0.0034090  0.0003609  0.0068967  0.0014014  0.0208131  0.0463121  0.0006733  0.0060104 -0.0007127 -0.0008559 -0.0024985 -0.0008882  0.0000830 -0.0002754 -0.0009679  0.0040212  0.0005541  0.0005852  0.0152297 -0.0098645 -0.0015656 -0.0000261
21 3 -0.0267278 -0.0298666 -0.0299215 -0.0115741  0.0058847 -0.0080742 -0.0216149 -0.0065987  0.0162825  0.0475045  0.0250062 -0.0164335  0.0028957  0.0086830 -0.0152937 -0.0191210 -0.0003186  0.0008113  0.0188311 -0.0021836 -0.0074737  0.0158407 -0.0182537 -0.0093192  0.0004362  0.0013760  0.0006600  0.0034300 -0.0009564 -0.0003966  0.0002488  0.0004190  0.0000041  0.0000356 -0.0023352 -0.0046577 -0.0002552 -0.0009609  0.0006585 -0.0008015 -0.0007452  0.0005000 -0.0000139 -0.0001584 -0.0004642  0.0002004  0.0009948  0.0009621  0.0024000 -0.0279954  0.0149024  0.0125770 -0.0006833 -0.0001342  0.0023571  0.0087890  0.0013409  0.0081906 -0.0174203 -0.0077280  0.0005072 -0.0009689 -0.0003098 -0.0001007 -0.0008329 -0.0002388 -0.0000748  0.0000104 -0.0009196 -0.0011982  0.0005646  0.0007046  0.0000639 -0.0004584 -0.0000727 -0.0001536
22 0  0.0190094        nan  0.0486774        nan -0.0171780        nan  0.2149711        nan  0.0659743        nan  0.0319365        nan -0.0120023        nan -0.0053520        nan  0.0050887        nan -0.1139909        nan -0.0284016        nan -0.0073219        nan -0.0001453        nan -0.0051317        nan -0.0031947        nan  0.0014465        nan -0.0004251        nan  0.0013653        nan -0.0016937        nan -0.0007020        nan  0.0022153        nan -0.0002266        nan -0.0000012        nan -0.0015666        nan -0.0022555        nan -0.0040072        nan -0.0006790        nan -0.0103164        nan -0.0099503        nan -0.0032625        nan  0.0011760        nan  0.0003298        nan -0.0017497        nan -0.0001699        nan -0.0003710        nan -0.0003908        nan -0.0010882        nan -0.0000230        nan
22 1  0.0186628  0.0315272  0.1818664  0.4234299  0.0742330 -0.0293509 -0.0452428  0.0310913 -0.0149002 -0.0150699 -0.2289350 -0.4056757 -0.0209797 -0.0076364  0.0374974  0.1481176  0.0362937  0.0050258  0.0098124 -0.0037091 -0.0052322 -0.0020684  0.1209757  0.2065937  0.0052129 -0.0168652  0.0016538 -0.0012713 -0.0021397 -0.0025526 -0.0015330 -0.0019457  0.0062916  0.0066822  0.0001043  0.0018188  0.0013052 -0.0001214  0.0002350  0.0002177 -0.0044482 -0.0056813 -0.0017537  0.0005765 -0.0034483 -0.0018194  0.0002552 -0.0000681  0.0057856 -0.0083535 -0.0317325 -0.0768369  0.0544026 -0.0038865 -0.0040301  0.0034515 -0.0053406  0.0065070  0.0591253  0.1237948  0.0070255 -0.0034207 -0.0003697  0.0000646 -0.0007669 -0.0035264 -0.0018605  0.0001960 -0.0000349 -0.0001471  0.0002268 -0.0000159  0.0092062  0.0014060 -0.0024822  0.0005861
22 2 -0.0698528 -0.3012028  0.0323774  0.0360198 -0.0099941 -0.0208101 -0.0735687 -0.0040733  0.0617227  0.2008087 -0.0181051  0.0029454 -0.0414816 -0.0418186 -0.0084937 -0.0569955  0.0014257  0.0062074  0.0411275 -0.0070226 -0.0339249 -0.0809157  0.0087398 -0.0449446  0.0010392  0.0004124 -0.0000331  0.0064443  0.0030118  0.0024441 -0.0016087  0.0001085 -0.0008006  0.0001023 -0.0018653 -0.0055135  0.0002887 -0.0019799  0.0010557  0.0013780 -0.0003467  0.0008339  0.0004399 -0.0000650 -0.0002608  0.0002953  0.0010639  0.0033250  0.0000190  0.0026544 -0.0028622  0.0273905 -0.0032133  0.0006794  0.0209031  0.0017476 -0.0051968  0.0285666 -0.0003554 -0.0351087 -0.0003042 -0.0000451 -0.0005994 -0.0012402  0.0013148  0.0004958  0.0002405  0.0000607 -0.0004006 -0.0009030  0.0009240  0.0003515  0.0012102 -0.0053512 -0.0003375 -0.0006261
22 3  0.0200901 -0.0008132  0.0830686  0.0653051 -0.0036899 -0.0115007  0.0182963  0.0013004  0.0020223 -0.0019668 -0.0561474 -0.0927024  0.0015315  0.0029378  0.0027404 -0.0216447 -0.0088359 -0.0012297 -0.0044605  0.0004981  0.0010105  0.0032795  0.0406587 -0.0130480 -0.0061110 -0.0021518 -0.0004345  0.0004559  0.0025527 -0.0002417 -0.0000536  0.0006667  0.0028854  0.0022477  0.0004145 -0.0005042  0.0037017  0.0017302 -0.0007433  0.0005590  0.0009982 -0.0011447  0.0007055 -0.0010762 -0.0007729  0.0001407 -0.0006749  0.0006931  0.0030464 -0.0029413 -0.0179025  0.0290309  0.0040053 -0.0048322 -0.0015036  0.0008212 -0.0007726  0.0021070  0.0188207 -0.0128112 -0.0013413 -0.0001355  0.0004252 -0.0004407  0.0013964 -0.0003486 -0.0000818 -0.0000524 -0.0000858 -0.0028891 -0.0005705  0.0006152 -0.0028133  0.0085930 -0.0001512  0.0000391
23 0  0.0078388        nan -0.0668814        nan -0.1131877        nan  0.0136841        nan -0.0152967        nan -0.0907189        nan  0.0034352        nan -0.0126250        nan  0.0977212        nan -0.0057836        nan  0.0042751        nan  0.0541168        nan  0.0059780        nan  0.0002907        nan -0.0014894        nan  0.0041164        nan  0.0007466        nan  0.0004215        nan -0.0014804        nan  0.0000883        nan  0.0009931        nan -0.0017068        nan  0.0019033        nan  0.0005721        nan  0.0034970        nan -0.0007993        nan  0.0213965        nan -0.0094733        nan  0.0036857        nan  0.0199695        nan  0.0001403        nan -0.0000690        nan -0.0010215        nan  0.0003010        nan -0.0003127        nan -0.0001010        nan  0.0041848        nan -0.0015895        nan
23 1 -0.0796166 -0.4273154 -0.0511977  0.0439937  0.0218903 -0.0386168 -0.0457066  0.0109750  0.0242763  0.3370441  0.0308657 -0.0104006 -0.0003603 -0.0254991  0.0383670 -0.0214034 -0.0001231  0.0110022 -0.0428801  0.0027524 -0.0190205 -0.1311260  0.0325208 -0.0107406  0.0009734  0.0006311 -0.0001807  0.0093576  0.0027696  0.0014033 -0.0014781 -0.0001761 -0.0007950  0.0001276 -0.0021755 -0.0068137 -0.0004787 -0.0017938 -0.0000962  0.0012202  0.0006203 -0.0011242  0.0002962 -0.0000901  0.0005402 -0.0008850  0.0014869  0.0027845  0.0052634 -0.0119846 -0.0327713  0.0166172 -0.0009539  0.0016174 -0.0477819  0.0029455 -0.0086999 -0.0152272  0.0301702 -0.0194855 -0.0002495  0.0002036 -0.0009126 -0.0007867  0.0012118 -0.0007265 -0.0000842  0.0000728  0.0004034 -0.0017230  0.0013155  0.0018691 -0.0003474 -0.0033489 -0.0000832 -0.0001632
23 2  0.0361240  0.0155384  0.2350762  0.4543459  0.0416778 -0.0142971  0.0106871  0.0114853 -0.0075596  0.0024263 -0.2016305 -0.3546451  0.0030606 -0.0029772  0.0124381  0.0314764 -0.0336417  0.0028454 -0.0034117 -0.0055955 -0.0011501  0.0006056  0.0642777  0.1420895 -0.0049961 -0.0021511 -0.0003556  0.0009199  0.0026757  0.0005465 -0.0037777 -0.0006012  0.0033255  0.0010640 -0.0000566  0.0001604  0.0048391 -0.0016984 -0.0003326  0.0000834 -0.0006937  0.0028647  0.0008139 -0.0006192 -0.0013966  0.0002968 -0.0003036  0.0002741  0.0016387  0.0014815 -0.0265972 -0.0498668 -0.0239455 -0.0035295  0.0013816 -0.0023138 -0.0008709  0.0001584  0.0352612  0.0267555 -0.0009922 -0.0061160  0.0001458 -0.0004874  0.0023207  0.0007297  0.0005211  0.0000098  0.0010538 -0.0026161 -0.0002641  0.0002852 -0.0142720  0.0090582  0.0004768 -0.0000006
23 3 -0.0470698 -0.0606776 -0.0022237  0.0034171  0.0043597 -0.0055240  0.0015889 -0.0071565  0.0164601  0.0565025  0.0362676  0.0043122  0.0143654  0.0264671 -0.0176814 -0.0143816  0.0024444  0.0019249  0.0174373 -0.0003985 -0.0101877  0.0071757 -0.0248271 -0.0103533  0.0006726  0.0000463  0.0016720  0.0070483 -0.0010106 -0.0007241  0.0013162 -0.0000289 -0.0005978 -0.0003476 -0.0027691 -0.0034874  0.0000120  0.0002554  0.0006083 -0.0023585  0.0002973  0.0007345 -0.0003707 -0.0000408  0.0005387 -0.0000634  0.0017017 -0.0003766  0.0025837 -0.0224510  0.0157006  0.0084100  0.0004503  0.0009194 -0.0000209  0.0060290  0.0014298  0.0012888 -0.0210704 -0.0060960 -0.0002605  0.0015454 -0.0008051  0.0006333  0.0010712  0.0002758 -0.0000876  0.0000668  0.0004857  0.0005281  0.0010330 -0.0003108 -0.0001286  0.0001842  0.0001563  0.0000533
