# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Dec 2019
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2018-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
4  1  0.0260826  0.2350185  0.3565356  0.1424063 -0.0491788 -0.4452626  0.0098078  0.0360635  0.0380184 -0.0293089 -0.0403502 -0.1388020 -0.0050546 -0.0463617 -0.0962800 -0.0971081  0.2562250  0.3967856  0.0054930 -0.0050165 -0.0353367 -0.0101709 -0.0136634  0.0256291 -0.0624940  0.0742205  0.0035102 -0.0062629 -0.0001256 -0.0009305  0.0011747  0.0009924  0.0030672  0.0075302 -0.0006504  0.0010487 -0.0019250  0.0092883 -0.0003725  0.0006592  0.0002891  0.0023034  0.0006860 -0.0007384 -0.0028366  0.0037971 -0.0011664  0.0000971 -0.0393718  0.0126191 -0.0310012 -0.0183613  0.0416084  0.1564962  0.0048030 -0.0071287  0.0016757 -0.0081981 -0.0008175  0.0165361 -0.0004026 -0.0146791  0.0005700 -0.0001394 -0.0007044  0.0007965 -0.0001271  0.0003602 -0.0040299  0.0078946 -0.0004661  0.0001320 -0.0041743  0.0020726  0.0079984  0.0042227
4  2  0.0802793  0.2217393  0.0555260 -0.0068190  0.0180178 -0.0003317  0.0141089  0.0171549 -0.0711492 -0.1932833  0.0524468  0.0069216  0.0666361  0.0127938  0.0194074 -0.0122066 -0.0112482 -0.0232134 -0.0054370  0.0025855  0.0718815  0.1130615  0.0100569 -0.0126436  0.0021505 -0.0004459  0.0144196  0.0127316 -0.0035124 -0.0018288  0.0001038  0.0002286  0.0015294  0.0005919 -0.0022326 -0.0019768  0.0007906  0.0009405 -0.0013769 -0.0006704  0.0002777 -0.0002500 -0.0001394  0.0000132  0.0012579 -0.0006570 -0.0016096  0.0004030 -0.0360342  0.0056098 -0.0055011  0.0118622  0.0004583  0.0076564 -0.0013633 -0.0059800  0.0412704  0.0175421  0.0047820 -0.0113359 -0.0012799 -0.0011458  0.0015197 -0.0004803  0.0012997 -0.0002584  0.0001145  0.0000019  0.0029010  0.0007647 -0.0012644  0.0006372 -0.0021947  0.0007211  0.0002938  0.0004333
4  3 -0.1004136  0.0003970 -0.5161763 -0.0374201  0.0309721 -0.0013045  0.0019124  0.0336771  0.0195259  0.0027810 -0.0080289 -0.0388039  0.0046113  0.0244306  0.0105048 -0.0076936 -0.0119850  0.0000085  0.0010818 -0.0017381 -0.0098388  0.0155441  0.0121151  0.0034476 -0.0011928  0.0024945  0.0046736  0.0024398  0.0013256  0.0012518 -0.0011738 -0.0010508 -0.0006136 -0.0004583  0.0012067 -0.0009236 -0.0008420 -0.0006452  0.0000909 -0.0005372 -0.0003639  0.0002936  0.0001802  0.0001951 -0.0011343 -0.0009442  0.0002071 -0.0000978  0.0122360 -0.0132386  0.0038724 -0.0048756 -0.0072458  0.0024681  0.0008049  0.0007981 -0.0067023  0.0165899  0.0043493  0.0053722  0.0014807  0.0011060 -0.0003150 -0.0006468 -0.0005487 -0.0006439  0.0003738  0.0002825 -0.0011186 -0.0007746 -0.0002171  0.0002839  0.0007792 -0.0018443 -0.0021688 -0.0006745
5  0  0.1195580        nan  0.5034299        nan  0.0502068        nan  0.0290533        nan  0.0022520        nan -0.4343614        nan -0.0276648        nan -0.1029677        nan -0.1794581        nan -0.0004083        nan -0.0127481        nan  0.1594170        nan -0.0119210        nan  0.0031410        nan -0.0025871        nan -0.0045204        nan -0.0010652        nan -0.0018545        nan -0.0033317        nan  0.0004672        nan  0.0023933        nan  0.0060331        nan  0.0017463        nan  0.0018501        nan -0.0093507        nan -0.0951853        nan -0.1077606        nan  0.0018987        nan  0.0029535        nan  0.0800647        nan  0.0023842        nan -0.0007253        nan -0.0017138        nan  0.0032184        nan -0.0020380        nan  0.0008312        nan  0.0110515        nan  0.0080668        nan
5  1  0.1999411 -0.5529130  0.0762297  0.0092133 -0.0000238 -0.0639545  0.0120854  0.0091190 -0.3992945  0.9446290 -0.0183967 -0.0150290 -0.3985990  0.7886782  0.0176997  0.0020766 -0.0124611  0.0338209  0.0190108 -0.0194583  0.0507745 -0.3152983  0.0304697  0.0258694  0.0023436 -0.0030846  0.0154230  0.0127969  0.0001397  0.0108644 -0.0002024  0.0007689 -0.0049775  0.0032079 -0.0033698 -0.0073245 -0.0014612 -0.0014846 -0.0010681 -0.0055383  0.0012433 -0.0055133  0.0002605 -0.0000214  0.0006233 -0.0032291  0.0003959  0.0022369 -0.0147985  0.0754013 -0.0273173 -0.0161624  0.0026811  0.0245688  0.0074918  0.0150128  0.0177980 -0.0916030  0.0258954  0.0162192  0.0000854 -0.0001643 -0.0012227 -0.0011273  0.0027251 -0.0006848  0.0001733 -0.0002197  0.0012760 -0.0003504  0.0002133  0.0013933 -0.0036300  0.0064272  0.0001952 -0.0009885
5  2  0.0951992  0.0750246 -0.1605762 -0.0200184  0.0157149 -0.0217691 -0.0173033  0.0156681  0.0234462  0.0008677 -0.1160858  0.0340768  0.0732289  0.0361244  0.0175586 -0.0374479 -0.0013268  0.0332481 -0.0039650 -0.0057569  0.0224941  0.0212283  0.0504599 -0.0293017  0.0363839  0.0087482  0.0029158 -0.0015809 -0.0007907  0.0016220 -0.0010527  0.0010474  0.0044123  0.0043408 -0.0004784 -0.0005484  0.0065612  0.0016415 -0.0006900 -0.0005064 -0.0003842 -0.0010257  0.0003006 -0.0001350 -0.0001789 -0.0010851 -0.0003321 -0.0004275  0.0142173 -0.0016159 -0.0130302 -0.0061830 -0.0166151 -0.0036897  0.0074242 -0.0021348  0.0048058  0.0078405  0.0302806 -0.0086753  0.0026469  0.0030553  0.0005573  0.0000760 -0.0003222 -0.0006038  0.0001732 -0.0001231 -0.0007049 -0.0015158 -0.0005802 -0.0001150  0.0072620 -0.0067072 -0.0014473 -0.0010116
5  3 -0.0238889 -0.0243191 -0.0591304  0.0711286  0.0009501  0.0298139 -0.0013711 -0.0321918  0.0127428 -0.0027760 -0.0413258 -0.0040715 -0.0408321  0.0300084 -0.0111298  0.0056177  0.0083312 -0.0047317 -0.0024201  0.0060401 -0.0425867 -0.0003683 -0.0123872  0.0115881  0.0037948  0.0030718 -0.0017115 -0.0048402 -0.0006844 -0.0005317 -0.0000883  0.0002915 -0.0008382 -0.0013587  0.0011731  0.0006312  0.0012756 -0.0019786  0.0005309  0.0000265 -0.0004044  0.0006330  0.0001622  0.0000081  0.0026495  0.0012705  0.0000740  0.0001727  0.0216582  0.0098417  0.0160961 -0.0126112 -0.0043785 -0.0010891  0.0021297  0.0071411 -0.0236534 -0.0074047 -0.0133725  0.0109745 -0.0008136 -0.0001847  0.0000502 -0.0000380 -0.0015659 -0.0000833 -0.0003735  0.0000519  0.0003501 -0.0010608  0.0001213 -0.0000467  0.0000449  0.0007754 -0.0001523 -0.0003798
6  0 -0.3046285        nan  0.1112732        nan -0.0203575        nan -0.0599858        nan  0.1396193        nan  0.0187819        nan  0.2152892        nan  0.0511250        nan  0.0113788        nan  0.0896339        nan -0.0319721        nan  0.0436352        nan -0.0001781        nan  0.0118175        nan  0.0083853        nan  0.0011946        nan  0.0024201        nan  0.0029231        nan  0.0001907        nan  0.0047006        nan -0.0121853        nan  0.0000240        nan  0.0003435        nan -0.0010008        nan  0.0291135        nan -0.0234082        nan  0.0026075        nan  0.0531757        nan -0.0035083        nan  0.0282727        nan -0.0008230        nan  0.0010983        nan -0.0051530        nan  0.0001251        nan  0.0019514        nan -0.0006350        nan -0.0044086        nan -0.0002439        nan
6  1  0.1153500 -0.1434022 -0.0663661  0.4980732 -0.2144006  0.0355741 -0.0192101  0.0561149 -0.0046058 -0.0339522 -0.2963518 -0.4879426  0.0226136  0.0191695 -0.1426572 -0.3874186 -0.1038289 -0.0180460  0.0028469 -0.0113983  0.0146988 -0.0030546  0.0796700  0.0877440  0.0689676 -0.0350574  0.0044088 -0.0034496 -0.0012265  0.0005288 -0.0018701 -0.0015984  0.0083833  0.0002536 -0.0007948  0.0000441  0.0098957  0.0207975 -0.0006528  0.0006683 -0.0014788 -0.0014554  0.0023150  0.0013351 -0.0017761 -0.0010399 -0.0007052  0.0004835  0.0221334  0.0205808 -0.0316995 -0.0688086 -0.0510605  0.0192459  0.0035246 -0.0148691 -0.0090798 -0.0168575  0.0290926  0.0355886  0.0038134  0.0053609  0.0006337 -0.0003068  0.0008654 -0.0011158  0.0009489  0.0011382  0.0016519 -0.0020160 -0.0007561  0.0005854  0.0065316 -0.0044026 -0.0013322 -0.0030163
6  2 -0.0693713  0.2788654  0.0016567 -0.0403299  0.0057822  0.0182174  0.0359826  0.0146506 -0.0707566 -0.1842822  0.0090620  0.0437877  0.0834613  0.0147598  0.0190559  0.0028702  0.0013577 -0.0227217 -0.0139633  0.0032905  0.0677740  0.0718146  0.0081095 -0.0072051 -0.0004788  0.0002228  0.0028578 -0.0121268 -0.0037489  0.0021431  0.0009789  0.0003749  0.0000367 -0.0009429 -0.0015625  0.0027258  0.0021326 -0.0028702 -0.0003431 -0.0010705  0.0028870  0.0008233 -0.0004425  0.0000737  0.0018357  0.0006170 -0.0002843 -0.0012367 -0.0352081  0.0540632  0.0001247 -0.0081430  0.0003764  0.0048444 -0.0063377 -0.0078536  0.0393506 -0.0266321  0.0034901  0.0029286 -0.0011410 -0.0000979  0.0004279 -0.0001559 -0.0013975  0.0005372 -0.0000275 -0.0001278 -0.0002369 -0.0005589 -0.0004488 -0.0004554  0.0074299 -0.0036887 -0.0006736 -0.0001000
6  3 -0.0758476 -0.0037667  0.0686009 -0.0381431 -0.0215837 -0.0006755  0.0035898 -0.0079637  0.0156338 -0.0214785  0.0032193 -0.0254904  0.0129768 -0.0329598 -0.0065099  0.0040993 -0.0055328 -0.0015951 -0.0025364  0.0005213 -0.0095218 -0.0275322  0.0019316  0.0155695 -0.0159605 -0.0036487 -0.0026814  0.0021321  0.0004009  0.0008471  0.0002045  0.0002576  0.0025630 -0.0013789  0.0000680  0.0011579  0.0021028 -0.0003620  0.0000227 -0.0000735  0.0005251 -0.0004443 -0.0000160 -0.0001049  0.0002380  0.0013803  0.0001195 -0.0000694  0.0158728  0.0191429  0.0073906 -0.0010678  0.0136059  0.0040851  0.0029632  0.0008956  0.0013567 -0.0259224 -0.0085559  0.0039599 -0.0005761 -0.0005374 -0.0002949 -0.0003309 -0.0000066  0.0000341 -0.0000479  0.0001374  0.0001671 -0.0001509  0.0000812 -0.0000925 -0.0037985  0.0047192  0.0003475 -0.0010352
7  0  0.1195178        nan  0.1758377        nan  0.0538263        nan  0.0163486        nan -0.0325600        nan -0.3673141        nan -0.0121044        nan -0.0968470        nan -0.2355767        nan  0.0012429        nan -0.0048032        nan  0.1179470        nan  0.0029563        nan  0.0065364        nan  0.0012798        nan -0.0048032        nan -0.0029495        nan -0.0036386        nan  0.0044649        nan  0.0005040        nan -0.0005919        nan  0.0072108        nan  0.0004110        nan  0.0022923        nan -0.0038839        nan -0.0531718        nan -0.1276761        nan  0.0044168        nan  0.0006149        nan  0.0484999        nan  0.0009616        nan -0.0003532        nan  0.0013249        nan  0.0035814        nan  0.0006430        nan  0.0007233        nan -0.0080758        nan  0.0018675        nan
7  1 -0.1147854 -0.4028525  0.0378312 -0.0045700 -0.0272229 -0.0197657  0.1215488  0.0742944  0.0055316  0.7213272 -0.0597117 -0.0269117 -0.1672037  0.8785669  0.0175002 -0.0067668  0.0089414  0.0367094 -0.0531567  0.0150926 -0.0823031 -0.2064260  0.0483345  0.0197403 -0.0014118  0.0024389  0.0034458 -0.0099172  0.0014125  0.0064279 -0.0003843  0.0004647 -0.0026087  0.0008013 -0.0041192 -0.0035206  0.0004098 -0.0005942  0.0010336 -0.0087458 -0.0002031 -0.0029915  0.0003311 -0.0001202 -0.0000177  0.0029852  0.0006600  0.0000333  0.0635728  0.0781279 -0.0370574 -0.0126732  0.0032413  0.0173183 -0.0105553  0.0194433 -0.0471225 -0.0833443  0.0375769  0.0155113  0.0000566 -0.0017277  0.0002401 -0.0003293 -0.0033897 -0.0005930  0.0001297 -0.0004578 -0.0012487  0.0010442  0.0001027 -0.0001887  0.0064039  0.0005355  0.0001439 -0.0005578
7  2 -0.2266330  0.0125332  0.1722116 -0.1300701 -0.0137701  0.0146015  0.0086799  0.0032729 -0.0171951  0.0135092 -0.1081792  0.0578785  0.0041858 -0.0149837 -0.0123205 -0.0730859 -0.0030411  0.0292683 -0.0078065 -0.0074624  0.0178303 -0.0111422  0.0651676 -0.0381003 -0.0261862  0.0108645 -0.0015417  0.0000411  0.0016942  0.0008654 -0.0009939  0.0012394  0.0015547 -0.0124278 -0.0008872 -0.0001962  0.0023113 -0.0038501  0.0002731 -0.0011066 -0.0003589  0.0004649  0.0003813  0.0001817 -0.0030032  0.0040996  0.0005262 -0.0016072 -0.0099196 -0.0143364 -0.0358153 -0.0044499  0.0055083 -0.0054893  0.0012441 -0.0003058  0.0088606  0.0076003  0.0344021 -0.0131439  0.0015557 -0.0010529 -0.0001160  0.0010710  0.0002132  0.0004446  0.0002904  0.0000134 -0.0024285 -0.0000783  0.0004141 -0.0011589 -0.0107856  0.0084034  0.0011597 -0.0013385
7  3  0.0090130  0.0385252  0.0120323  0.0137062 -0.0037126 -0.0086242 -0.0037011  0.0026499  0.0451252  0.0191273  0.0048958 -0.0062935 -0.0483128  0.0318179 -0.0127055 -0.0104236  0.0052960 -0.0049468 -0.0025026  0.0021996 -0.0431564 -0.0052773 -0.0132078 -0.0040482 -0.0029918  0.0001329 -0.0018004 -0.0002615  0.0017301  0.0001280  0.0002929 -0.0001624  0.0016269  0.0016052  0.0006603 -0.0001387  0.0003470  0.0007549 -0.0002024 -0.0004069 -0.0008152 -0.0003813 -0.0000860 -0.0000290 -0.0011494 -0.0026246 -0.0003704 -0.0002013  0.0217891  0.0072356  0.0093011  0.0007586  0.0003406  0.0004247  0.0010436  0.0007873 -0.0295270 -0.0032879 -0.0133727 -0.0043689 -0.0002182  0.0001226  0.0004328 -0.0000323  0.0014446 -0.0003611  0.0000087  0.0000823  0.0010791  0.0007036 -0.0004450 -0.0000510 -0.0009525 -0.0011361  0.0002120  0.0000984
8  0 -0.2125532        nan  0.0298323        nan -0.0214714        nan -0.1051110        nan  0.0472438        nan  0.0063358        nan  0.1583224        nan  0.0358440        nan  0.0107175        nan  0.1402712        nan -0.0072789        nan  0.0146519        nan  0.0003131        nan  0.0085471        nan  0.0026703        nan  0.0010865        nan  0.0027564        nan  0.0030194        nan  0.0027517        nan  0.0038083        nan -0.0088105        nan -0.0000729        nan -0.0001370        nan -0.0012480        nan  0.0326135        nan  0.0039705        nan  0.0001535        nan  0.0793463        nan -0.0030901        nan  0.0054999        nan -0.0007715        nan  0.0009931        nan -0.0074637        nan  0.0002175        nan -0.0009189        nan -0.0007699        nan  0.0008639        nan  0.0002794        nan
