# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Jul 2021
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2021-02).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
17 1  0.0795444  0.5206042  0.0053288  0.0118843  0.0022720  0.0035895  0.0705104 -0.0566044 -0.0582480 -0.3160074  0.0228082 -0.0126674 -0.0295649 -0.2837693 -0.0203852  0.0201897 -0.0010733 -0.0179467 -0.0580791  0.0198180  0.0345066  0.1197293 -0.0175211  0.0153965  0.0012354  0.0012893  0.0008865 -0.0045279 -0.0057079 -0.0009219  0.0003301  0.0004885  0.0002732 -0.0013470  0.0016502  0.0046176 -0.0005148  0.0006427  0.0000092  0.0040175  0.0046071  0.0009126 -0.0004496  0.0000248  0.0000517 -0.0014361 -0.0001122 -0.0004102 -0.0217545 -0.0572143 -0.0002863 -0.0084744  0.0051209 -0.0051101 -0.0380660  0.0144640  0.0078754  0.0049449 -0.0088660  0.0128084  0.0000023  0.0009798  0.0005720 -0.0000719  0.0044282  0.0006935 -0.0003105  0.0000774  0.0003462 -0.0000321 -0.0002928  0.0013555 -0.0024466  0.0007822  0.0002151  0.0000812
17 2 -0.0715532 -0.0020768 -0.2456994 -0.1362515  0.0311663 -0.0051743 -0.0253981  0.0097654  0.0151912  0.0021463  0.2140753  0.1120628  0.0139448  0.0049309  0.0736763  0.2289678 -0.0091571 -0.0042506  0.0094316 -0.0025109  0.0096258 -0.0002235 -0.0638210  0.0368000  0.0152832 -0.0074743  0.0022580  0.0007123 -0.0036090 -0.0010525  0.0016213  0.0007277  0.0003918  0.0066790  0.0005713  0.0003718 -0.0039561 -0.0009688  0.0001150  0.0001731  0.0008180 -0.0024763 -0.0014984 -0.0000355  0.0012776 -0.0055633  0.0000679  0.0002208 -0.0073993 -0.0020176  0.0211332 -0.0401846 -0.0230888  0.0015137  0.0026303  0.0024160  0.0100980  0.0070953 -0.0197239  0.0404660  0.0019273  0.0077351 -0.0005077 -0.0002363 -0.0015585 -0.0010702 -0.0004443 -0.0001983 -0.0008790  0.0010203  0.0002843 -0.0001053  0.0165505 -0.0100732 -0.0011198  0.0008312
17 3 -0.0180022  0.0577698 -0.0111564  0.0177252  0.0022687 -0.0060294 -0.0197726 -0.0012494  0.0297162  0.0001344 -0.0024294 -0.0104216 -0.0161303  0.0156853 -0.0159034 -0.0028539 -0.0010371  0.0021248  0.0054998 -0.0033448 -0.0148209  0.0204696 -0.0131140  0.0022743  0.0010495  0.0009724 -0.0007541 -0.0020425  0.0012073 -0.0003484 -0.0005941  0.0000970 -0.0001757 -0.0008537 -0.0004510 -0.0027210 -0.0005578 -0.0010948  0.0006854  0.0016330 -0.0012677  0.0001959  0.0002689 -0.0000206 -0.0001445  0.0021935  0.0000195  0.0015639  0.0082384 -0.0161259  0.0149817  0.0031681  0.0017305 -0.0009838  0.0003223  0.0048232 -0.0042113  0.0043283 -0.0140942 -0.0009886  0.0005924 -0.0013301  0.0001970 -0.0004197 -0.0015726 -0.0003319  0.0001021  0.0000048 -0.0009570 -0.0005160 -0.0000935  0.0011499  0.0001754 -0.0005292 -0.0002362 -0.0003111
18 0  0.1063848        NaN  0.0219721        NaN -0.0116415        NaN  0.2073044        NaN -0.0231979        NaN -0.0355258        NaN -0.0538179        NaN -0.0235562        NaN  0.0003361        NaN -0.0420536        NaN  0.0108654        NaN -0.0066772        NaN -0.0011771        NaN -0.0020738        NaN -0.0051320        NaN  0.0010511        NaN -0.0000164        NaN  0.0001542        NaN -0.0009565        NaN -0.0018392        NaN  0.0005151        NaN  0.0000964        NaN  0.0008000        NaN -0.0005007        NaN -0.0159885        NaN  0.0146286        NaN -0.0033823        NaN  0.0299337        NaN  0.0090926        NaN -0.0122141        NaN  0.0006665        NaN -0.0000576        NaN -0.0025189        NaN  0.0000575        NaN  0.0007296        NaN -0.0003628        NaN -0.0005361        NaN  0.0001627        NaN
18 1  0.0088129  0.0544550 -0.2213809 -0.4131638 -0.0131855  0.0186013 -0.0159970 -0.0000895 -0.0146598 -0.0188601  0.1857692  0.3197920 -0.0049371  0.0044781  0.1597219  0.3312619  0.0477118 -0.0385684 -0.0017956  0.0114912  0.0070485  0.0127398 -0.0349389 -0.0231770  0.0241318 -0.0221836  0.0008598 -0.0007227 -0.0036384 -0.0026787  0.0060472 -0.0001617  0.0014053  0.0029980  0.0011646  0.0005198  0.0009376 -0.0044100  0.0000183  0.0006384 -0.0040468 -0.0055996 -0.0049231 -0.0004770 -0.0003423 -0.0010810 -0.0006182  0.0010747  0.0105947 -0.0055497  0.0243769 -0.0017079  0.0459290 -0.0114921 -0.0069074  0.0109122 -0.0033284  0.0068151 -0.0007422  0.0486327  0.0046263 -0.0016463 -0.0003322 -0.0009153  0.0004939 -0.0035188 -0.0019466  0.0000456  0.0007399 -0.0033822  0.0000923  0.0009134  0.0090674 -0.0007546 -0.0016401  0.0006447
18 2  0.0820699 -0.0693664  0.0206766  0.0685875 -0.0008782 -0.0183471 -0.0708194 -0.0272628 -0.0639598  0.0338925 -0.0267424 -0.0336746 -0.0601310 -0.1838180 -0.0169300 -0.0180220 -0.0045869  0.0048559  0.0165713  0.0119000  0.0206736 -0.0640850 -0.0112545 -0.0005642 -0.0003636 -0.0006167 -0.0036189  0.0007295 -0.0003422  0.0022898 -0.0018108 -0.0002897 -0.0001696  0.0005226  0.0034047 -0.0031919  0.0003157 -0.0014306  0.0012220  0.0036176  0.0020598  0.0008987  0.0003403  0.0000435 -0.0002093  0.0010414 -0.0009400  0.0029151 -0.0123354  0.0351193  0.0147951  0.0070006 -0.0041125 -0.0014523  0.0162677  0.0039015  0.0026043 -0.0132778 -0.0146845 -0.0125566 -0.0000724 -0.0003167  0.0002688 -0.0019088  0.0010690  0.0006787  0.0000972  0.0000059 -0.0011396 -0.0001332 -0.0000897  0.0014256  0.0015550 -0.0055119 -0.0002018 -0.0003270
18 3  0.0195229 -0.0039241  0.0524353 -0.0694547  0.0213436  0.0055606 -0.0058180  0.0008743 -0.0049970 -0.0058182  0.0087824 -0.0144148 -0.0015211 -0.0055647  0.0219529  0.0209439 -0.0071755 -0.0057021  0.0056452  0.0028392 -0.0003330  0.0058259  0.0136413 -0.0085091 -0.0072411  0.0022108 -0.0015822  0.0013970  0.0021211  0.0002162 -0.0007293  0.0005101  0.0013729  0.0024364  0.0002822 -0.0015656  0.0023868  0.0001689  0.0001522  0.0000803  0.0012380 -0.0009913  0.0004268 -0.0004642  0.0010737  0.0001130  0.0001607  0.0004326  0.0053984 -0.0025140 -0.0137106  0.0175707  0.0054849 -0.0051999  0.0006899  0.0017685 -0.0006654 -0.0033854  0.0107751 -0.0039951 -0.0029207 -0.0015454  0.0003143 -0.0001652  0.0010378  0.0004428  0.0000004  0.0001104  0.0007691 -0.0020085 -0.0001790  0.0004445 -0.0033788  0.0074083 -0.0001289  0.0002414
19 0 -0.0284699        NaN -0.0210932        NaN -0.1877455        NaN  0.0224265        NaN  0.0129396        NaN -0.0250802        NaN  0.0328740        NaN  0.0247800        NaN  0.0814652        NaN -0.0065021        NaN  0.0241358        NaN  0.0399989        NaN  0.0099387        NaN  0.0012849        NaN -0.0017650        NaN  0.0053149        NaN  0.0028355        NaN -0.0002394        NaN  0.0015719        NaN -0.0002502        NaN  0.0009954        NaN -0.0008633        NaN  0.0012416        NaN -0.0002003        NaN -0.0109849        NaN -0.0089461        NaN -0.0273575        NaN -0.0035985        NaN  0.0170515        NaN  0.0114935        NaN  0.0005645        NaN  0.0000857        NaN -0.0002130        NaN  0.0013372        NaN  0.0001475        NaN -0.0001956        NaN  0.0019150        NaN -0.0021830        NaN
19 1  0.0333433  0.1673021 -0.0310476  0.0143245  0.0129434 -0.0337484  0.0329256 -0.0344496 -0.0458929 -0.0469839  0.0187939 -0.0196889 -0.0405280 -0.2942276 -0.0074432  0.0073404 -0.0027388 -0.0040911 -0.0603414  0.0259398  0.0219985  0.0119122 -0.0032316  0.0078567  0.0004440  0.0016173 -0.0011310 -0.0018229 -0.0031520 -0.0001272 -0.0001409  0.0002706 -0.0002262 -0.0025810 -0.0001943 -0.0001236  0.0000610 -0.0014038 -0.0001826  0.0042111  0.0033023  0.0004088 -0.0002314  0.0000389 -0.0003071  0.0005395  0.0003403  0.0009953 -0.0155637 -0.0482756 -0.0086937  0.0032526  0.0019196 -0.0021381 -0.0459319  0.0144176  0.0039501 -0.0098343  0.0022854  0.0006514  0.0005080  0.0005214  0.0008048 -0.0003708  0.0007390 -0.0000704 -0.0003741  0.0001413 -0.0006201 -0.0011996 -0.0002287  0.0017399  0.0007202 -0.0033290 -0.0002140 -0.0000262
19 2  0.0267658 -0.0165317 -0.0278087 -0.0045986  0.0604754 -0.0051152 -0.0115444  0.0056952  0.0159916 -0.0001740  0.1452895 -0.0212604  0.0090231 -0.0044425  0.0851168  0.2405873 -0.0276126 -0.0060454  0.0033201 -0.0020362  0.0034262 -0.0008552 -0.0415431  0.0734190 -0.0104523 -0.0003482 -0.0003455  0.0013443  0.0029220  0.0007916  0.0000482  0.0003428 -0.0003609  0.0011106  0.0008537  0.0003940  0.0005421 -0.0033123  0.0002828  0.0001933 -0.0010426  0.0025521 -0.0011066 -0.0006341 -0.0017672  0.0007604  0.0000568  0.0001326 -0.0052543 -0.0042618  0.0081488 -0.0438883 -0.0220864 -0.0061831  0.0040025  0.0012740  0.0043172  0.0051160 -0.0053642  0.0410512 -0.0016639 -0.0069823 -0.0004911 -0.0002215  0.0018150  0.0010156 -0.0002616 -0.0002209  0.0003031 -0.0012851  0.0003197  0.0000398 -0.0162738  0.0097897  0.0000257  0.0010747
19 3 -0.0332475  0.0086445 -0.0003243  0.0515681 -0.0004744 -0.0041491 -0.0204682 -0.0088079  0.0247441  0.0178928  0.0078460 -0.0214263 -0.0046316  0.0106111 -0.0236820 -0.0174838  0.0005735  0.0036502  0.0143385 -0.0007005 -0.0097726  0.0195914 -0.0213478 -0.0061608 -0.0003815  0.0000226 -0.0000311  0.0038944  0.0005912 -0.0008791  0.0000893  0.0004595  0.0004011 -0.0003035 -0.0007310 -0.0051007 -0.0001203  0.0012138  0.0006750  0.0006205 -0.0005004  0.0003862  0.0000428 -0.0001538 -0.0005570 -0.0008714  0.0003418  0.0018066  0.0016425 -0.0258931  0.0202240  0.0105536  0.0009935 -0.0017565  0.0006252  0.0063528 -0.0004917  0.0077846 -0.0226400 -0.0084761 -0.0002791  0.0011823  0.0001127 -0.0004800  0.0012197  0.0001071  0.0000819  0.0000110  0.0003358  0.0007037  0.0000411  0.0011915 -0.0003660  0.0007072  0.0000710 -0.0001054
20 0  0.0741367        NaN  0.0195391        NaN -0.0138780        NaN  0.2419790        NaN  0.0230136        NaN -0.0075900        NaN -0.0364612        NaN -0.0126850        NaN  0.0021177        NaN -0.0967581        NaN -0.0113654        NaN -0.0038444        NaN  0.0002343        NaN -0.0045246        NaN -0.0042170        NaN  0.0012780        NaN -0.0014240        NaN  0.0014368        NaN  0.0013477        NaN -0.0015065        NaN  0.0025675        NaN -0.0001469        NaN -0.0001131        NaN -0.0013924        NaN -0.0125049        NaN  0.0017324        NaN -0.0015438        NaN  0.0062365        NaN  0.0002467        NaN -0.0021943        NaN -0.0006995        NaN  0.0005122        NaN -0.0003193        NaN -0.0001024        NaN -0.0002707        NaN -0.0008149        NaN  0.0017211        NaN  0.0000193        NaN
20 1  0.0567511 -0.0147095  0.0641229 -0.0568085  0.0258060  0.0353334 -0.0179179  0.0129120 -0.0270313 -0.0198717  0.0061775 -0.0645742 -0.0107094 -0.0079964  0.1248387  0.2783283  0.0567364 -0.0142625 -0.0017934  0.0050486 -0.0055310  0.0198620  0.0489408  0.0994304 -0.0212782  0.0095661 -0.0010215 -0.0004053  0.0039213  0.0008450  0.0030054 -0.0018010 -0.0016343  0.0051802  0.0002488  0.0003693 -0.0040011 -0.0004407  0.0003027  0.0002041  0.0046127  0.0059860 -0.0039493  0.0000652  0.0003743 -0.0003384  0.0000188  0.0003358  0.0131155 -0.0143863 -0.0205177 -0.0420333  0.0626861 -0.0050337 -0.0045722  0.0090798 -0.0097862  0.0115342  0.0421129  0.0939958 -0.0044389  0.0013043 -0.0005904 -0.0000559  0.0000488  0.0039715 -0.0020554  0.0001604 -0.0014855  0.0012953  0.0004877  0.0002301 -0.0089377 -0.0000930  0.0013713  0.0014095
20 2 -0.0244373 -0.1854777  0.0581653  0.1109849 -0.0068041 -0.0160887 -0.0848683 -0.0155291 -0.0096197  0.1246400 -0.0304339 -0.0233548 -0.0654325 -0.1360414 -0.0186271 -0.0501114 -0.0013576  0.0078773  0.0352416  0.0055616 -0.0059841 -0.0761828  0.0026179 -0.0285838 -0.0001439  0.0017008 -0.0020360  0.0091418  0.0009083  0.0005750 -0.0014608 -0.0003277 -0.0002587 -0.0020091  0.0008568 -0.0051970 -0.0000114  0.0004673  0.0010221  0.0028415 -0.0008154 -0.0008326  0.0003331  0.0000117 -0.0000710 -0.0016342 -0.0000818  0.0034741 -0.0071459  0.0154390  0.0021947  0.0240630 -0.0047205 -0.0017413  0.0216976  0.0018174 -0.0014486  0.0079130 -0.0060426 -0.0320164  0.0005547  0.0011133  0.0000061 -0.0015401 -0.0019549 -0.0004612  0.0002062  0.0000795  0.0005779 -0.0003755  0.0003432  0.0010143 -0.0011482  0.0045737  0.0003438 -0.0002390
20 3 -0.0205879  0.0103780 -0.0709623  0.0484482  0.0050096  0.0004858  0.0078483  0.0054769 -0.0130885 -0.0002626 -0.0328890 -0.0511354 -0.0059155 -0.0023515  0.0212772  0.0169959 -0.0195224  0.0056022  0.0006546  0.0002636  0.0054009 -0.0030850  0.0364135 -0.0054092  0.0015924 -0.0050532  0.0009441 -0.0003832 -0.0024271 -0.0007990 -0.0007166  0.0011660  0.0011462  0.0043772 -0.0004925 -0.0007235 -0.0027291 -0.0001732 -0.0001377  0.0003641 -0.0012168  0.0013425  0.0006180 -0.0008875 -0.0006124 -0.0019306  0.0001217  0.0007225 -0.0041195 -0.0000125 -0.0220072  0.0180055 -0.0001319 -0.0000857 -0.0007579  0.0028591 -0.0009240 -0.0015646  0.0243981 -0.0011237  0.0021302  0.0021299  0.0000763 -0.0005767 -0.0010853 -0.0004365 -0.0000104 -0.0001010 -0.0000325  0.0005202  0.0000176  0.0006928  0.0029417 -0.0070072  0.0000089  0.0002594
21 0 -0.0043088        NaN  0.0004634        NaN -0.1712301        NaN  0.0254341        NaN -0.0135951        NaN -0.0615284        NaN  0.0174982        NaN  0.0007931        NaN  0.1025384        NaN -0.0100583        NaN  0.0153964        NaN  0.0604366        NaN -0.0037508        NaN -0.0004443        NaN  0.0006120        NaN  0.0046925        NaN -0.0007414        NaN -0.0006894        NaN  0.0028897        NaN -0.0001156        NaN -0.0014408        NaN -0.0012982        NaN  0.0006402        NaN  0.0003541        NaN -0.0065403        NaN -0.0135642        NaN -0.0037480        NaN -0.0068180        NaN  0.0067869        NaN  0.0246317        NaN -0.0028335        NaN -0.0001632        NaN  0.0003082        NaN  0.0008941        NaN  0.0022948        NaN  0.0001187        NaN -0.0026901        NaN  0.0011329        NaN
21 1 -0.0698365 -0.1363112 -0.0228828  0.0604059  0.0177853 -0.0466227  0.0030307 -0.0414584 -0.0069763  0.1958001  0.0284836 -0.0223213 -0.0263574 -0.1855019  0.0086136 -0.0113693 -0.0000134  0.0108641 -0.0507933  0.0068417 -0.0007591 -0.0852281  0.0106133 -0.0030101  0.0004474  0.0029745  0.0034971  0.0099644 -0.0018803  0.0019564 -0.0005508  0.0004895 -0.0000998 -0.0016350 -0.0012583 -0.0047009 -0.0008248 -0.0007029 -0.0006038  0.0031915  0.0030107 -0.0001066  0.0000365 -0.0000903 -0.0003896 -0.0011934  0.0012174  0.0022284 -0.0016090 -0.0284838 -0.0205097  0.0174243 -0.0003584 -0.0006037 -0.0458391  0.0048800 -0.0044122 -0.0217173  0.0145024 -0.0146995  0.0004832  0.0012851 -0.0007831 -0.0007423  0.0041114  0.0002264 -0.0002908  0.0001529 -0.0005804 -0.0002763  0.0009348  0.0022518 -0.0005371  0.0002937  0.0003073 -0.0001632
21 2 -0.0370219  0.0207003 -0.0341060  0.3585844  0.0582926 -0.0047655 -0.0061846  0.0199217 -0.0007162 -0.0010333 -0.0395090 -0.2065237  0.0108561 -0.0113440  0.0668186  0.1779380 -0.0374759  0.0022894  0.0006238 -0.0083692  0.0053639 -0.0032171  0.0161955  0.1287079  0.0004374 -0.0086884  0.0020518 -0.0009067 -0.0029449 -0.0004112 -0.0022467  0.0005629  0.0047097  0.0077315  0.0000033  0.0009260 -0.0045508  0.0022957  0.0003287 -0.0001105  0.0010290 -0.0025749 -0.0001270 -0.0007283  0.0000860 -0.0040323  0.0003760  0.0000114 -0.0055935 -0.0039834 -0.0047106 -0.0589106 -0.0260399  0.0021869  0.0038514  0.0000033  0.0086211  0.0024647  0.0181827  0.0495415  0.0014567  0.0068703 -0.0007317 -0.0003433 -0.0023589 -0.0011371  0.0001061 -0.0003005 -0.0010036  0.0039468  0.0005836 -0.0000056  0.0154400 -0.0091538 -0.0014446 -0.0000412
21 3 -0.0338604 -0.0216535 -0.0249256  0.0010128  0.0008393 -0.0105665 -0.0197374 -0.0081673  0.0253278  0.0474612  0.0163464 -0.0166757  0.0049934  0.0052968 -0.0137388 -0.0194994  0.0011838  0.0019873  0.0183371 -0.0009735 -0.0060771  0.0148386 -0.0147206 -0.0113191  0.0003528  0.0010329  0.0006132  0.0032779 -0.0006745 -0.0004947  0.0002888  0.0005386  0.0000602 -0.0001005 -0.0019999 -0.0048856 -0.0001651 -0.0009559  0.0003289 -0.0007009 -0.0007517  0.0004619  0.0000190 -0.0002059 -0.0002031  0.0010686  0.0005269  0.0010938  0.0015663 -0.0271587  0.0126606  0.0138529  0.0001684 -0.0000233  0.0021370  0.0080545  0.0017110  0.0071136 -0.0144153 -0.0086584  0.0004304 -0.0013006 -0.0000258 -0.0001217 -0.0008596 -0.0003455 -0.0000603  0.0000193 -0.0005304 -0.0006874  0.0001885  0.0007928  0.0001243 -0.0012492 -0.0000434 -0.0002943
22 0  0.0391089        NaN  0.0241863        NaN -0.0147336        NaN  0.2092195        NaN  0.0521134        NaN  0.0311395        NaN -0.0114008        NaN -0.0071843        NaN  0.0054298        NaN -0.1104046        NaN -0.0247493        NaN -0.0099703        NaN -0.0002480        NaN -0.0048442        NaN -0.0031775        NaN  0.0012903        NaN -0.0002341        NaN  0.0012128        NaN -0.0012777        NaN -0.0007672        NaN  0.0020326        NaN -0.0002369        NaN  0.0002887        NaN -0.0015045        NaN -0.0017975        NaN -0.0034644        NaN -0.0008396        NaN -0.0101094        NaN -0.0098541        NaN -0.0037836        NaN  0.0012499        NaN  0.0004249        NaN -0.0018970        NaN -0.0001949        NaN -0.0000952        NaN -0.0004984        NaN -0.0008196        NaN  0.0000675        NaN
22 1  0.0214616  0.0327853  0.1696301  0.3892390  0.0598206 -0.0233951 -0.0382163  0.0409464 -0.0119622 -0.0116599 -0.2094327 -0.3650779 -0.0226723 -0.0008105  0.0421603  0.1533244  0.0414019  0.0025307  0.0076697 -0.0080472 -0.0087993  0.0053119  0.1156720  0.1918567  0.0053769 -0.0197743  0.0016565 -0.0016304 -0.0024535 -0.0028606 -0.0013000 -0.0020402  0.0053293  0.0068630  0.0001421  0.0009908  0.0011147 -0.0022268  0.0006114 -0.0002028 -0.0047494 -0.0056078 -0.0018892  0.0006246 -0.0033697 -0.0008728  0.0007914 -0.0003344  0.0101234 -0.0147443 -0.0318651 -0.0688193  0.0535556 -0.0035324 -0.0036751  0.0031817 -0.0098905  0.0136241  0.0580760  0.1157354  0.0059683 -0.0048624 -0.0008432  0.0004435 -0.0001428 -0.0037209 -0.0017866  0.0002089 -0.0008166 -0.0007645  0.0006805 -0.0003321  0.0081590  0.0011508 -0.0024030  0.0005722
22 2 -0.0693966 -0.2909536  0.0244139  0.0276175 -0.0125765 -0.0207304 -0.0746500 -0.0056938  0.0542982  0.1867651 -0.0223448  0.0040292 -0.0448040 -0.0473544 -0.0081278 -0.0623744  0.0024450  0.0092123  0.0404713 -0.0047956 -0.0305470 -0.0729530  0.0115650 -0.0486048  0.0008482  0.0010791 -0.0000956  0.0061441  0.0029658  0.0020921 -0.0014329  0.0002737 -0.0004091 -0.0002345 -0.0014569 -0.0050872  0.0001131 -0.0017451  0.0011429  0.0013015  0.0000135  0.0007929  0.0004248 -0.0001218  0.0001080  0.0005570  0.0010551  0.0029896 -0.0010767  0.0028677 -0.0043700  0.0294795 -0.0034060  0.0000578  0.0213868  0.0016882 -0.0047052  0.0267102  0.0014082 -0.0381946 -0.0005834 -0.0001394 -0.0006507 -0.0010486  0.0016190  0.0004419  0.0002570  0.0000103 -0.0002739 -0.0004844  0.0010172  0.0001576  0.0009408 -0.0058844 -0.0002612 -0.0004780
22 3  0.0206407  0.0034348  0.0778144  0.0612369  0.0037289 -0.0115435  0.0167873  0.0013182  0.0048547  0.0013322 -0.0571655 -0.0900898  0.0014410  0.0032125  0.0017988 -0.0184740 -0.0106667 -0.0009763 -0.0033610 -0.0002303 -0.0009480  0.0040173  0.0407454 -0.0145428 -0.0057418 -0.0005956 -0.0005588  0.0004853  0.0021544 -0.0004527  0.0000186  0.0007058  0.0028664  0.0023025  0.0002346 -0.0006721  0.0034515  0.0012947 -0.0007488  0.0005863  0.0013586 -0.0011859  0.0006606 -0.0010566 -0.0002172 -0.0000377 -0.0007305  0.0008151  0.0033429 -0.0039708 -0.0188705  0.0302994  0.0028053 -0.0039099 -0.0016636  0.0010380 -0.0008631  0.0023749  0.0196415 -0.0140509 -0.0020773 -0.0013527  0.0005236 -0.0005535  0.0013427  0.0004634 -0.0000845 -0.0000712 -0.0000771 -0.0028679 -0.0006164  0.0007484 -0.0020804  0.0067132 -0.0000838  0.0000250
23 0  0.0072261        NaN -0.0629381        NaN -0.1161577        NaN  0.0114302        NaN -0.0168634        NaN -0.0772390        NaN  0.0032401        NaN -0.0130656        NaN  0.0973294        NaN -0.0058293        NaN  0.0054513        NaN  0.0505867        NaN  0.0061173        NaN  0.0005607        NaN -0.0011110        NaN  0.0040285        NaN  0.0007131        NaN  0.0000009        NaN -0.0001116        NaN  0.0002383        NaN  0.0013334        NaN -0.0015586        NaN  0.0017942        NaN  0.0008652        NaN  0.0026554        NaN  0.0017518        NaN  0.0214220        NaN -0.0096797        NaN  0.0043040        NaN  0.0164290        NaN  0.0007814        NaN -0.0003780        NaN -0.0008614        NaN  0.0003509        NaN -0.0002767        NaN  0.0002366        NaN  0.0032679        NaN -0.0016066        NaN
23 1 -0.0771695 -0.3934724 -0.0532110  0.0465580  0.0156080 -0.0461922 -0.0443506  0.0003716  0.0197918  0.3188265  0.0277282 -0.0168741 -0.0021260 -0.0393232  0.0394883 -0.0258683  0.0008180  0.0148688 -0.0444661  0.0063680 -0.0191937 -0.1227037  0.0345619 -0.0144867  0.0010504  0.0007725 -0.0002753  0.0087947  0.0020208  0.0009539 -0.0011517  0.0003724 -0.0007632  0.0001596 -0.0019916 -0.0062955 -0.0004483 -0.0015220  0.0001181  0.0011800  0.0007599 -0.0012119  0.0002936 -0.0002386  0.0001975 -0.0003660  0.0016519  0.0024470  0.0075300 -0.0121597 -0.0349234  0.0215105 -0.0005500  0.0016892 -0.0465383  0.0035554 -0.0096744 -0.0181736  0.0329708 -0.0226218  0.0000454 -0.0001276 -0.0010244 -0.0005314  0.0010009 -0.0007235 -0.0001487  0.0000736  0.0002932 -0.0011582  0.0014007  0.0016107  0.0000804 -0.0034996 -0.0000082 -0.0001945
23 2  0.0489021  0.0114503  0.2073547  0.4567793  0.0527932 -0.0156633  0.0095697  0.0169220 -0.0019888  0.0054505 -0.1729981 -0.3388115  0.0059462 -0.0044531  0.0179063  0.0439744 -0.0350151  0.0033591 -0.0036064 -0.0081407  0.0001184 -0.0019860  0.0583332  0.1427653 -0.0054780 -0.0033496 -0.0003524  0.0007204  0.0020737  0.0006198 -0.0035543 -0.0006537  0.0028104  0.0011108 -0.0003312  0.0000148  0.0038882 -0.0021102 -0.0001156 -0.0005586 -0.0008504  0.0026361  0.0007107 -0.0005392 -0.0018150  0.0004364 -0.0000816 -0.0003739  0.0007894  0.0029931 -0.0248451 -0.0542726 -0.0248825 -0.0033469  0.0021495 -0.0028824  0.0005631 -0.0018766  0.0336774  0.0330102 -0.0016026 -0.0070303 -0.0000079  0.0000380  0.0022082  0.0009722  0.0005280  0.0000159  0.0008869 -0.0026353 -0.0000851 -0.0002976 -0.0145987  0.0082410  0.0005091 -0.0001671
23 3 -0.0551582 -0.0549313  0.0022177  0.0027215  0.0007057 -0.0075306  0.0029511 -0.0095189  0.0209675  0.0573612  0.0256713  0.0027176  0.0159372  0.0239077 -0.0146296 -0.0149304  0.0031227  0.0030816  0.0169546  0.0008079 -0.0091806  0.0068983 -0.0180583 -0.0105962  0.0006955  0.0005474  0.0020935  0.0067641 -0.0008024 -0.0006453  0.0011378  0.0001080 -0.0006283 -0.0004448 -0.0024687 -0.0037859  0.0003007  0.0009524  0.0001457 -0.0023629  0.0002053  0.0007973 -0.0002760 -0.0001137  0.0006418 -0.0000005  0.0011153 -0.0004012  0.0017436 -0.0231051  0.0120284  0.0086428  0.0011226  0.0008433  0.0000619  0.0058040  0.0021168  0.0017276 -0.0161306 -0.0062689 -0.0005205  0.0012309 -0.0003951  0.0007602  0.0009545  0.0004085 -0.0000722  0.0000732  0.0004977  0.0007114  0.0005428 -0.0003858 -0.0001786  0.0010314  0.0001036  0.0000318
