# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Dec 2025
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2025-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
17 0 -0.0120768        NaN  0.3498063        NaN -0.1653502        NaN  0.0327595        NaN  0.0215595        NaN  0.1069749        NaN  0.0284201        NaN  0.0468917        NaN  0.0137151        NaN -0.0092445        NaN  0.0165265        NaN -0.0213309        NaN -0.0109536        NaN  0.0001669        NaN  0.0014039        NaN  0.0063256        NaN  0.0009954        NaN  0.0003926        NaN  0.0013890        NaN -0.0002618        NaN -0.0012902        NaN -0.0003612        NaN  0.0004175        NaN -0.0007676        NaN -0.0218799        NaN -0.0173021        NaN -0.0758754        NaN  0.0024388        NaN  0.0149406        NaN -0.0047326        NaN -0.0034979        NaN  0.0001910        NaN -0.0005278        NaN  0.0017326        NaN  0.0021699        NaN -0.0002942        NaN -0.0006633        NaN -0.0001451        NaN
17 1  0.0887638  0.5441986 -0.0071871  0.0045947  0.0015258 -0.0036276  0.0720562 -0.0487815 -0.0773346 -0.3421951  0.0098538 -0.0246259 -0.0330828 -0.2964605 -0.0181178  0.0206699  0.0007959 -0.0111457 -0.0591751  0.0186142  0.0421295  0.1233328 -0.0107667  0.0225176  0.0010173  0.0013094  0.0000829 -0.0044099 -0.0057727 -0.0012951  0.0004081  0.0007649  0.0004090 -0.0006051  0.0017206  0.0051827 -0.0010846  0.0005434 -0.0001623  0.0038013  0.0047290  0.0010427 -0.0005846 -0.0001008  0.0004636 -0.0005873 -0.0003429 -0.0010212 -0.0242625 -0.0439003 -0.0022707 -0.0126640  0.0065900 -0.0021236 -0.0399055  0.0132105  0.0112825 -0.0064009 -0.0051449  0.0168801  0.0000459  0.0006315  0.0005956  0.0000063  0.0048572  0.0006384 -0.0003391  0.0000730  0.0002150  0.0002856 -0.0003136  0.0012314 -0.0023799  0.0013472  0.0002864  0.0001276
17 2 -0.0621275 -0.0036096 -0.2431091 -0.1081111  0.0271753 -0.0020577 -0.0224548  0.0162934  0.0190397  0.0084350  0.2102887  0.0955535  0.0155046  0.0070448  0.0719810  0.2305678 -0.0093831 -0.0032953  0.0078253 -0.0058739  0.0122461  0.0039975 -0.0606812  0.0404527  0.0179511 -0.0092507  0.0023397  0.0006631 -0.0037133 -0.0011867  0.0015265  0.0008341  0.0000542  0.0066714  0.0002862  0.0002261 -0.0044553 -0.0010688 -0.0001609  0.0000671  0.0015331 -0.0018677 -0.0014916 -0.0000721  0.0005796 -0.0074514 -0.0001950 -0.0000153 -0.0087849 -0.0029981  0.0179882 -0.0482855 -0.0236670  0.0004204  0.0020759 -0.0001693  0.0102663  0.0085861 -0.0160331  0.0467707  0.0031416  0.0091521 -0.0002227 -0.0000819 -0.0015779 -0.0006190 -0.0003495 -0.0001665 -0.0011215  0.0001521  0.0000328 -0.0001932  0.0170324 -0.0093708 -0.0011394  0.0006927
17 3 -0.0155489  0.0652701 -0.0229930  0.0211622  0.0026843 -0.0045042 -0.0220528 -0.0045641  0.0217870 -0.0017679 -0.0055882 -0.0167763 -0.0127083  0.0171361 -0.0102162 -0.0059177 -0.0018444  0.0003561  0.0055621 -0.0021157 -0.0060502  0.0239111 -0.0048352  0.0022705  0.0014224  0.0010930 -0.0006684 -0.0019064  0.0010722 -0.0005803 -0.0003519 -0.0000584 -0.0006744 -0.0007415 -0.0001319 -0.0025883  0.0000581 -0.0011663  0.0005744  0.0014636 -0.0012391  0.0001375  0.0002130  0.0000173 -0.0000941  0.0021141 -0.0003073  0.0012696  0.0036128 -0.0199210  0.0106549  0.0016747  0.0017709 -0.0007454 -0.0007366  0.0051267  0.0011170  0.0084539 -0.0081287  0.0011593  0.0004362 -0.0015042  0.0003600 -0.0002470 -0.0018473 -0.0003069  0.0000353 -0.0000361 -0.0009552 -0.0005572 -0.0003073  0.0008972  0.0005181 -0.0008712 -0.0000898 -0.0002903
18 0  0.1049119        NaN  0.1620242        NaN -0.0127245        NaN  0.2210987        NaN -0.0118084        NaN -0.0371103        NaN -0.0484070        NaN -0.0175373        NaN -0.0004226        NaN -0.0459298        NaN  0.0088940        NaN -0.0000388        NaN -0.0016229        NaN -0.0024895        NaN -0.0052448        NaN  0.0009855        NaN  0.0002500        NaN  0.0006654        NaN -0.0011363        NaN -0.0015616        NaN  0.0004931        NaN  0.0001061        NaN  0.0007005        NaN -0.0002460        NaN -0.0104370        NaN  0.0093203        NaN -0.0038580        NaN  0.0318380        NaN  0.0039323        NaN -0.0071059        NaN  0.0008659        NaN -0.0003732        NaN -0.0028837        NaN  0.0001241        NaN  0.0006588        NaN -0.0001908        NaN -0.0005988        NaN -0.0000977        NaN
18 1  0.0256898  0.0518056 -0.2006067 -0.4114410 -0.0124070  0.0145288 -0.0051719  0.0112673 -0.0054115 -0.0181123  0.1830114  0.3271263 -0.0022200  0.0037694  0.1580210  0.3289913  0.0461228 -0.0378090 -0.0084909  0.0069408  0.0061950  0.0117152 -0.0308115 -0.0332239  0.0256419 -0.0173237  0.0009255 -0.0000144 -0.0041751 -0.0025474  0.0062170  0.0002606  0.0007628  0.0030442  0.0004475 -0.0002508  0.0018160 -0.0050026 -0.0003388  0.0002161 -0.0034399 -0.0059508 -0.0049939 -0.0005242 -0.0014394 -0.0017494 -0.0008427  0.0007255  0.0077138 -0.0011053  0.0167614 -0.0072686  0.0475944 -0.0102525 -0.0096557  0.0064725 -0.0029158  0.0018480  0.0060412  0.0517909  0.0058321 -0.0017183  0.0000038 -0.0006204  0.0011515 -0.0028153 -0.0020087 -0.0000040  0.0010886 -0.0042490 -0.0002026  0.0006829  0.0068053  0.0012438 -0.0016725  0.0006718
18 2  0.0912430 -0.0956230  0.0349654  0.0892908 -0.0034011 -0.0185987 -0.0781354 -0.0332143 -0.0657280  0.0474041 -0.0336810 -0.0345822 -0.0633608 -0.2005393 -0.0124576 -0.0254956 -0.0028768  0.0057169  0.0196287  0.0145160  0.0170717 -0.0878391 -0.0022993 -0.0077945 -0.0007490 -0.0008213 -0.0035069  0.0010783 -0.0002181  0.0022039 -0.0017536 -0.0006258  0.0002710  0.0010741  0.0028622 -0.0036203  0.0002095 -0.0018192  0.0013604  0.0032262  0.0021854  0.0008645  0.0003644  0.0000897  0.0002343  0.0017329 -0.0005378  0.0025966 -0.0082155  0.0569198  0.0082866  0.0135186 -0.0037492  0.0009172  0.0176944  0.0042677 -0.0004256 -0.0333478 -0.0075239 -0.0200049 -0.0004733 -0.0005704  0.0000551 -0.0016834  0.0014111  0.0008883  0.0000270  0.0000311 -0.0008639  0.0002102  0.0001747  0.0011138  0.0010147 -0.0070254 -0.0000982 -0.0003604
18 3  0.0316281 -0.0130218  0.0491699 -0.0606899  0.0263117 -0.0015673 -0.0012771 -0.0009117 -0.0094646 -0.0061543  0.0144843 -0.0169292 -0.0033360 -0.0092506  0.0181060  0.0361475 -0.0095666 -0.0036991  0.0042731  0.0039435  0.0000586  0.0029116  0.0062834  0.0093309 -0.0072029  0.0031844 -0.0015121  0.0014629  0.0023534  0.0003459 -0.0007811  0.0004540  0.0010758  0.0028520  0.0000730 -0.0014836  0.0028831  0.0004421  0.0000811 -0.0002601  0.0012055 -0.0009452  0.0003973 -0.0004411  0.0012611  0.0003405  0.0001313  0.0000814  0.0066295  0.0000988 -0.0086524  0.0021706  0.0062562 -0.0046503 -0.0002264  0.0011948 -0.0013556 -0.0072722  0.0047880  0.0126031 -0.0028602 -0.0006450  0.0003761  0.0000795  0.0005903 -0.0001165 -0.0000545  0.0001443  0.0009869 -0.0017801 -0.0001959  0.0001853 -0.0059854  0.0056447 -0.0000892  0.0001258
19 0 -0.0372826        NaN  0.1574305        NaN -0.2109894        NaN  0.0263655        NaN  0.0115317        NaN -0.0176052        NaN  0.0277254        NaN  0.0342458        NaN  0.0913240        NaN -0.0075292        NaN  0.0197716        NaN  0.0491604        NaN  0.0114300        NaN  0.0011819        NaN -0.0022878        NaN  0.0057420        NaN  0.0025699        NaN -0.0002847        NaN  0.0015000        NaN -0.0000241        NaN  0.0008714        NaN -0.0008482        NaN  0.0006570        NaN  0.0000180        NaN -0.0097101        NaN -0.0190805        NaN -0.0300406        NaN -0.0038236        NaN  0.0162740        NaN  0.0209942        NaN  0.0013177        NaN -0.0000263        NaN  0.0000150        NaN  0.0013722        NaN  0.0000047        NaN -0.0000589        NaN  0.0012507        NaN -0.0022024        NaN
19 1  0.0389029  0.1506357 -0.0256508  0.0366575  0.0112872 -0.0328058  0.0335937 -0.0298581 -0.0639046 -0.0331720  0.0121085 -0.0349334 -0.0427621 -0.3057786 -0.0094365  0.0101728 -0.0012930 -0.0022238 -0.0625665  0.0271640  0.0292969 -0.0006064 -0.0015951  0.0213667  0.0005883  0.0009637 -0.0004700 -0.0017815 -0.0034121 -0.0001199 -0.0002658  0.0002733 -0.0001161 -0.0015339  0.0003563  0.0006106  0.0007605 -0.0005368 -0.0001934  0.0042497  0.0036622  0.0002900 -0.0002493  0.0000101 -0.0007555  0.0003400  0.0002346  0.0005843 -0.0176251 -0.0267807 -0.0088449 -0.0046413  0.0039366  0.0005078 -0.0476404  0.0134907  0.0077229 -0.0294008  0.0031799  0.0094706  0.0004043  0.0003109  0.0005646 -0.0004028  0.0005677 -0.0000079 -0.0003726  0.0001330 -0.0004804 -0.0012081 -0.0001031  0.0016955  0.0006577 -0.0040344 -0.0001344  0.0000213
19 2  0.0068779 -0.0150979 -0.0276914  0.0153169  0.0659731 -0.0090590 -0.0091604  0.0082680  0.0198537  0.0056109  0.1340743 -0.0548331  0.0108158 -0.0049016  0.0858386  0.2399305 -0.0301233 -0.0073733  0.0018749 -0.0038928  0.0027505 -0.0010294 -0.0342147  0.0833444 -0.0131145  0.0007439 -0.0000748  0.0011249  0.0033635  0.0010629 -0.0003245  0.0003751 -0.0002349  0.0012258  0.0005429  0.0003361  0.0003774 -0.0051232  0.0001778  0.0000756 -0.0018341  0.0018459 -0.0010200 -0.0006604 -0.0018425  0.0007391  0.0001047 -0.0000621 -0.0040587 -0.0082307  0.0027886 -0.0556566 -0.0235129 -0.0065826  0.0022103 -0.0012333  0.0028062  0.0077645  0.0013124  0.0512144 -0.0022781 -0.0068643 -0.0004279 -0.0000327  0.0017966  0.0005742 -0.0001618 -0.0001934 -0.0000198 -0.0019793  0.0002835 -0.0000788 -0.0170670  0.0094015  0.0001025  0.0012802
19 3 -0.0276158  0.0060156 -0.0123297  0.0564838  0.0022641 -0.0058212 -0.0223331 -0.0070056  0.0201652  0.0225892  0.0102865 -0.0263823 -0.0022687  0.0149098 -0.0165165 -0.0186050 -0.0008510  0.0029773  0.0140231 -0.0011554 -0.0048419  0.0210358 -0.0133992 -0.0048456 -0.0004272  0.0000610  0.0002610  0.0037105  0.0006586 -0.0010992  0.0004118  0.0003448  0.0004387 -0.0002657 -0.0008494 -0.0048742 -0.0007949  0.0013274  0.0006762  0.0004061 -0.0004645  0.0005830 -0.0000131 -0.0001166 -0.0004362 -0.0009033  0.0003050  0.0014577 -0.0019313 -0.0291650  0.0149805  0.0079497  0.0010979 -0.0007477  0.0000362  0.0067591  0.0027943  0.0109110 -0.0156424 -0.0050038 -0.0001127  0.0013789  0.0001010 -0.0001878  0.0015125  0.0002189  0.0000015 -0.0000160  0.0003124  0.0007364  0.0000419  0.0008796 -0.0007207  0.0009614  0.0001205 -0.0000677
20 0  0.0619464        NaN  0.1381475        NaN -0.0163008        NaN  0.2541795        NaN  0.0397505        NaN -0.0064475        NaN -0.0295427        NaN -0.0120681        NaN  0.0024779        NaN -0.1010506        NaN -0.0141707        NaN -0.0046738        NaN  0.0000486        NaN -0.0049490        NaN -0.0047631        NaN  0.0013770        NaN -0.0010727        NaN  0.0018979        NaN  0.0013239        NaN -0.0009723        NaN  0.0026359        NaN -0.0001756        NaN -0.0005574        NaN -0.0010317        NaN -0.0067029        NaN  0.0038552        NaN -0.0020671        NaN  0.0077302        NaN -0.0049159        NaN -0.0047994        NaN -0.0006793        NaN  0.0001179        NaN -0.0002270        NaN -0.0000870        NaN -0.0003725        NaN -0.0004514        NaN  0.0015901        NaN -0.0001920        NaN
20 1  0.0346579  0.0012459  0.0914551 -0.0389602  0.0376252  0.0412223 -0.0157674  0.0154745 -0.0245875 -0.0175903 -0.0075814 -0.0774426 -0.0098084 -0.0094515  0.1158110  0.2754555  0.0557604 -0.0166645 -0.0039976  0.0044994 -0.0058765  0.0162452  0.0476725  0.0998021 -0.0232062  0.0054901 -0.0007903  0.0003780  0.0042546  0.0004636  0.0028752 -0.0016604 -0.0012273  0.0061472 -0.0001328 -0.0004634 -0.0044657 -0.0006134  0.0000534 -0.0000208  0.0039874  0.0064619 -0.0038872  0.0000731  0.0020865 -0.0000478 -0.0000826  0.0003869  0.0102857 -0.0094250 -0.0214648 -0.0503703  0.0661708 -0.0046715 -0.0071889  0.0062673 -0.0097758  0.0073771  0.0414229  0.1002096 -0.0058889  0.0018907 -0.0004964 -0.0000701 -0.0004310  0.0033090 -0.0021525  0.0001303 -0.0015523  0.0015520  0.0003940  0.0003192 -0.0069157 -0.0020820  0.0013262  0.0015047
20 2 -0.0234266 -0.2233193  0.0504241  0.0933656 -0.0050987 -0.0134117 -0.0910577 -0.0196977 -0.0064619  0.1443270 -0.0312057 -0.0137098 -0.0710139 -0.1452977 -0.0148738 -0.0519569 -0.0011914  0.0062028  0.0387787  0.0077214 -0.0133800 -0.0967769  0.0061717 -0.0323461 -0.0002202  0.0018177 -0.0020657  0.0099908  0.0012197  0.0002604 -0.0014964 -0.0002276  0.0000909 -0.0016116  0.0006200 -0.0055284  0.0003969  0.0012045  0.0010815  0.0026165 -0.0010603 -0.0008110  0.0004241 -0.0000215 -0.0006058 -0.0019286  0.0000954  0.0033552 -0.0009631  0.0328632  0.0011077  0.0274629 -0.0051904  0.0001768  0.0235447  0.0025664 -0.0069739 -0.0070454 -0.0033908 -0.0360502  0.0008677  0.0009817 -0.0001383 -0.0015221 -0.0025252 -0.0005923  0.0001165  0.0000850  0.0003164 -0.0003945  0.0005213  0.0009205 -0.0008638  0.0061595  0.0001678 -0.0002742
20 3 -0.0184924  0.0113768 -0.0769596  0.0609570  0.0027791 -0.0008054  0.0090840  0.0032894 -0.0165065  0.0006364 -0.0312804 -0.0534118 -0.0027582 -0.0017816  0.0166738  0.0266324 -0.0187942  0.0066839  0.0008330  0.0007651  0.0079244 -0.0034202  0.0303557  0.0067412  0.0014836 -0.0062870  0.0007186 -0.0003535 -0.0023546 -0.0008513 -0.0008243  0.0012472  0.0014937  0.0045607 -0.0004494 -0.0007255 -0.0033408 -0.0009017  0.0000387 -0.0000378 -0.0012525  0.0011411  0.0006669 -0.0009266 -0.0007329 -0.0029491  0.0003283  0.0002349 -0.0066779  0.0035136 -0.0155722  0.0082076  0.0009479  0.0005524 -0.0007547  0.0023822  0.0019810 -0.0031682  0.0165286  0.0098412  0.0020662  0.0015328 -0.0000093 -0.0002505 -0.0006879  0.0001873 -0.0000652 -0.0000652 -0.0003281 -0.0000861  0.0001588  0.0003736  0.0054759 -0.0051724  0.0000780  0.0001074
21 0 -0.0057323        NaN  0.1645077        NaN -0.1867621        NaN  0.0304144        NaN -0.0065908        NaN -0.0526017        NaN  0.0164144        NaN  0.0121946        NaN  0.1122225        NaN -0.0116262        NaN  0.0116489        NaN  0.0679155        NaN -0.0045401        NaN -0.0002834        NaN  0.0012767        NaN  0.0051624        NaN -0.0008981        NaN -0.0004599        NaN  0.0027419        NaN  0.0001268        NaN -0.0014529        NaN -0.0013959        NaN  0.0011563        NaN  0.0006355        NaN -0.0071695        NaN -0.0221952        NaN -0.0063797        NaN -0.0068770        NaN  0.0063251        NaN  0.0328353        NaN -0.0033833        NaN -0.0003757        NaN -0.0000823        NaN  0.0009036        NaN  0.0022761        NaN  0.0002612        NaN -0.0017490        NaN  0.0011313        NaN
21 1 -0.0757642 -0.1836859 -0.0374302  0.0579332  0.0185481 -0.0393773 -0.0043523 -0.0425722 -0.0120398  0.2377593  0.0216981 -0.0353715 -0.0262276 -0.1906604  0.0038947 -0.0112507  0.0000225  0.0076350 -0.0500044  0.0081202  0.0008504 -0.1072960  0.0073564  0.0054620  0.0002254  0.0022914  0.0021732  0.0100791 -0.0012077  0.0017120 -0.0006356  0.0003923  0.0001514 -0.0008966 -0.0007248 -0.0042443 -0.0013502 -0.0008599 -0.0004421  0.0034263  0.0028553 -0.0000184 -0.0000022 -0.0000455  0.0000875 -0.0006358  0.0011495  0.0021609 -0.0016698 -0.0082490 -0.0161988  0.0112943  0.0014037  0.0001803 -0.0478427  0.0032415 -0.0028478 -0.0424025  0.0117626 -0.0082452  0.0003985  0.0012618 -0.0007661 -0.0008551  0.0044279  0.0001578 -0.0003068  0.0001490 -0.0007087 -0.0001244  0.0008500  0.0023234 -0.0005367  0.0010461  0.0003561 -0.0001409
21 2 -0.0200853  0.0088215 -0.0340047  0.3963356  0.0574166  0.0010098 -0.0049751  0.0158891  0.0055492  0.0045910 -0.0522876 -0.2439049  0.0141022 -0.0075111  0.0716444  0.1709957 -0.0399499  0.0016940  0.0001757 -0.0068660  0.0066305  0.0003694  0.0262033  0.1359326  0.0021689 -0.0104705  0.0019502 -0.0009047 -0.0030492 -0.0003396 -0.0025742  0.0005525  0.0047250  0.0082767 -0.0001473  0.0008434 -0.0046635  0.0028023  0.0002854 -0.0003014  0.0017814 -0.0018524  0.0000228 -0.0006809 -0.0002202 -0.0057736  0.0004525 -0.0002040 -0.0066283 -0.0073278 -0.0112448 -0.0665063 -0.0272660  0.0015032  0.0021380 -0.0018189  0.0087186  0.0061859  0.0263019  0.0550392  0.0024985  0.0079684 -0.0006520 -0.0001562 -0.0024133 -0.0007347  0.0001697 -0.0002992 -0.0010058  0.0035328  0.0005393 -0.0001794  0.0166557 -0.0090287 -0.0013850  0.0000060
21 3 -0.0321948 -0.0259936 -0.0358818  0.0046045  0.0024806 -0.0127128 -0.0216473 -0.0059025  0.0253840  0.0517666  0.0192368 -0.0195102  0.0072508  0.0107815 -0.0114067 -0.0180755 -0.0005704  0.0019877  0.0184965 -0.0016243 -0.0038601  0.0180500 -0.0131494 -0.0083286  0.0006318  0.0007817  0.0008744  0.0032600 -0.0006149 -0.0005773  0.0003512  0.0002017 -0.0003482  0.0002083 -0.0023939 -0.0044598  0.0002733 -0.0011539  0.0002884 -0.0008049 -0.0008828  0.0003038  0.0000240 -0.0001059 -0.0005377  0.0007977  0.0006338  0.0009061 -0.0008284 -0.0301396  0.0109472  0.0098057  0.0002811  0.0012820  0.0012578  0.0080611  0.0033846  0.0117100 -0.0115943 -0.0044658  0.0003846 -0.0013368  0.0000077  0.0000319 -0.0010744 -0.0004216 -0.0000645  0.0000405 -0.0006444 -0.0009653  0.0001245  0.0005609  0.0004618 -0.0014341  0.0000790 -0.0003122
22 0  0.0185657        NaN  0.0610211        NaN -0.0178483        NaN  0.2115347        NaN  0.0688304        NaN  0.0290162        NaN -0.0049258        NaN -0.0095025        NaN  0.0064560        NaN -0.1111781        NaN -0.0272440        NaN -0.0142885        NaN -0.0004996        NaN -0.0051488        NaN -0.0034146        NaN  0.0014940        NaN  0.0001902        NaN  0.0015388        NaN -0.0015666        NaN -0.0005226        NaN  0.0023328        NaN -0.0003774        NaN  0.0000348        NaN -0.0014215        NaN  0.0022206        NaN  0.0021125        NaN -0.0017325        NaN -0.0090138        NaN -0.0133323        NaN -0.0086095        NaN  0.0014278        NaN  0.0003097        NaN -0.0022532        NaN -0.0002165        NaN -0.0003474        NaN -0.0004182        NaN -0.0006958        NaN -0.0000647        NaN
22 1  0.0351493  0.0215362  0.1835365  0.4276796  0.0641424 -0.0272972 -0.0411078  0.0326116 -0.0088070 -0.0122107 -0.2166376 -0.3913373 -0.0156901 -0.0010369  0.0382353  0.1481164  0.0404709  0.0046381  0.0088021 -0.0049147 -0.0037928  0.0059342  0.1165369  0.1981333  0.0064635 -0.0192953  0.0015310 -0.0005735 -0.0026816 -0.0026360 -0.0016784 -0.0020044  0.0052682  0.0075847 -0.0002065  0.0004473  0.0021876 -0.0023711  0.0003640 -0.0004909 -0.0041854 -0.0060597 -0.0016435  0.0006583 -0.0047081 -0.0017836  0.0006011 -0.0003359  0.0081062 -0.0092386 -0.0330655 -0.0753794  0.0569604 -0.0036786 -0.0054166  0.0030696 -0.0077696  0.0082726  0.0573009  0.1210499  0.0070596 -0.0049494 -0.0006830  0.0003847  0.0004765 -0.0030148 -0.0018997  0.0001617 -0.0002410 -0.0016567  0.0005838 -0.0003064  0.0066072  0.0027733 -0.0023997  0.0005096
22 2 -0.0733532 -0.3245264  0.0305639  0.0425967 -0.0089970 -0.0137985 -0.0805013 -0.0141432  0.0612510  0.2021996 -0.0158757  0.0142582 -0.0503798 -0.0502521 -0.0105873 -0.0597002  0.0011240  0.0060308  0.0431296 -0.0025255 -0.0382924 -0.0850909  0.0070901 -0.0481948  0.0006298  0.0005429 -0.0001463  0.0063947  0.0030909  0.0020569 -0.0016661 -0.0000747 -0.0000367  0.0004125 -0.0015640 -0.0048640 -0.0004503 -0.0021941  0.0011726  0.0011436 -0.0000462  0.0008921  0.0005491 -0.0000733  0.0000943  0.0009988  0.0010481  0.0028546  0.0050799  0.0116301 -0.0010983  0.0298133 -0.0037082  0.0012063  0.0230701  0.0037493 -0.0109923  0.0211083 -0.0017086 -0.0385109 -0.0005434 -0.0003595 -0.0006580 -0.0010291  0.0021013  0.0005278  0.0001896  0.0000542 -0.0004788 -0.0003000  0.0010436  0.0000006  0.0006597 -0.0070407 -0.0002366 -0.0006098
22 3  0.0291551 -0.0089664  0.0691533  0.0613326  0.0076676 -0.0183673  0.0110889 -0.0046104 -0.0015230 -0.0010783 -0.0563857 -0.0943886  0.0010994 -0.0001178 -0.0007321 -0.0098927 -0.0112871  0.0010564 -0.0022671  0.0003087  0.0022131  0.0009508  0.0387764 -0.0015562 -0.0056993 -0.0000724 -0.0006251  0.0004660  0.0023347 -0.0003074 -0.0000711  0.0006983  0.0027019  0.0027602  0.0002291 -0.0006805  0.0038088  0.0018504 -0.0006033  0.0003904  0.0012262 -0.0011494  0.0007507 -0.0011357 -0.0004750  0.0005144 -0.0005141  0.0005452  0.0027121 -0.0003137 -0.0148134  0.0202527  0.0026737 -0.0034098 -0.0007043  0.0021395 -0.0001550 -0.0017098  0.0137937 -0.0025599 -0.0018482 -0.0006098  0.0004279 -0.0004080  0.0008923 -0.0001025 -0.0001433 -0.0000303  0.0000612 -0.0023487 -0.0004500  0.0006201 -0.0046744  0.0048598  0.0000239  0.0000518
23 0 -0.0052508        NaN  0.0459283        NaN -0.1208467        NaN  0.0159852        NaN -0.0131263        NaN -0.0628261        NaN  0.0016745        NaN  0.0018392        NaN  0.1037898        NaN -0.0082495        NaN  0.0031623        NaN  0.0590679        NaN  0.0072564        NaN  0.0004278        NaN -0.0016827        NaN  0.0046259        NaN  0.0002314        NaN -0.0001417        NaN -0.0002066        NaN  0.0001660        NaN  0.0013150        NaN -0.0017309        NaN  0.0014625        NaN  0.0007728        NaN  0.0028199        NaN -0.0079133        NaN  0.0196460        NaN -0.0094892        NaN  0.0032169        NaN  0.0256127        NaN  0.0013527        NaN -0.0002567        NaN -0.0005365        NaN  0.0003296        NaN -0.0002293        NaN  0.0001308        NaN  0.0022994        NaN -0.0015206        NaN
23 1 -0.0810625 -0.4526519 -0.0439332  0.0689086  0.0176278 -0.0369041 -0.0570802 -0.0024679  0.0230073  0.3684950  0.0291124 -0.0188498  0.0007195 -0.0367495  0.0294251 -0.0262266 -0.0003077  0.0096342 -0.0428673  0.0087162 -0.0201536 -0.1433663  0.0230114 -0.0108225  0.0008922  0.0000845  0.0000207  0.0091787  0.0025895  0.0012653 -0.0014083  0.0001588 -0.0008732  0.0003699 -0.0017432 -0.0063144  0.0002980 -0.0009276  0.0001761  0.0012638  0.0006710 -0.0013867  0.0003302 -0.0001243 -0.0001421 -0.0009204  0.0016515  0.0025144  0.0070940  0.0003096 -0.0274658  0.0175251  0.0011875  0.0013887 -0.0479649  0.0028209 -0.0083438 -0.0307748  0.0254943 -0.0188859  0.0001251 -0.0000345 -0.0010002 -0.0005881  0.0007864 -0.0006402 -0.0001377  0.0000647  0.0003904 -0.0014366  0.0012700  0.0016562  0.0000735 -0.0039667 -0.0000470 -0.0002138
23 2  0.0277420  0.0065149  0.2031463  0.4749625  0.0604413 -0.0187855  0.0003867  0.0047775 -0.0007277  0.0050014 -0.1805611 -0.3727508  0.0045529 -0.0044077  0.0224567  0.0369783 -0.0374423  0.0021950 -0.0008342 -0.0034121 -0.0003453 -0.0017206  0.0634871  0.1506439 -0.0070612 -0.0028788 -0.0002081  0.0003068  0.0027644  0.0006590 -0.0038435 -0.0008787  0.0028162  0.0014213 -0.0005668  0.0001158  0.0039004 -0.0033260 -0.0000867 -0.0005739 -0.0018108  0.0018017  0.0008582 -0.0004298 -0.0016559  0.0010438  0.0000994 -0.0003833  0.0002621 -0.0019202 -0.0275991 -0.0579050 -0.0278483 -0.0028325  0.0014191 -0.0026280 -0.0006910  0.0032252  0.0378417  0.0356493 -0.0023325 -0.0075195 -0.0001380  0.0001121  0.0022655  0.0005892  0.0005580  0.0000046  0.0006734 -0.0027868  0.0000743 -0.0003335 -0.0160562  0.0086028  0.0005872  0.0000595
