# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Mar 2026
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2023-12).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
16 0  0.1010169        NaN  0.0294961        NaN -0.0065056        NaN  0.1429547        NaN -0.0699394        NaN -0.0525227        NaN -0.0586759        NaN -0.0169952        NaN -0.0043709        NaN  0.0292258        NaN  0.0349510        NaN  0.0020861        NaN -0.0001613        NaN  0.0019092        NaN -0.0067731        NaN  0.0008558        NaN -0.0003046        NaN  0.0000541        NaN  0.0019421        NaN -0.0018522        NaN  0.0007043        NaN  0.0003752        NaN -0.0001795        NaN  0.0001205        NaN -0.0139737        NaN  0.0125557        NaN -0.0033457        NaN  0.0588258        NaN  0.0140304        NaN -0.0068705        NaN -0.0009132        NaN -0.0004295        NaN -0.0026780        NaN  0.0001421        NaN -0.0006893        NaN -0.0003615        NaN  0.0028411        NaN -0.0001601        NaN
16 1  0.0206122  0.0009943 -0.2422146 -0.7690108 -0.0562693  0.0406963  0.0089205 -0.0151921 -0.0032573 -0.0131408  0.3394502  0.6124493  0.0054926 -0.0073241  0.1232484  0.2339116  0.1260916  0.0134486 -0.0161505  0.0117190 -0.0090319  0.0133975 -0.0996864 -0.1570679 -0.0336412  0.0293168 -0.0009177  0.0001905  0.0036350  0.0013479  0.0079668  0.0014320 -0.0061910 -0.0031127  0.0012528 -0.0003914 -0.0058870 -0.0008218 -0.0001552  0.0005348  0.0036785  0.0055803 -0.0048206 -0.0006508  0.0033445  0.0039953 -0.0008825  0.0008519  0.0065875 -0.0016234  0.0306540  0.0448843  0.0752442  0.0142159 -0.0073783  0.0058059 -0.0065257  0.0005751 -0.0226805 -0.0140954 -0.0063484 -0.0000305  0.0000725 -0.0007895 -0.0006474  0.0029905 -0.0015173  0.0000676 -0.0008644  0.0027991 -0.0002458  0.0009311 -0.0081893 -0.0002904  0.0013683  0.0008641
16 2  0.0913294  0.0314923  0.0244658  0.0804741 -0.0003136 -0.0074127 -0.0319051 -0.0100255 -0.0933068 -0.0551575 -0.0219344 -0.0349766 -0.0292218 -0.1889825 -0.0086619  0.0033233 -0.0044629  0.0034068 -0.0091485  0.0098975  0.0393089 -0.0696395 -0.0078185  0.0098407 -0.0011358  0.0007302 -0.0033884  0.0010707 -0.0008528 -0.0005781 -0.0008303 -0.0001433  0.0004932 -0.0006444  0.0036753 -0.0012173  0.0004472  0.0023487  0.0007657  0.0042450 -0.0004561 -0.0009704  0.0000359 -0.0000496 -0.0002194 -0.0016494 -0.0009756  0.0021202 -0.0144524  0.0802802  0.0108769  0.0062272 -0.0052186 -0.0015515  0.0082242 -0.0013252  0.0075007 -0.0522000 -0.0091006 -0.0096854  0.0006562  0.0001521  0.0003318 -0.0020617 -0.0011136 -0.0008694 -0.0000351 -0.0000390  0.0011868  0.0003715 -0.0002417  0.0018159 -0.0022497  0.0060522  0.0003088  0.0002261
16 3 -0.0052337 -0.0012724 -0.0776691  0.0088654  0.0133437  0.0032699 -0.0129690  0.0033186 -0.0119549 -0.0043555  0.0140185  0.0030986 -0.0125488 -0.0011209  0.0131591  0.0306883 -0.0124325  0.0048720  0.0068581  0.0034036  0.0023027 -0.0003918 -0.0115627  0.0141040  0.0109949 -0.0055425 -0.0001505  0.0011010 -0.0022845 -0.0019077 -0.0011211  0.0001454 -0.0029891  0.0021035 -0.0003936 -0.0010440 -0.0035128 -0.0031474  0.0005131 -0.0002961 -0.0012703  0.0009752  0.0002429  0.0002392  0.0008931 -0.0035953  0.0005674  0.0001065 -0.0069358  0.0103124  0.0038789 -0.0089034 -0.0026153  0.0043363  0.0009164  0.0011989 -0.0025873 -0.0062579 -0.0049522  0.0188359  0.0013469  0.0024278 -0.0000511 -0.0002229 -0.0003295 -0.0001945  0.0000233  0.0001203  0.0005585 -0.0011228  0.0002380  0.0002310  0.0063372 -0.0057845  0.0000170 -0.0000566
17 0 -0.0117828        NaN  0.0399429        NaN -0.1653399        NaN  0.0324082        NaN  0.0214461        NaN  0.1062866        NaN  0.0282597        NaN  0.0487689        NaN  0.0134774        NaN -0.0094888        NaN  0.0163891        NaN -0.0198355        NaN -0.0105711        NaN  0.0000989        NaN  0.0015179        NaN  0.0064040        NaN  0.0009741        NaN  0.0004899        NaN  0.0013576        NaN -0.0002883        NaN -0.0013733        NaN -0.0003908        NaN  0.0003523        NaN -0.0008433        NaN -0.0216243        NaN -0.0182524        NaN -0.0759577        NaN  0.0029140        NaN  0.0147497        NaN -0.0035272        NaN -0.0036903        NaN  0.0002544        NaN -0.0006669        NaN  0.0017193        NaN  0.0023286        NaN -0.0003573        NaN -0.0008347        NaN  0.0003572        NaN
17 1  0.0842363  0.5446965 -0.0053945  0.0076284  0.0009610 -0.0033659  0.0722254 -0.0493836 -0.0776017 -0.3421343  0.0112099 -0.0239295 -0.0323096 -0.2961343 -0.0175662  0.0209229  0.0010086 -0.0111830 -0.0591589  0.0187635  0.0410430  0.1239678 -0.0110070  0.0218904  0.0010883  0.0012940  0.0005571 -0.0043765 -0.0058053 -0.0012659  0.0003768  0.0008065  0.0004304 -0.0006282  0.0016675  0.0052213 -0.0011932  0.0009670 -0.0002279  0.0038787  0.0046961  0.0008971 -0.0005698 -0.0001311  0.0003262 -0.0007054 -0.0004043 -0.0009556 -0.0240709 -0.0442360 -0.0018966 -0.0123154  0.0065977 -0.0019939 -0.0401151  0.0136615  0.0110505 -0.0061678 -0.0053278  0.0168098  0.0001452  0.0010065  0.0007005 -0.0000439  0.0049348  0.0005979 -0.0003281  0.0000656  0.0001301  0.0002686 -0.0004080  0.0012988 -0.0026373  0.0015794  0.0002581  0.0001574
17 2 -0.0703096  0.0005731 -0.2418875 -0.1059812  0.0272297 -0.0019258 -0.0219546  0.0172069  0.0184621  0.0077923  0.2101025  0.0937864  0.0156228  0.0072308  0.0717105  0.2292751 -0.0092175 -0.0033538  0.0074546 -0.0060874  0.0117977  0.0042252 -0.0605540  0.0401785  0.0171541 -0.0091000  0.0022041  0.0006797 -0.0039385 -0.0010614  0.0015464  0.0008109  0.0001083  0.0065955  0.0003465  0.0001043 -0.0043823 -0.0012649 -0.0001799  0.0000240  0.0015142 -0.0018608 -0.0014935 -0.0000606  0.0005203 -0.0075267 -0.0002571 -0.0000140 -0.0082013 -0.0029699  0.0172505 -0.0478538 -0.0235878  0.0003579  0.0023216 -0.0003087  0.0099047  0.0086649 -0.0155035  0.0464049  0.0033255  0.0090815 -0.0001572 -0.0000616 -0.0015775 -0.0006733 -0.0003426 -0.0001522 -0.0011296  0.0000745 -0.0000173 -0.0002116  0.0182508 -0.0095308 -0.0011182  0.0006970
17 3 -0.0166785  0.0654461 -0.0224530  0.0195803  0.0030489 -0.0050605 -0.0219742 -0.0042629  0.0214299 -0.0021552 -0.0047980 -0.0155696 -0.0116907  0.0172196 -0.0100474 -0.0053369 -0.0017491  0.0005668  0.0054160 -0.0024172 -0.0052983  0.0246181 -0.0051402  0.0027570  0.0014062  0.0011413 -0.0006572 -0.0019150  0.0010192 -0.0006097 -0.0004046 -0.0000401 -0.0007121 -0.0006321 -0.0001249 -0.0025306 -0.0000938 -0.0009231  0.0005460  0.0015508 -0.0012129  0.0001582  0.0002183  0.0000223 -0.0000849  0.0022315 -0.0003402  0.0013687  0.0032959 -0.0202718  0.0106403  0.0010406  0.0017558 -0.0006508 -0.0008701  0.0052784  0.0014703  0.0088131 -0.0083624  0.0015402  0.0002634 -0.0014910  0.0003893 -0.0003357 -0.0018287 -0.0003879  0.0000571 -0.0000362 -0.0010356 -0.0003236 -0.0003398  0.0009748  0.0003922 -0.0009556 -0.0000974 -0.0002709
18 0  0.1069371        NaN  0.0395977        NaN -0.0128583        NaN  0.2210688        NaN -0.0122914        NaN -0.0369516        NaN -0.0499632        NaN -0.0182028        NaN -0.0004326        NaN -0.0463543        NaN  0.0088442        NaN -0.0012889        NaN -0.0016962        NaN -0.0024310        NaN -0.0052723        NaN  0.0009451        NaN  0.0002719        NaN  0.0006116        NaN -0.0011252        NaN -0.0015503        NaN  0.0004293        NaN  0.0001139        NaN  0.0007801        NaN -0.0002117        NaN -0.0101627        NaN  0.0102194        NaN -0.0039171        NaN  0.0320608        NaN  0.0036126        NaN -0.0079531        NaN  0.0007922        NaN -0.0003982        NaN -0.0030115        NaN  0.0001519        NaN  0.0006436        NaN -0.0001733        NaN -0.0006941        NaN  0.0000042        NaN
18 1  0.0143632  0.0512659 -0.2029679 -0.4083377 -0.0119444  0.0143341 -0.0057775  0.0105527 -0.0050057 -0.0175564  0.1836310  0.3253345 -0.0021916  0.0045848  0.1575023  0.3278380  0.0463575 -0.0375448 -0.0087865  0.0067570  0.0067110  0.0116623 -0.0307022 -0.0330841  0.0259974 -0.0196555  0.0009546 -0.0001739 -0.0042704 -0.0025755  0.0062268  0.0002428  0.0007743  0.0031024  0.0005159 -0.0002288  0.0016307 -0.0054467 -0.0003336  0.0001753 -0.0034304 -0.0060339 -0.0049933 -0.0005044 -0.0012408 -0.0017054 -0.0008441  0.0006834  0.0077394 -0.0009645  0.0174477 -0.0072333  0.0477214 -0.0104981 -0.0093677  0.0069369 -0.0023146  0.0016191  0.0058137  0.0520834  0.0054562 -0.0020731  0.0000128 -0.0006128  0.0012024 -0.0030001 -0.0020041  0.0000161  0.0011707 -0.0042529 -0.0002039  0.0006736  0.0081928  0.0010447 -0.0016611  0.0006431
18 2  0.0888769 -0.0949873  0.0310490  0.0819735 -0.0033397 -0.0185199 -0.0768433 -0.0336224 -0.0650090  0.0459535 -0.0320447 -0.0356331 -0.0623902 -0.2008978 -0.0120927 -0.0262979 -0.0028251  0.0057475  0.0190062  0.0143675  0.0172463 -0.0875207 -0.0029036 -0.0087666 -0.0007019 -0.0008583 -0.0035909  0.0011365 -0.0002330  0.0021979 -0.0017850 -0.0005991  0.0002306  0.0010679  0.0028954 -0.0036365  0.0002928 -0.0016850  0.0013550  0.0032240  0.0021747  0.0007944  0.0003651  0.0000767  0.0002965  0.0017639 -0.0005637  0.0026050 -0.0083424  0.0570900  0.0087409  0.0138093 -0.0038638  0.0007895  0.0177804  0.0044675 -0.0002525 -0.0332611 -0.0079094 -0.0203480 -0.0006502 -0.0005752  0.0000814 -0.0016878  0.0013048  0.0007508  0.0000438  0.0000271 -0.0008707  0.0000372  0.0001530  0.0011104  0.0015814 -0.0074213 -0.0001032 -0.0003381
18 3  0.0315980 -0.0130631  0.0489688 -0.0617946  0.0263604 -0.0019722 -0.0018701 -0.0014832 -0.0095354 -0.0060298  0.0151633 -0.0168471 -0.0031868 -0.0089819  0.0182821  0.0355063 -0.0096678 -0.0035267  0.0040148  0.0039479 -0.0000199  0.0029336  0.0067444  0.0088967 -0.0070378  0.0030245 -0.0014434  0.0015077  0.0024665  0.0003708 -0.0007625  0.0004808  0.0009751  0.0029160  0.0001088 -0.0015018  0.0029179  0.0003370  0.0000532 -0.0001792  0.0012174 -0.0008587  0.0003890 -0.0004460  0.0013934  0.0004142  0.0000784  0.0001949  0.0064161  0.0001248 -0.0091748  0.0025229  0.0062169 -0.0046051  0.0000335  0.0014565 -0.0012838 -0.0072736  0.0052246  0.0121350 -0.0029239 -0.0008441  0.0003903 -0.0000052  0.0006481  0.0001799 -0.0000506  0.0001366  0.0008938 -0.0018733 -0.0002190  0.0002665 -0.0057586  0.0060387 -0.0000888  0.0001456
19 0 -0.0403651        NaN -0.0367736        NaN -0.2108590        NaN  0.0263098        NaN  0.0109086        NaN -0.0180660        NaN  0.0279083        NaN  0.0363635        NaN  0.0911463        NaN -0.0077689        NaN  0.0196267        NaN  0.0509990        NaN  0.0110962        NaN  0.0010621        NaN -0.0024467        NaN  0.0058026        NaN  0.0026549        NaN -0.0002257        NaN  0.0015343        NaN  0.0000025        NaN  0.0009614        NaN -0.0008793        NaN  0.0006996        NaN -0.0000133        NaN -0.0097974        NaN -0.0205664        NaN -0.0300237        NaN -0.0035078        NaN  0.0161752        NaN  0.0226388        NaN  0.0015296        NaN  0.0000008        NaN  0.0001411        NaN  0.0013609        NaN -0.0001473        NaN -0.0000809        NaN  0.0012702        NaN -0.0019883        NaN
19 1  0.0378143  0.1502126 -0.0250884  0.0294988  0.0113260 -0.0324895  0.0327473 -0.0299635 -0.0657075 -0.0330292  0.0121787 -0.0350778 -0.0419632 -0.3057618 -0.0077786  0.0115661 -0.0012305 -0.0021682 -0.0620413  0.0269462  0.0289422 -0.0000628 -0.0009715  0.0216644  0.0005850  0.0009972 -0.0004937 -0.0018853 -0.0033807 -0.0001128 -0.0003156  0.0003650 -0.0001370 -0.0014390  0.0002953  0.0006198  0.0008984 -0.0010332 -0.0002650  0.0043006  0.0036824  0.0004179 -0.0002334 -0.0000278 -0.0006084  0.0004238  0.0001612  0.0006245 -0.0176347 -0.0270650 -0.0091070 -0.0049611  0.0039251  0.0005728 -0.0478891  0.0140755  0.0076530 -0.0291323  0.0038854  0.0101803  0.0002836 -0.0000330  0.0006790 -0.0004330  0.0004809  0.0000300 -0.0003598  0.0001152 -0.0003764 -0.0012270 -0.0001993  0.0017461  0.0009093 -0.0042615 -0.0001681 -0.0000181
19 2  0.0145629 -0.0178393 -0.0264130  0.0171841  0.0651894 -0.0094461 -0.0088940  0.0084060  0.0204028  0.0050935  0.1346493 -0.0547800  0.0106797 -0.0044767  0.0849711  0.2379335 -0.0300336 -0.0069637  0.0015728 -0.0038355  0.0026941 -0.0007048 -0.0347769  0.0821392 -0.0124837  0.0006051 -0.0001612  0.0011343  0.0035797  0.0009541 -0.0002999  0.0003828 -0.0002596  0.0012448  0.0005673  0.0002640  0.0003410 -0.0048403  0.0001683  0.0000205 -0.0018110  0.0018620 -0.0010285 -0.0006544 -0.0017784  0.0008709  0.0000619 -0.0000883 -0.0041209 -0.0081209  0.0027076 -0.0548431 -0.0235366 -0.0065752  0.0025673 -0.0013123  0.0026633  0.0077488  0.0009334  0.0501698 -0.0024886 -0.0068351 -0.0003730 -0.0000090  0.0017846  0.0006157 -0.0001472 -0.0001862 -0.0000067 -0.0018362  0.0002424 -0.0001117 -0.0181818  0.0094654  0.0001116  0.0012821
19 3 -0.0276253  0.0059928 -0.0103740  0.0561566  0.0020306 -0.0060143 -0.0222951 -0.0060352  0.0197523  0.0224592  0.0108659 -0.0242798 -0.0017091  0.0144432 -0.0164455 -0.0178363 -0.0006782  0.0030243  0.0139122 -0.0016230 -0.0042015  0.0210985 -0.0134792 -0.0044198 -0.0003843 -0.0000055  0.0002620  0.0036627  0.0006388 -0.0011161  0.0003805  0.0003584  0.0004344 -0.0002780 -0.0008217 -0.0048128 -0.0006134  0.0010947  0.0006641  0.0004895 -0.0004796  0.0005866 -0.0000061 -0.0001143 -0.0004053 -0.0010072  0.0002891  0.0015418 -0.0020946 -0.0291317  0.0148826  0.0074181  0.0011105 -0.0006943 -0.0000885  0.0067855  0.0029757  0.0108625 -0.0157212 -0.0047427  0.0000418  0.0013502  0.0001245 -0.0002619  0.0015172  0.0002881  0.0000175 -0.0000119  0.0004132  0.0005143  0.0000136  0.0009409 -0.0005740  0.0010437  0.0001105 -0.0000637
20 0  0.0615657        NaN  0.0310043        NaN -0.0164010        NaN  0.2543846        NaN  0.0413293        NaN -0.0047006        NaN -0.0317594        NaN -0.0123268        NaN  0.0024725        NaN -0.1014665        NaN -0.0150218        NaN -0.0055972        NaN  0.0001122        NaN -0.0049306        NaN -0.0047066        NaN  0.0013278        NaN -0.0010860        NaN  0.0018614        NaN  0.0013667        NaN -0.0009499        NaN  0.0026834        NaN -0.0001691        NaN -0.0005619        NaN -0.0009795        NaN -0.0064819        NaN  0.0042649        NaN -0.0021037        NaN  0.0079202        NaN -0.0053590        NaN -0.0053980        NaN -0.0006466        NaN  0.0000730        NaN -0.0001073        NaN -0.0000612        NaN -0.0003281        NaN -0.0004105        NaN  0.0016885        NaN -0.0001456        NaN
20 1  0.0472450 -0.0005869  0.0912310 -0.0366735  0.0379868  0.0415841 -0.0166141  0.0146206 -0.0231354 -0.0178180 -0.0069643 -0.0782118 -0.0099228 -0.0094662  0.1158393  0.2743864  0.0556268 -0.0168424 -0.0042314  0.0043382 -0.0058932  0.0162973  0.0478843  0.0990511 -0.0235440  0.0070931 -0.0007281  0.0002342  0.0043238  0.0004971  0.0028750 -0.0016226 -0.0010826  0.0061223 -0.0001432 -0.0004709 -0.0042903 -0.0000537  0.0001019 -0.0000752  0.0039879  0.0065470 -0.0038862  0.0000675  0.0018640 -0.0000696 -0.0000265  0.0003423  0.0101162 -0.0094847 -0.0208504 -0.0500797  0.0661533 -0.0045447 -0.0067718  0.0068960 -0.0101146  0.0075449  0.0412806  0.1002098 -0.0055761  0.0022310 -0.0005178 -0.0000609 -0.0004906  0.0035028 -0.0021476  0.0001394 -0.0015972  0.0015890  0.0004372  0.0003070 -0.0081319 -0.0018806  0.0013138  0.0014755
20 2 -0.0242791 -0.2230369  0.0524656  0.0978578 -0.0051859 -0.0135933 -0.0903299 -0.0197706 -0.0075002  0.1441357 -0.0301738 -0.0141145 -0.0700008 -0.1459886 -0.0141671 -0.0524011 -0.0012072  0.0063496  0.0381964  0.0074325 -0.0128433 -0.0969569  0.0061288 -0.0329258 -0.0002157  0.0018050 -0.0020577  0.0099734  0.0012218  0.0002838 -0.0015682 -0.0002160  0.0000626 -0.0015627  0.0006690 -0.0056224  0.0003423  0.0010213  0.0010569  0.0025914 -0.0010280 -0.0007349  0.0004319 -0.0000254 -0.0006046 -0.0019961  0.0000504  0.0033462 -0.0008297  0.0333004  0.0012863  0.0274442 -0.0052507  0.0000656  0.0238267  0.0028352 -0.0069637 -0.0072785 -0.0035161 -0.0362374  0.0010105  0.0010495 -0.0001024 -0.0015039 -0.0024294 -0.0004864  0.0001382  0.0000776  0.0003520 -0.0002917  0.0004787  0.0009083 -0.0013890  0.0065577  0.0001770 -0.0002454
20 3 -0.0201281  0.0123991 -0.0768847  0.0593442  0.0028985 -0.0010785  0.0080488  0.0031850 -0.0167054  0.0003692 -0.0302447 -0.0524277 -0.0028795 -0.0019617  0.0173504  0.0264158 -0.0189412  0.0066872  0.0008633  0.0007173  0.0080855 -0.0034570  0.0312000  0.0065720  0.0014138 -0.0062186  0.0007851 -0.0003215 -0.0024141 -0.0009319 -0.0008231  0.0012456  0.0015175  0.0046372 -0.0004272 -0.0007046 -0.0033226 -0.0007002  0.0000009  0.0000300 -0.0012761  0.0010539  0.0006660 -0.0009278 -0.0008175 -0.0029595  0.0002761  0.0003342 -0.0066511  0.0035197 -0.0165406  0.0082690  0.0009113  0.0005554 -0.0004935  0.0025967  0.0021098 -0.0033315  0.0173571  0.0096218  0.0021145  0.0016812  0.0000141 -0.0003205 -0.0007610 -0.0001152 -0.0000612 -0.0000668 -0.0002017  0.0000702  0.0001268  0.0004387  0.0052618 -0.0055827  0.0000782  0.0001143
21 0 -0.0016462        NaN -0.0083412        NaN -0.1867775        NaN  0.0303447        NaN -0.0078442        NaN -0.0548873        NaN  0.0166916        NaN  0.0140713        NaN  0.1120712        NaN -0.0117779        NaN  0.0115294        NaN  0.0701563        NaN -0.0043204        NaN -0.0003289        NaN  0.0013640        NaN  0.0051924        NaN -0.0009182        NaN -0.0004762        NaN  0.0027034        NaN  0.0001991        NaN -0.0015279        NaN -0.0014198        NaN  0.0010962        NaN  0.0006708        NaN -0.0066868        NaN -0.0237658        NaN -0.0064002        NaN -0.0066266        NaN  0.0061647        NaN  0.0345512        NaN -0.0035965        NaN -0.0004022        NaN -0.0001972        NaN  0.0008961        NaN  0.0024393        NaN  0.0002975        NaN -0.0016103        NaN  0.0011932        NaN
21 1 -0.0759764 -0.1848535 -0.0365122  0.0621217  0.0186139 -0.0391744 -0.0060450 -0.0426021 -0.0140832  0.2380448  0.0221750 -0.0359942 -0.0257482 -0.1909946  0.0049145 -0.0100256  0.0000385  0.0077235 -0.0490121  0.0075493  0.0010727 -0.1071965  0.0081598  0.0070150  0.0002629  0.0021288  0.0028484  0.0104165 -0.0012468  0.0017409 -0.0006613  0.0003819  0.0001453 -0.0008089 -0.0007802 -0.0042827 -0.0014383 -0.0004208 -0.0005131  0.0034388  0.0028377 -0.0001178  0.0000131 -0.0000562 -0.0000145 -0.0007462  0.0010940  0.0021862 -0.0020613 -0.0082877 -0.0165333  0.0100876  0.0013609  0.0001911 -0.0479822  0.0040743 -0.0026283 -0.0423569  0.0123306 -0.0068155  0.0004827  0.0015726 -0.0006765 -0.0008915  0.0045097  0.0000873 -0.0002956  0.0001485 -0.0007749 -0.0001015  0.0007800  0.0023726 -0.0007532  0.0012875  0.0003516 -0.0001008
21 2 -0.0296836  0.0133689 -0.0356308  0.3948604  0.0572742  0.0001691 -0.0049097  0.0156507  0.0057042  0.0038043 -0.0498713 -0.2424887  0.0141634 -0.0071764  0.0709106  0.1688834 -0.0396434  0.0018105 -0.0000357 -0.0067067  0.0067189  0.0010711  0.0252758  0.1339748  0.0015937 -0.0102441  0.0018639 -0.0008721 -0.0032365 -0.0002511 -0.0025530  0.0006051  0.0047606  0.0081358 -0.0001141  0.0008342 -0.0045530  0.0025868  0.0002749 -0.0003548  0.0017564 -0.0018568  0.0000091 -0.0006887 -0.0002630 -0.0058493  0.0004081 -0.0002446 -0.0067565 -0.0073089 -0.0110712 -0.0651363 -0.0273231  0.0014972  0.0025354 -0.0018874  0.0087686  0.0063458  0.0255410  0.0533563  0.0026921  0.0079049 -0.0005948 -0.0001365 -0.0024248 -0.0007663  0.0001851 -0.0002952 -0.0009764  0.0034434  0.0004903 -0.0002169  0.0176923 -0.0090035 -0.0013715  0.0000001
21 3 -0.0314447 -0.0260360 -0.0358111  0.0033680  0.0024281 -0.0126118 -0.0217982 -0.0055789  0.0246769  0.0518636  0.0195418 -0.0180898  0.0075803  0.0100103 -0.0111064 -0.0170583 -0.0003763  0.0018922  0.0184818 -0.0019934 -0.0031421  0.0176174 -0.0125680 -0.0076643  0.0006475  0.0008048  0.0008346  0.0032356 -0.0006279 -0.0005739  0.0003400  0.0002212 -0.0003777  0.0002962 -0.0023864 -0.0044266  0.0001358 -0.0009875  0.0002956 -0.0007131 -0.0008614  0.0003009  0.0000247 -0.0001080 -0.0004848  0.0008477  0.0006334  0.0010052 -0.0010256 -0.0299042  0.0105612  0.0093294  0.0002534  0.0012684  0.0011021  0.0080942  0.0036331  0.0113403 -0.0113522 -0.0040289  0.0001939 -0.0012730  0.0000233 -0.0000446 -0.0010742 -0.0004576 -0.0000545  0.0000422 -0.0007009 -0.0008046  0.0001133  0.0006347  0.0003475 -0.0015125  0.0000785 -0.0003102
22 0  0.0149146        NaN  0.0210618        NaN -0.0179075        NaN  0.2115498        NaN  0.0721531        NaN  0.0308062        NaN -0.0067255        NaN -0.0090921        NaN  0.0064304        NaN -0.1117446        NaN -0.0284624        NaN -0.0144913        NaN -0.0006112        NaN -0.0051843        NaN -0.0033958        NaN  0.0014040        NaN  0.0002352        NaN  0.0016039        NaN -0.0015669        NaN -0.0004565        NaN  0.0022791        NaN -0.0003668        NaN  0.0000876        NaN -0.0013586        NaN  0.0023380        NaN  0.0019885        NaN -0.0017423        NaN -0.0087792        NaN -0.0137824        NaN -0.0087141        NaN  0.0013485        NaN  0.0002426        NaN -0.0023632        NaN -0.0001870        NaN -0.0003389        NaN -0.0003536        NaN -0.0007976        NaN  0.0000205        NaN
22 1  0.0246636  0.0225974  0.1818332  0.4282540  0.0649581 -0.0275510 -0.0422438  0.0316014 -0.0083088 -0.0122375 -0.2161327 -0.3914271 -0.0157493 -0.0008766  0.0388153  0.1475851  0.0408550  0.0048116  0.0086425 -0.0049777 -0.0039906  0.0059744  0.1166650  0.1970466  0.0063511 -0.0202644  0.0015191 -0.0006679 -0.0027300 -0.0026630 -0.0016743 -0.0019445  0.0052236  0.0075453 -0.0002268  0.0004073  0.0020146 -0.0028315  0.0004145 -0.0005587 -0.0041796 -0.0061428 -0.0016466  0.0006453 -0.0045294 -0.0016363  0.0006532 -0.0003806  0.0082554 -0.0090219 -0.0321794 -0.0750455  0.0568351 -0.0039067 -0.0049045  0.0036564 -0.0077080  0.0079951  0.0570671  0.1210039  0.0066987 -0.0053602 -0.0006793  0.0004002  0.0005260 -0.0032163 -0.0018981  0.0001632 -0.0001657 -0.0016153  0.0006053 -0.0003216  0.0076118  0.0025832 -0.0024176  0.0004783
22 2 -0.0719874 -0.3254690  0.0276075  0.0370637 -0.0088994 -0.0138251 -0.0800349 -0.0141722  0.0591102  0.2031378 -0.0153841  0.0147261 -0.0494231 -0.0508841 -0.0099491 -0.0600274  0.0011443  0.0061320  0.0426850 -0.0026432 -0.0375596 -0.0856366  0.0069940 -0.0487623  0.0007152  0.0004698 -0.0001918  0.0064241  0.0030695  0.0020825 -0.0017080 -0.0000761 -0.0000557  0.0004950 -0.0015056 -0.0049344 -0.0003835 -0.0020890  0.0011392  0.0011016 -0.0000626  0.0007945  0.0005511 -0.0000658  0.0001471  0.0009747  0.0009931  0.0028234  0.0053094  0.0121127 -0.0006697  0.0298658 -0.0038485  0.0010920  0.0233030  0.0038865 -0.0109412  0.0206139 -0.0020574 -0.0388584 -0.0007167 -0.0003697 -0.0006188 -0.0009805  0.0020022  0.0004266  0.0002056  0.0000450 -0.0004779 -0.0004647  0.0009893 -0.0000425  0.0011674 -0.0074365 -0.0002510 -0.0006049
