# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Mar 2024
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2023-12).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
33 2 -0.0046107 -0.0149133 -0.1941992 -0.4691066 -0.0216103  0.0221702  0.0225391 -0.0236404  0.0124424  0.0058758  0.1549654  0.4161298  0.0065867 -0.0030945 -0.0474148 -0.0309962  0.0039525 -0.0029722 -0.0032578  0.0049647  0.0046583 -0.0022635 -0.1073199 -0.1691465 -0.0036735  0.0100051  0.0007473 -0.0007991  0.0010779  0.0005637  0.0011963  0.0023075 -0.0029130 -0.0029701  0.0004504 -0.0003190 -0.0040434  0.0019139 -0.0012548 -0.0003196  0.0005473 -0.0011754  0.0004639 -0.0004411  0.0031904  0.0008016 -0.0013871 -0.0002547 -0.0070333 -0.0031666  0.0604398  0.0645129 -0.0079437  0.0008949  0.0015258  0.0025310  0.0056287 -0.0009867 -0.0724566 -0.0875263 -0.0017243  0.0050699  0.0013108  0.0003916 -0.0025307 -0.0010030  0.0007322 -0.0002486  0.0011217  0.0058581 -0.0013646 -0.0003410  0.0087233 -0.0048782 -0.0002358 -0.0002109
33 3  0.0625486  0.1104435  0.0306743 -0.0083276  0.0044769  0.0035574  0.0387263  0.0141560 -0.0610835 -0.0910711 -0.0353594 -0.0452196 -0.0006942 -0.0095163  0.0142701  0.0076343 -0.0019424 -0.0029441 -0.0165439 -0.0041283  0.0268187  0.0255415  0.0249406  0.0112138 -0.0019903 -0.0021198 -0.0021687 -0.0056177 -0.0013791 -0.0004844  0.0008829 -0.0004776  0.0016605  0.0005792  0.0021790  0.0060346  0.0003814  0.0001897 -0.0012167  0.0001163 -0.0001231 -0.0008245 -0.0002964  0.0001871 -0.0010359 -0.0008671 -0.0021793 -0.0018070 -0.0049576  0.0015585 -0.0147492  0.0018653  0.0004954  0.0001308 -0.0107521 -0.0025573  0.0032886 -0.0142164  0.0179454  0.0025966  0.0000812 -0.0016136  0.0014477  0.0002142  0.0003133 -0.0009365 -0.0003012 -0.0000445  0.0005720 -0.0000687 -0.0018791 -0.0000124  0.0002232 -0.0029658 -0.0001431  0.0002211
34 0  0.0145336        NaN -0.0329922        NaN  0.0110311        NaN -0.1340000        NaN -0.0457072        NaN -0.0267142        NaN  0.0005440        NaN  0.0328896        NaN -0.0017839        NaN  0.0361952        NaN  0.0149546        NaN  0.0328290        NaN  0.0001703        NaN  0.0026052        NaN  0.0011287        NaN -0.0011915        NaN  0.0004846        NaN -0.0018363        NaN -0.0002451        NaN -0.0000590        NaN  0.0001435        NaN  0.0003270        NaN  0.0008893        NaN  0.0015967        NaN -0.0019182        NaN -0.0194319        NaN  0.0007189        NaN -0.0186554        NaN  0.0065392        NaN  0.0254696        NaN  0.0000776        NaN -0.0006329        NaN -0.0011939        NaN -0.0000882        NaN -0.0000598        NaN  0.0006226        NaN  0.0002523        NaN  0.0000288        NaN
34 1 -0.0009843 -0.0175940 -0.1431584 -0.0656205  0.0326328 -0.0024411  0.0128910 -0.0213626  0.0061076  0.0016549  0.0775064  0.1996057  0.0075153 -0.0031461  0.0158292 -0.0337472 -0.0265459  0.0166898 -0.0060513  0.0067641 -0.0022349  0.0039291 -0.0565069 -0.1024247 -0.0131689  0.0114647  0.0001129  0.0012978  0.0013822 -0.0005455 -0.0043821  0.0005361 -0.0007673 -0.0019859  0.0010887  0.0000959  0.0001138 -0.0026699 -0.0002351  0.0006462 -0.0032801 -0.0038614  0.0021300 -0.0003446 -0.0012153  0.0014480 -0.0006075  0.0010725 -0.0052742 -0.0033993  0.0199435  0.0362092 -0.0123928  0.0061184  0.0067577  0.0022806  0.0021901  0.0011402 -0.0267426 -0.0618067  0.0013252 -0.0046838  0.0004774 -0.0009997 -0.0000938 -0.0026614  0.0001181 -0.0001666  0.0022243  0.0017246 -0.0005631  0.0008086  0.0049812  0.0050298 -0.0008707 -0.0005384
34 2  0.0843689  0.3386763 -0.0044641 -0.0538377 -0.0006554  0.0223018  0.0257089 -0.0066576 -0.0696951 -0.1785011 -0.0248029 -0.0418176  0.0092662 -0.0502283 -0.0191379  0.0411675 -0.0019341 -0.0079767  0.0014960  0.0108128  0.0404923  0.0572113 -0.0202779  0.0407770 -0.0009802 -0.0000124 -0.0001411 -0.0105791 -0.0009195 -0.0016007  0.0018226 -0.0010072  0.0006509 -0.0010932  0.0004743  0.0049080 -0.0004614  0.0004247  0.0002117 -0.0011410 -0.0003148  0.0011086 -0.0004741  0.0002098 -0.0001256  0.0007456 -0.0000027 -0.0030424 -0.0185036 -0.0026401  0.0257827 -0.0201704 -0.0003136 -0.0030141  0.0116061 -0.0004076  0.0206714 -0.0023563 -0.0207571  0.0308068 -0.0000881 -0.0004465  0.0003893  0.0013259  0.0029790  0.0001061 -0.0000744  0.0000622  0.0008367  0.0002870 -0.0003998 -0.0018499 -0.0001562 -0.0063557 -0.0003787  0.0003048
34 3 -0.0218304  0.0030888 -0.0826530 -0.3037361 -0.0305645  0.0047043  0.0127849 -0.0169372  0.0088164 -0.0071227  0.1313449  0.2436086  0.0041777  0.0060770 -0.0182311  0.0395510  0.0125003 -0.0014990 -0.0031128  0.0086372  0.0052206  0.0064110 -0.0909439 -0.0556868  0.0058603  0.0003611 -0.0006490  0.0017553 -0.0002895 -0.0007364  0.0022829  0.0004043 -0.0030344 -0.0020228  0.0005087 -0.0017250  0.0016716  0.0001286  0.0011214 -0.0001969  0.0013867 -0.0021231 -0.0009600  0.0003968 -0.0013110 -0.0003622  0.0010633  0.0003564 -0.0080064  0.0020813  0.0498122  0.0058328  0.0040555  0.0003983 -0.0030766  0.0018428  0.0036547  0.0029004 -0.0583844  0.0048829  0.0007595  0.0000219 -0.0010368  0.0000822  0.0014841  0.0004685 -0.0003162  0.0000001 -0.0013569 -0.0037904  0.0010762  0.0000989 -0.0007982  0.0022985  0.0003618  0.0003489
35 0 -0.0053530        NaN -0.0334993        NaN  0.0857462        NaN -0.0403586        NaN  0.0172499        NaN -0.0111537        NaN -0.0043747        NaN -0.0144595        NaN -0.0320060        NaN  0.0160739        NaN -0.0073860        NaN -0.0189005        NaN -0.0062044        NaN -0.0004158        NaN  0.0013094        NaN -0.0045115        NaN  0.0005146        NaN -0.0001076        NaN -0.0020348        NaN  0.0004234        NaN  0.0009606        NaN  0.0011305        NaN  0.0000355        NaN -0.0000893        NaN -0.0004141        NaN  0.0175907        NaN  0.0136114        NaN  0.0054948        NaN -0.0041167        NaN -0.0168128        NaN  0.0007087        NaN  0.0000068        NaN -0.0007774        NaN -0.0009670        NaN  0.0001343        NaN  0.0001549        NaN  0.0030566        NaN -0.0009429        NaN
35 1  0.0096737  0.1606022  0.0473790 -0.0455624  0.0023958  0.0107517 -0.0667338  0.0130807 -0.0274179 -0.1634616 -0.0416898  0.0383456 -0.0082471 -0.0222790 -0.0173723  0.0113818 -0.0039958 -0.0054816  0.0514035  0.0083102  0.0165332  0.0614032  0.0014637 -0.0088283  0.0000864 -0.0001776 -0.0003656 -0.0049817  0.0004532 -0.0006173 -0.0000885  0.0000932  0.0002803 -0.0008163 -0.0011331  0.0050685 -0.0004153  0.0000711  0.0004716 -0.0012912 -0.0003518 -0.0009696  0.0000148  0.0000274  0.0000151 -0.0007625  0.0003953 -0.0025715 -0.0052476 -0.0040509  0.0155217 -0.0005491  0.0015914 -0.0000037  0.0202960  0.0024434  0.0083773  0.0208725 -0.0096247 -0.0012196  0.0005235 -0.0011763  0.0003222  0.0011639 -0.0010900 -0.0000952  0.0005629 -0.0000308  0.0006766 -0.0003009 -0.0002637 -0.0019915 -0.0018027 -0.0020852 -0.0005962  0.0001426
35 2 -0.0292740  0.0038660 -0.1213165 -0.5444191 -0.0368819  0.0244915  0.0421714 -0.0104543  0.0060626 -0.0004182  0.2095211  0.3310106  0.0151216  0.0025404 -0.0094052  0.0716154  0.0089148 -0.0050674 -0.0107491  0.0010933  0.0115798  0.0003742 -0.1118857 -0.1101754  0.0094546  0.0003629 -0.0009242 -0.0000907 -0.0023386  0.0003366  0.0029494  0.0017569 -0.0006947  0.0020324  0.0000086 -0.0009962  0.0030791 -0.0026298 -0.0010792  0.0004281 -0.0003257  0.0006793 -0.0003231 -0.0004165 -0.0025046 -0.0006687 -0.0012765  0.0006232 -0.0069699  0.0027327  0.0604242  0.0405100 -0.0109041  0.0035147 -0.0010989  0.0034938  0.0082735  0.0013255 -0.0709178 -0.0392125  0.0015146 -0.0042471  0.0009358 -0.0001038  0.0025627  0.0007240  0.0004144 -0.0002725 -0.0007594 -0.0060388 -0.0010105  0.0003311 -0.0071392  0.0043944  0.0007422  0.0001178
35 3  0.0617292  0.0962649  0.0664643  0.0958713 -0.0004178 -0.0037399  0.0143143  0.0070442 -0.0463990 -0.0569931 -0.0549962 -0.0652419 -0.0130398 -0.0348158  0.0055110 -0.0169392 -0.0008064 -0.0008117 -0.0134386  0.0036593  0.0205535  0.0067739  0.0266629  0.0018124  0.0011594  0.0011010 -0.0022420 -0.0028726 -0.0011731  0.0004307  0.0000693 -0.0001206 -0.0005925 -0.0009846  0.0021607  0.0041182 -0.0002725  0.0006537 -0.0003003  0.0019307  0.0013684  0.0002353 -0.0002209  0.0000290  0.0008257  0.0017721 -0.0014012  0.0002867  0.0003098  0.0095301 -0.0140874  0.0081563  0.0005127  0.0004018 -0.0063663 -0.0032079 -0.0006884 -0.0211979  0.0171003 -0.0087426 -0.0000214  0.0011314  0.0008958 -0.0012901  0.0000811  0.0009223 -0.0001780  0.0000121 -0.0006308  0.0005033 -0.0011508  0.0016390 -0.0002287  0.0030060 -0.0000662  0.0001904
36 0  0.0428870        NaN -0.0048681        NaN  0.0063746        NaN -0.1234873        NaN -0.0482167        NaN -0.0361712        NaN -0.0062519        NaN  0.0225827        NaN -0.0001715        NaN  0.0345200        NaN  0.0131897        NaN  0.0304941        NaN -0.0010997        NaN  0.0020914        NaN  0.0040306        NaN -0.0015973        NaN  0.0002424        NaN -0.0012545        NaN  0.0002005        NaN -0.0007016        NaN -0.0020591        NaN  0.0004940        NaN -0.0008820        NaN  0.0006643        NaN -0.0019382        NaN -0.0119584        NaN  0.0002211        NaN -0.0153397        NaN  0.0050366        NaN  0.0196259        NaN -0.0000747        NaN -0.0002989        NaN  0.0030202        NaN  0.0000103        NaN  0.0000666        NaN  0.0002871        NaN -0.0001324        NaN -0.0001996        NaN
36 1 -0.0135894  0.0172180  0.0671941 -0.1207654 -0.0217736 -0.0067434  0.0394695 -0.0141909  0.0074142 -0.0001197  0.0260597  0.1592340  0.0076158  0.0043251  0.0253477 -0.0090441 -0.0290731 -0.0074991 -0.0154484  0.0058003  0.0088162  0.0042549 -0.0194932 -0.0771623  0.0137498 -0.0076528 -0.0007630  0.0005620 -0.0016581  0.0010061 -0.0026927 -0.0004889  0.0019295 -0.0025884  0.0000835 -0.0004152 -0.0010920  0.0025535 -0.0000655  0.0002158  0.0027279  0.0030766  0.0015666 -0.0000493  0.0004264 -0.0001862 -0.0002895  0.0007128 -0.0056184 -0.0013206  0.0013698  0.0265332 -0.0313241 -0.0027568  0.0058464  0.0012580  0.0056988  0.0016111 -0.0083415 -0.0498531 -0.0008103  0.0046162  0.0001456 -0.0005340  0.0001946  0.0023110  0.0005290  0.0000253 -0.0024300 -0.0012857 -0.0001250  0.0005011 -0.0043275 -0.0047230  0.0010953 -0.0001760
36 2  0.0874479  0.2658630  0.0449642  0.0285107 -0.0039761  0.0026745  0.0422885 -0.0149378 -0.0626964 -0.0632458 -0.0333064 -0.0678690 -0.0059380 -0.0953604 -0.0293858  0.0314481  0.0003795 -0.0028621 -0.0068998  0.0177919  0.0348156  0.0106338 -0.0183105  0.0489433 -0.0000262 -0.0005789 -0.0013382 -0.0060791 -0.0044673  0.0016517  0.0014037 -0.0006702 -0.0004027  0.0008567  0.0001761  0.0028857  0.0012582  0.0006835  0.0002757  0.0003445  0.0017311 -0.0006780 -0.0003092  0.0002155  0.0005173  0.0003159  0.0001112 -0.0016650 -0.0147221  0.0065811  0.0180331 -0.0248089  0.0009115 -0.0013396  0.0119992  0.0010863  0.0144028 -0.0271862 -0.0160368  0.0335039 -0.0002343 -0.0001959  0.0004248  0.0004904 -0.0035461  0.0003567 -0.0001558  0.0001206 -0.0004082  0.0005290 -0.0001800 -0.0003379  0.0002729  0.0064348  0.0001105  0.0005766
36 3 -0.0069827 -0.0036409 -0.1291583 -0.2287232 -0.0056045 -0.0023075  0.0201100 -0.0042209  0.0074497 -0.0118705  0.1161398  0.1676098  0.0061723  0.0005945  0.0082743  0.1191119  0.0139866 -0.0061281 -0.0045160  0.0044902  0.0008306  0.0076723 -0.0646412  0.0214040 -0.0009847  0.0017141  0.0012587  0.0020757  0.0003364  0.0001085  0.0012998  0.0004580 -0.0004584  0.0008498 -0.0004166 -0.0010542 -0.0028648 -0.0018650  0.0015008 -0.0005001 -0.0011887  0.0020973 -0.0008584  0.0004421  0.0018624 -0.0003359  0.0017672  0.0001809  0.0012765 -0.0029134  0.0328546 -0.0428215  0.0076666 -0.0012504 -0.0047360  0.0035844  0.0023166  0.0011913 -0.0369532  0.0594893 -0.0005453  0.0003466 -0.0014887 -0.0001378 -0.0012912 -0.0003398 -0.0003927 -0.0001694  0.0008635  0.0022219  0.0016484  0.0001310  0.0006493 -0.0019065 -0.0000835  0.0007311
37 0 -0.0195769        NaN  0.0542145        NaN  0.0575136        NaN -0.0133618        NaN  0.0210165        NaN  0.0285538        NaN  0.0005669        NaN -0.0274615        NaN -0.0185913        NaN  0.0078863        NaN -0.0073177        NaN -0.0405437        NaN  0.0051487        NaN -0.0005634        NaN -0.0006613        NaN -0.0044051        NaN  0.0001445        NaN -0.0004439        NaN  0.0010044        NaN  0.0005497        NaN -0.0009369        NaN  0.0013924        NaN -0.0025619        NaN  0.0004320        NaN  0.0049607        NaN  0.0238310        NaN  0.0124198        NaN  0.0054002        NaN -0.0033541        NaN -0.0262888        NaN  0.0011852        NaN -0.0003269        NaN  0.0008833        NaN -0.0007801        NaN -0.0018893        NaN  0.0004868        NaN -0.0029240        NaN  0.0007932        NaN
37 1  0.0112830  0.1364222  0.0349569 -0.0536874 -0.0003874  0.0029656  0.0256788 -0.0244875 -0.0053272 -0.0802414 -0.0134103  0.0108407 -0.0103102 -0.0462960 -0.0241650  0.0134436 -0.0026594 -0.0019887  0.0188471  0.0015633  0.0076730  0.0200163 -0.0140970 -0.0005771 -0.0008911  0.0005015  0.0025421 -0.0000110  0.0001009 -0.0005804  0.0013887  0.0006364  0.0000288 -0.0010433 -0.0008891  0.0042498  0.0005215 -0.0000495 -0.0011814 -0.0003479 -0.0008834  0.0017753 -0.0005384 -0.0001029 -0.0003356  0.0012286 -0.0001998 -0.0016599 -0.0054408  0.0080857  0.0228900  0.0022580  0.0000181  0.0001074  0.0235976  0.0005680  0.0072322  0.0027131 -0.0190553  0.0015708 -0.0005417  0.0010958  0.0003909  0.0007101 -0.0002978  0.0006182  0.0004280 -0.0000856 -0.0006989  0.0004272 -0.0007357 -0.0015320  0.0021452  0.0025396 -0.0001340  0.0003730
37 2  0.0008943 -0.0022011 -0.1905079 -0.3660954 -0.0360798  0.0149188  0.0416473  0.0124786 -0.0033049 -0.0022838  0.1579760  0.1432210  0.0092709 -0.0005828  0.0351290  0.1450170  0.0127679 -0.0078269 -0.0097313 -0.0049667  0.0095334  0.0023508 -0.0545461 -0.0003963 -0.0052763  0.0079480  0.0015257 -0.0000341  0.0015836 -0.0004153  0.0030204  0.0008543 -0.0004383  0.0000283  0.0001623 -0.0002358 -0.0031415  0.0012922 -0.0007514  0.0013188  0.0003926 -0.0004512 -0.0007961 -0.0002247  0.0027766  0.0002956 -0.0008636  0.0015289 -0.0055704 -0.0028890  0.0305170 -0.0121446 -0.0046411 -0.0010383 -0.0060805  0.0037748  0.0064805  0.0031347 -0.0308056  0.0361034 -0.0020056  0.0041081  0.0003607 -0.0010545 -0.0021583 -0.0006343  0.0003081 -0.0003348  0.0011122  0.0048611 -0.0005445  0.0012471  0.0059437 -0.0037944 -0.0005767  0.0002056
37 3  0.0268388  0.0397701  0.0604944  0.1151484 -0.0012979 -0.0073347 -0.0118331 -0.0106664 -0.0200249 -0.0010797 -0.0519215 -0.0731881 -0.0216678 -0.0446639  0.0000433 -0.0471591  0.0001968  0.0014002 -0.0071045  0.0084373  0.0037400 -0.0191156  0.0228941 -0.0241175 -0.0018230 -0.0015895 -0.0019248 -0.0036451 -0.0003808 -0.0005268 -0.0001308 -0.0001528  0.0011331 -0.0002811  0.0013150  0.0018627  0.0001792  0.0001700 -0.0002699  0.0032677 -0.0002495 -0.0007384 -0.0000422 -0.0000097 -0.0012594 -0.0009821 -0.0010859  0.0020944  0.0041791  0.0117407 -0.0105312  0.0258730  0.0001452  0.0001800 -0.0031432 -0.0004701 -0.0097732 -0.0255528  0.0137079 -0.0278860  0.0002200 -0.0012849  0.0007818 -0.0023972  0.0005185 -0.0008992 -0.0002229  0.0000648  0.0004329 -0.0000194 -0.0010050  0.0029375  0.0002164 -0.0032946 -0.0003066 -0.0003891
38 0  0.0504200        NaN -0.0008885        NaN  0.0043537        NaN -0.1045102        NaN -0.0420766        NaN -0.0298589        NaN -0.0112927        NaN  0.0017560        NaN  0.0001910        NaN  0.0331468        NaN  0.0083829        NaN  0.0125771        NaN  0.0004655        NaN  0.0000875        NaN  0.0012725        NaN -0.0016284        NaN -0.0003117        NaN -0.0001511        NaN  0.0000249        NaN -0.0008233        NaN -0.0000573        NaN  0.0005771        NaN  0.0009050        NaN -0.0003854        NaN -0.0023434        NaN  0.0012325        NaN  0.0001522        NaN -0.0100590        NaN  0.0042935        NaN  0.0040508        NaN  0.0000124        NaN -0.0000832        NaN -0.0017356        NaN  0.0001460        NaN  0.0000213        NaN  0.0000460        NaN  0.0003589        NaN -0.0001097        NaN
38 1  0.0009846  0.0029813 -0.0230394 -0.0640176 -0.0600993  0.0267304  0.0337356 -0.0183072 -0.0045911  0.0010764 -0.0407850  0.1039919  0.0136459 -0.0019918  0.0205724  0.0141980  0.0183787 -0.0001104 -0.0134835  0.0059386  0.0076570  0.0049083  0.0186509 -0.0294800 -0.0155228  0.0127368  0.0008132 -0.0006134  0.0016351 -0.0007011 -0.0007488 -0.0004332  0.0003876  0.0005253  0.0003156 -0.0005395  0.0016306 -0.0034188 -0.0002902 -0.0001720 -0.0025868 -0.0025872  0.0008527  0.0000424 -0.0006046 -0.0000504 -0.0005253  0.0002171 -0.0087030 -0.0049304 -0.0035719  0.0040841 -0.0164873  0.0024813  0.0039259  0.0016413  0.0074477  0.0026406  0.0008785 -0.0225401 -0.0001051 -0.0029440  0.0005614 -0.0001323 -0.0001848 -0.0019884  0.0007725  0.0000813  0.0029597  0.0008890 -0.0005779  0.0002769  0.0036317  0.0042353 -0.0009096 -0.0004948
38 2  0.0535643  0.1437759  0.0330870  0.0499537 -0.0050293 -0.0095003  0.0652781 -0.0120609 -0.0341861  0.0676933 -0.0318408 -0.0643873 -0.0160335 -0.1010237 -0.0224380  0.0107764  0.0021047  0.0017163 -0.0178318  0.0147282  0.0172255 -0.0410741 -0.0092502  0.0379945 -0.0002868  0.0013962 -0.0009485 -0.0085074 -0.0017996 -0.0003268  0.0015511 -0.0004197 -0.0003813 -0.0026944  0.0014220  0.0011534 -0.0007757 -0.0002326 -0.0003969  0.0013878  0.0003522  0.0006203 -0.0001909  0.0002523 -0.0001791  0.0002738 -0.0009449 -0.0000959 -0.0070816  0.0122774  0.0081799 -0.0203177 -0.0004909 -0.0008503  0.0060936  0.0015908  0.0046041 -0.0437632 -0.0060615  0.0249053  0.0002214  0.0001331  0.0010047 -0.0004821  0.0031779 -0.0000423 -0.0003701  0.0001479  0.0005397 -0.0001161 -0.0009832  0.0008967 -0.0003493 -0.0062115 -0.0004204 -0.0000441
38 3 -0.0009227  0.0008933 -0.0395947 -0.1360060 -0.0018026  0.0024106  0.0139899  0.0044815 -0.0048040 -0.0083213  0.0548579 -0.0011855 -0.0001720 -0.0022516  0.0266429  0.1488098  0.0017999  0.0006528 -0.0053069  0.0003796  0.0038550 -0.0006986 -0.0205964  0.0969686  0.0032895 -0.0032179  0.0002857  0.0030358 -0.0010503 -0.0004919  0.0008747 -0.0004361 -0.0000024  0.0008357 -0.0010677 -0.0014705  0.0005563  0.0008022  0.0010782 -0.0013352  0.0011919 -0.0019567 -0.0005608  0.0005193 -0.0030996 -0.0007362  0.0014132 -0.0006242 -0.0043558  0.0025431  0.0086448 -0.0710291  0.0025307  0.0009151 -0.0033132  0.0015994  0.0005400 -0.0003626 -0.0073934  0.0933526  0.0016950  0.0000907 -0.0011182  0.0004537  0.0012609  0.0004212 -0.0005577 -0.0000879 -0.0020922 -0.0032058  0.0013264 -0.0004840 -0.0003945  0.0016588  0.0001353  0.0006998
39 0 -0.0140993        NaN -0.1106912        NaN  0.0297472        NaN -0.0083748        NaN  0.0145512        NaN  0.0438637        NaN  0.0042926        NaN -0.0288342        NaN -0.0164268        NaN  0.0047610        NaN -0.0030508        NaN -0.0474005        NaN -0.0050651        NaN  0.0004541        NaN  0.0010519        NaN -0.0034217        NaN -0.0013913        NaN -0.0001870        NaN -0.0003586        NaN  0.0002431        NaN  0.0005158        NaN  0.0012946        NaN  0.0017862        NaN  0.0003296        NaN -0.0024998        NaN  0.0324088        NaN  0.0012303        NaN  0.0054063        NaN -0.0014378        NaN -0.0357807        NaN -0.0005790        NaN  0.0000920        NaN -0.0008443        NaN -0.0006739        NaN  0.0015037        NaN  0.0000045        NaN  0.0026812        NaN -0.0004746        NaN
39 1  0.0057449  0.0985874 -0.0013519 -0.0371632 -0.0039373 -0.0013090  0.0883705  0.0026073  0.0163485 -0.0085187 -0.0017561 -0.0168716 -0.0083771 -0.0424677 -0.0217414  0.0116541  0.0008235  0.0024729 -0.0219101  0.0114034 -0.0022153 -0.0201000 -0.0210462  0.0020022  0.0004289  0.0007386 -0.0005679 -0.0051213 -0.0022735  0.0010027  0.0022974 -0.0001898 -0.0001465 -0.0004700 -0.0003433  0.0039087 -0.0004811 -0.0006120 -0.0022010  0.0009686  0.0008468 -0.0014787 -0.0008676 -0.0000663  0.0001870 -0.0015414 -0.0016168 -0.0000351 -0.0040209  0.0143110  0.0255636  0.0083242  0.0008317 -0.0001730  0.0166828  0.0054435  0.0036041 -0.0124375 -0.0208422 -0.0007299  0.0005600 -0.0006258  0.0018910 -0.0003040 -0.0011416 -0.0001874  0.0002873 -0.0000061  0.0004748 -0.0007068 -0.0020426 -0.0005549 -0.0017034 -0.0021483 -0.0003885 -0.0000841
39 2 -0.0005965 -0.0032975 -0.0080548 -0.1996285 -0.0428162  0.0214067  0.0387328  0.0142284 -0.0100798 -0.0059531  0.0717809 -0.0853096  0.0065195 -0.0007279  0.0566545  0.1484156  0.0157165 -0.0056325 -0.0093295 -0.0045030  0.0084349  0.0025283  0.0105317  0.0871810  0.0060735 -0.0032337 -0.0004097  0.0002585 -0.0024422  0.0001418  0.0035750 -0.0004657  0.0018636  0.0049426  0.0001469 -0.0006627  0.0023073 -0.0012558 -0.0005242  0.0012933 -0.0000543  0.0001961 -0.0011726  0.0000396 -0.0031153 -0.0005047 -0.0007805  0.0014818 -0.0023039 -0.0021533 -0.0080497 -0.0401815 -0.0027531  0.0025864 -0.0079672  0.0030736  0.0039698  0.0031293  0.0123015  0.0791247  0.0019886 -0.0039630  0.0001173 -0.0008246  0.0021229  0.0006502  0.0001028 -0.0001815 -0.0013057 -0.0051688 -0.0002016  0.0011203 -0.0046216  0.0033995  0.0002826  0.0003292
39 3 -0.0124909 -0.0444090  0.0498471  0.1547992 -0.0039554 -0.0122096 -0.0291543 -0.0103936  0.0180640  0.0610720 -0.0375696 -0.0346100 -0.0237052 -0.0420193 -0.0094229 -0.0705606  0.0008235  0.0023639  0.0000682  0.0098034 -0.0108886 -0.0309501  0.0084219 -0.0501219  0.0016063  0.0021996 -0.0007746  0.0013573 -0.0001328  0.0007713 -0.0006985  0.0004034 -0.0008923 -0.0014404  0.0003237 -0.0017041 -0.0004943 -0.0003578  0.0002392  0.0034295  0.0009728  0.0002268 -0.0000078 -0.0001134  0.0005957  0.0011711 -0.0000395  0.0034701  0.0102581  0.0140627 -0.0041321  0.0342788 -0.0004157  0.0007685 -0.0003178 -0.0013281 -0.0137876 -0.0199817  0.0050751 -0.0448905  0.0002478  0.0015226  0.0001856 -0.0028024  0.0000523  0.0009342 -0.0000281  0.0000602 -0.0008614 -0.0002835 -0.0002115  0.0034128 -0.0000359  0.0028196 -0.0000239 -0.0002919
40 0  0.0384861        NaN  0.0416293        NaN -0.0000841        NaN -0.0860104        NaN -0.0274669        NaN -0.0219174        NaN -0.0087843        NaN -0.0100819        NaN  0.0010911        NaN  0.0300997        NaN  0.0037599        NaN  0.0038219        NaN -0.0008984        NaN -0.0011983        NaN  0.0032065        NaN -0.0011343        NaN  0.0003933        NaN  0.0014266        NaN -0.0002826        NaN -0.0010886        NaN -0.0019008        NaN  0.0005168        NaN -0.0011802        NaN -0.0018590        NaN  0.0005324        NaN  0.0053047        NaN  0.0004253        NaN -0.0024586        NaN  0.0012264        NaN -0.0019454        NaN  0.0003618        NaN  0.0007917        NaN  0.0021345        NaN  0.0001663        NaN -0.0003943        NaN -0.0009014        NaN -0.0002163        NaN -0.0001730        NaN
