# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Mar 2024
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2023-12).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
18 2  0.0802119 -0.0870352  0.0282117  0.0692106 -0.0043661 -0.0227477 -0.0770118 -0.0315291 -0.0636649  0.0405133 -0.0342112 -0.0381092 -0.0601449 -0.1959624 -0.0123091 -0.0228843 -0.0027760  0.0069250  0.0176775  0.0143163  0.0183503 -0.0789669 -0.0027483 -0.0054916 -0.0003243 -0.0007311 -0.0036428  0.0014290 -0.0003343  0.0020966 -0.0019254 -0.0004987  0.0000024  0.0010169  0.0036061 -0.0036069  0.0003349 -0.0016610  0.0014398  0.0032589  0.0021000  0.0012219  0.0003987  0.0000297  0.0004358  0.0016722 -0.0006633  0.0027489 -0.0090078  0.0509636  0.0098286  0.0128914 -0.0046053  0.0002392  0.0176891  0.0035269  0.0000197 -0.0284666 -0.0087228 -0.0180442  0.0003319 -0.0006459 -0.0000182 -0.0019425  0.0013821  0.0009444  0.0000440  0.0000138 -0.0000666  0.0001031  0.0001903  0.0013787  0.0021265 -0.0060614 -0.0002080 -0.0003167
18 3  0.0261688 -0.0103161  0.0600860 -0.0563168  0.0251229  0.0031096 -0.0065737  0.0029270 -0.0086917 -0.0080819  0.0072033 -0.0121817 -0.0007558 -0.0072014  0.0173564  0.0263208 -0.0076274 -0.0056425  0.0054530  0.0018241  0.0013709  0.0040248  0.0102135 -0.0016178 -0.0072074  0.0020703 -0.0012763  0.0016311  0.0027612 -0.0001930 -0.0006852  0.0001563  0.0010521  0.0027927 -0.0002329 -0.0013501  0.0031691  0.0008492  0.0000724 -0.0003803  0.0015942 -0.0014551  0.0004543 -0.0003623  0.0007409 -0.0001309  0.0002005 -0.0000067  0.0047158  0.0005386 -0.0093744  0.0096330  0.0052238 -0.0052155  0.0008091  0.0019003  0.0011126 -0.0059079  0.0067042  0.0029396 -0.0025800 -0.0010573  0.0003437  0.0001007  0.0007251  0.0008041 -0.0000448  0.0001504  0.0005554 -0.0022192 -0.0001955  0.0000910 -0.0053846  0.0061609 -0.0002037  0.0001068
19 0 -0.0354462        NaN -0.0497721        NaN -0.2009051        NaN  0.0255681        NaN  0.0127098        NaN -0.0152013        NaN  0.0309204        NaN  0.0289012        NaN  0.0868971        NaN -0.0057627        NaN  0.0211470        NaN  0.0392302        NaN  0.0107446        NaN  0.0011028        NaN -0.0020372        NaN  0.0054469        NaN  0.0027661        NaN -0.0000459        NaN  0.0008018        NaN  0.0000255        NaN  0.0014280        NaN -0.0008481        NaN  0.0011884        NaN -0.0000280        NaN -0.0099832        NaN -0.0092066        NaN -0.0302132        NaN -0.0037504        NaN  0.0168308        NaN  0.0120966        NaN  0.0007930        NaN  0.0000215        NaN  0.0004264        NaN  0.0013653        NaN  0.0003275        NaN -0.0001188        NaN  0.0015861        NaN -0.0018791        NaN
19 1  0.0371747  0.1637433 -0.0298346  0.0122006  0.0116860 -0.0328926  0.0333887 -0.0307577 -0.0599104 -0.0476963  0.0110659 -0.0262887 -0.0390697 -0.3015540 -0.0052174  0.0103487 -0.0005760 -0.0007003 -0.0614783  0.0266496  0.0267488  0.0086631  0.0019583  0.0162546  0.0006937  0.0015712 -0.0005135 -0.0019376 -0.0031740 -0.0000378 -0.0001485  0.0003689 -0.0001681 -0.0020759 -0.0000839  0.0007882  0.0003494 -0.0013237 -0.0003426  0.0043203  0.0035988  0.0003117 -0.0003021 -0.0000073 -0.0006075  0.0009360  0.0000780  0.0007052 -0.0163825 -0.0344672 -0.0109749 -0.0026745  0.0020699 -0.0014001 -0.0460414  0.0147907  0.0059168 -0.0211137  0.0058215  0.0066601  0.0012409 -0.0002217  0.0009177 -0.0004865  0.0006696  0.0002269 -0.0003704  0.0001167 -0.0002350 -0.0011996 -0.0003493  0.0017608  0.0005139 -0.0034608 -0.0002348  0.0000346
19 2  0.0195302 -0.0257019 -0.0240588  0.0086746  0.0642698 -0.0106067 -0.0126607  0.0097558  0.0188576  0.0008070  0.1505861 -0.0412657  0.0101749 -0.0050179  0.0889164  0.2430627 -0.0275913 -0.0046309  0.0031116 -0.0050328  0.0027481 -0.0001724 -0.0350521  0.0829466 -0.0112366 -0.0005644 -0.0001301  0.0012159  0.0035274 -0.0002402 -0.0002376  0.0004588 -0.0006880  0.0011494  0.0004833  0.0004524  0.0009003 -0.0036019  0.0000628 -0.0000541 -0.0013819  0.0024694 -0.0010692 -0.0005818 -0.0024546  0.0004549  0.0000432 -0.0001691 -0.0058371 -0.0054296  0.0013799 -0.0552010 -0.0228110 -0.0063095  0.0037351  0.0001157  0.0042640  0.0057287  0.0010009  0.0527441 -0.0011999 -0.0065009 -0.0004274  0.0000619  0.0014809  0.0014081 -0.0001345 -0.0002346  0.0000529 -0.0015063  0.0002708 -0.0002531 -0.0176643  0.0103154 -0.0000642  0.0011724
19 3 -0.0306656  0.0002614 -0.0042694  0.0582063  0.0007618 -0.0052166 -0.0201635 -0.0065179  0.0250039  0.0210091  0.0082886 -0.0223007 -0.0014856  0.0137216 -0.0213351 -0.0170493 -0.0002260  0.0037841  0.0128525 -0.0007682 -0.0058577  0.0203416 -0.0183639 -0.0031491 -0.0006327  0.0000594 -0.0001052  0.0037032  0.0006551 -0.0008816  0.0001469  0.0003035  0.0004596 -0.0002451 -0.0005925 -0.0049722 -0.0004923  0.0016181  0.0003814  0.0004431 -0.0006790  0.0004641  0.0000563 -0.0001079 -0.0005826 -0.0009493 -0.0000721  0.0015976 -0.0013526 -0.0271218  0.0195913  0.0062288  0.0011569 -0.0011172  0.0005084  0.0066584  0.0022972  0.0096076 -0.0214209 -0.0047913 -0.0005764  0.0014613  0.0004389 -0.0004019  0.0012034  0.0000894  0.0000393  0.0000011 -0.0001002  0.0006687 -0.0003159  0.0010738 -0.0002626  0.0012015  0.0000756 -0.0000757
20 0  0.0670098        NaN  0.0579566        NaN -0.0177361        NaN  0.2450096        NaN  0.0300226        NaN -0.0057164        NaN -0.0361976        NaN -0.0099594        NaN  0.0027320        NaN -0.0983718        NaN -0.0102974        NaN -0.0015990        NaN  0.0002912        NaN -0.0044135        NaN -0.0045665        NaN  0.0013679        NaN -0.0012385        NaN  0.0016789        NaN  0.0015883        NaN -0.0011780        NaN  0.0024948        NaN -0.0001794        NaN -0.0005464        NaN -0.0010823        NaN -0.0099532        NaN  0.0022606        NaN -0.0028005        NaN  0.0088280        NaN -0.0021169        NaN -0.0023122        NaN -0.0001933        NaN  0.0003384        NaN -0.0003438        NaN -0.0000669        NaN -0.0001366        NaN -0.0006366        NaN  0.0019647        NaN -0.0000080        NaN
20 1  0.0578488 -0.0121510  0.0732240 -0.0501478  0.0309098  0.0400943 -0.0154311  0.0182715 -0.0288074 -0.0198073  0.0129712 -0.0616148 -0.0113585 -0.0071729  0.1188792  0.2766067  0.0576023 -0.0159483 -0.0041458  0.0025336 -0.0077564  0.0188522  0.0414708  0.0959319 -0.0218913  0.0099457 -0.0008947 -0.0003254  0.0040184  0.0000793  0.0027442 -0.0018542 -0.0017219  0.0054476 -0.0000078  0.0001846 -0.0038209  0.0000170  0.0001634  0.0000477  0.0035229  0.0061735 -0.0039608  0.0001198  0.0007981 -0.0005004 -0.0000391  0.0002551  0.0123522 -0.0124435 -0.0162375 -0.0468023  0.0634188 -0.0048954 -0.0051880  0.0075488 -0.0108635  0.0100410  0.0360049  0.0963993 -0.0046785  0.0020886 -0.0005281 -0.0000672 -0.0009416  0.0039483 -0.0020188  0.0001248 -0.0016870  0.0008692  0.0004639  0.0002471 -0.0096656 -0.0014508  0.0012487  0.0013590
20 2 -0.0265632 -0.2098669  0.0538280  0.1107351 -0.0061934 -0.0180076 -0.0899026 -0.0165043 -0.0089861  0.1349726 -0.0328897 -0.0243798 -0.0686556 -0.1474168 -0.0135391 -0.0521076 -0.0007502  0.0082699  0.0368064  0.0075183 -0.0102399 -0.0914031  0.0090232 -0.0301821 -0.0004073  0.0019267 -0.0023969  0.0098201  0.0011646  0.0000834 -0.0016107 -0.0003470 -0.0002272 -0.0021622  0.0012840 -0.0057017  0.0005366  0.0011472  0.0012752  0.0026612 -0.0008204 -0.0010321  0.0004274 -0.0000139 -0.0003244 -0.0015600  0.0001649  0.0035264 -0.0025120  0.0295679 -0.0007898  0.0270325 -0.0053570 -0.0004677  0.0234247  0.0023163 -0.0063818 -0.0056195 -0.0019024 -0.0347258 -0.0001302  0.0009788 -0.0003446 -0.0017213 -0.0022881 -0.0005821  0.0001792  0.0000996 -0.0000462 -0.0002607  0.0006635  0.0011456 -0.0016488  0.0053773  0.0002924 -0.0002661
20 3 -0.0098128  0.0071603 -0.0668975  0.0535280  0.0044461  0.0011044  0.0075862  0.0067592 -0.0139649  0.0010272 -0.0376570 -0.0470809 -0.0037046 -0.0042185  0.0118883  0.0213072 -0.0197106  0.0060426  0.0013332 -0.0008403  0.0075983 -0.0051729  0.0277507 -0.0006894  0.0014559 -0.0050885  0.0011895 -0.0002047 -0.0027574  0.0000697 -0.0007524  0.0010316  0.0017804  0.0043922 -0.0005883 -0.0007626 -0.0035314 -0.0009611 -0.0002029  0.0000434 -0.0016727  0.0016246  0.0006343 -0.0008127 -0.0002623 -0.0019732  0.0001276  0.0004406 -0.0069834  0.0041333 -0.0127965  0.0119922 -0.0002279 -0.0000880 -0.0008839  0.0026159  0.0014723 -0.0051755  0.0147344  0.0039897  0.0017506  0.0017259  0.0001291 -0.0003890 -0.0007875 -0.0008038 -0.0000287 -0.0000774  0.0001676  0.0006810 -0.0000479  0.0004780  0.0048619 -0.0056894 -0.0000118  0.0001630
21 0 -0.0062535        NaN  0.0455115        NaN -0.1849088        NaN  0.0280341        NaN -0.0081065        NaN -0.0541938        NaN  0.0168713        NaN  0.0011383        NaN  0.1091271        NaN -0.0095218        NaN  0.0134446        NaN  0.0581017        NaN -0.0042489        NaN -0.0005632        NaN  0.0006725        NaN  0.0046373        NaN -0.0007047        NaN -0.0005561        NaN  0.0036195        NaN  0.0003375        NaN -0.0020379        NaN -0.0012835        NaN  0.0002389        NaN  0.0007948        NaN -0.0079216        NaN -0.0125742        NaN -0.0063425        NaN -0.0062864        NaN  0.0074917        NaN  0.0224240        NaN -0.0028669        NaN -0.0005080        NaN -0.0005230        NaN  0.0009673        NaN  0.0019378        NaN  0.0004791        NaN -0.0020887        NaN  0.0009588        NaN
21 1 -0.0712142 -0.1612778 -0.0288423  0.0609918  0.0190400 -0.0441338 -0.0006670 -0.0365568 -0.0143383  0.2172390  0.0252858 -0.0237607 -0.0259358 -0.1919699  0.0092300 -0.0065875  0.0012921  0.0117205 -0.0521292  0.0072191  0.0025781 -0.0971248  0.0126417  0.0054214  0.0002964  0.0030438  0.0033179  0.0095956 -0.0015952  0.0018930 -0.0005557  0.0006175 -0.0002277 -0.0015775 -0.0010249 -0.0042937 -0.0011522 -0.0003168 -0.0005839  0.0035598  0.0028950 -0.0001357 -0.0000190 -0.0001563 -0.0002330 -0.0010563  0.0011877  0.0023986 -0.0029153 -0.0150786 -0.0219700  0.0094269  0.0000562 -0.0002421 -0.0449136  0.0048165 -0.0031325 -0.0350983  0.0165368 -0.0065623 -0.0002021  0.0016334 -0.0007188 -0.0010254  0.0042668 -0.0000180 -0.0002916  0.0001240 -0.0009770  0.0000536  0.0008499  0.0024675 -0.0002408  0.0005163  0.0003784 -0.0001758
21 2 -0.0280271  0.0187734 -0.0594509  0.3694268  0.0580442 -0.0047885 -0.0093095  0.0183884  0.0029717 -0.0000682 -0.0295250 -0.2298034  0.0149256 -0.0106192  0.0734036  0.1789318 -0.0381001  0.0031667  0.0012181 -0.0086623  0.0081614 -0.0021581  0.0213295  0.1364723  0.0008305 -0.0087654  0.0020041 -0.0011439 -0.0031901  0.0002365 -0.0025268  0.0005467  0.0052463  0.0077241  0.0000131  0.0010440 -0.0051580  0.0020264  0.0001447 -0.0002889  0.0012899 -0.0023716 -0.0000988 -0.0006496  0.0004670 -0.0045623  0.0002502 -0.0002515 -0.0072257 -0.0036685 -0.0108301 -0.0666397 -0.0272104  0.0020754  0.0037309 -0.0011809  0.0099762  0.0017923  0.0239855  0.0577652  0.0013221  0.0071104 -0.0005979 -0.0000828 -0.0020701 -0.0014514  0.0002003 -0.0002905 -0.0011063  0.0035203  0.0004490 -0.0002854  0.0168916 -0.0096079 -0.0012839  0.0000321
21 3 -0.0320186 -0.0301456 -0.0253902  0.0053060  0.0010494 -0.0111232 -0.0207977 -0.0084643  0.0275592  0.0508442  0.0157020 -0.0168304  0.0075396  0.0080080 -0.0137947 -0.0175124 -0.0000206  0.0024990  0.0182023 -0.0015930 -0.0033479  0.0159883 -0.0143643 -0.0077048  0.0007273  0.0011831  0.0005774  0.0032637 -0.0006023 -0.0001728  0.0002364  0.0003040 -0.0001448 -0.0000613 -0.0019416 -0.0047793 -0.0001980 -0.0014950 -0.0000417 -0.0010229 -0.0006301  0.0002214  0.0000508 -0.0001135 -0.0006478  0.0008460  0.0000471  0.0007535 -0.0013460 -0.0281464  0.0127683  0.0100991  0.0005676  0.0005908  0.0014819  0.0085432  0.0040394  0.0094632 -0.0142468 -0.0056797  0.0009688 -0.0013637  0.0004096  0.0000927 -0.0008418 -0.0003539 -0.0000544  0.0000087 -0.0004537 -0.0009196 -0.0002806  0.0005155  0.0001146 -0.0017015 -0.0000010 -0.0003334
22 0  0.0187023        NaN  0.0144193        NaN -0.0189829        NaN  0.2102646        NaN  0.0674787        NaN  0.0322655        NaN -0.0102660        NaN -0.0100004        NaN  0.0067850        NaN -0.1113319        NaN -0.0262440        NaN -0.0139432        NaN -0.0004510        NaN -0.0050911        NaN -0.0035019        NaN  0.0014687        NaN -0.0001219        NaN  0.0015164        NaN -0.0015660        NaN -0.0007537        NaN  0.0023015        NaN -0.0003400        NaN  0.0005078        NaN -0.0015367        NaN -0.0007141        NaN  0.0001646        NaN -0.0016733        NaN -0.0075003        NaN -0.0115556        NaN -0.0074299        NaN  0.0007911        NaN  0.0004944        NaN -0.0019195        NaN -0.0001727        NaN -0.0002241        NaN -0.0005820        NaN -0.0009642        NaN  0.0002408        NaN
22 1  0.0202533  0.0417914  0.1387929  0.3883907  0.0656230 -0.0270905 -0.0423547  0.0400379 -0.0128346 -0.0110798 -0.2034191 -0.3690727 -0.0194074 -0.0004899  0.0386999  0.1509296  0.0413300  0.0025245  0.0081834 -0.0084449 -0.0047015  0.0061080  0.1082103  0.1884621  0.0055054 -0.0206294  0.0018142 -0.0015345 -0.0024743 -0.0019451 -0.0013968 -0.0020071  0.0055368  0.0070238 -0.0001215  0.0009173  0.0011156 -0.0031112  0.0005849 -0.0000426 -0.0036003 -0.0058109 -0.0018814  0.0006202 -0.0036209 -0.0012469  0.0007733 -0.0000805  0.0096743 -0.0110181 -0.0268130 -0.0699429  0.0534686 -0.0033867 -0.0036363  0.0033592 -0.0091530  0.0104220  0.0523649  0.1156373  0.0059104 -0.0050550 -0.0008161  0.0001153  0.0009558 -0.0036769 -0.0018134  0.0001633 -0.0003014 -0.0008770  0.0007264 -0.0000145  0.0089688  0.0025925 -0.0021561  0.0005749
22 2 -0.0726574 -0.3130519  0.0227183  0.0302544 -0.0094914 -0.0193630 -0.0810774 -0.0087326  0.0546679  0.1966755 -0.0185746  0.0064183 -0.0498022 -0.0558016 -0.0065292 -0.0617758  0.0007612  0.0078803  0.0426658 -0.0036698 -0.0360546 -0.0848895  0.0118486 -0.0478649  0.0009920  0.0009205 -0.0001441  0.0063238  0.0033045  0.0020432 -0.0017724 -0.0001615 -0.0000506 -0.0001394 -0.0010897 -0.0050211 -0.0003564 -0.0023544  0.0011398  0.0013688 -0.0000687  0.0009943  0.0005233 -0.0000470  0.0002378  0.0007752  0.0009426  0.0031542  0.0046476  0.0130504 -0.0041865  0.0319198 -0.0035280  0.0011668  0.0228664  0.0025795 -0.0101614  0.0171317  0.0017261 -0.0406031  0.0001368  0.0000030 -0.0006848 -0.0012860  0.0017450  0.0006178  0.0002350  0.0000407  0.0001113 -0.0006007  0.0010097  0.0003408  0.0015129 -0.0065494 -0.0003006 -0.0005436
22 3  0.0229305 -0.0037686  0.0812937  0.0668391  0.0068645 -0.0134933  0.0138122 -0.0026238  0.0026235 -0.0002427 -0.0567668 -0.0871056 -0.0004041  0.0012645 -0.0059353 -0.0127942 -0.0099947 -0.0002533 -0.0021183 -0.0001432 -0.0019526  0.0010476  0.0318031 -0.0093917 -0.0055805 -0.0008159 -0.0005576  0.0005194  0.0027608 -0.0006883  0.0000512  0.0005944  0.0027960  0.0025540  0.0001812 -0.0006482  0.0043545  0.0021150 -0.0006580  0.0002637  0.0016885 -0.0017466  0.0006777 -0.0010381 -0.0006483 -0.0002094 -0.0005363  0.0004946  0.0041894 -0.0006538 -0.0106383  0.0249626  0.0023907 -0.0041361 -0.0014488  0.0019075 -0.0015660 -0.0004553  0.0102020 -0.0086436 -0.0018342 -0.0009174  0.0004433 -0.0003089  0.0010239  0.0008134 -0.0001062 -0.0000495 -0.0001588 -0.0030104 -0.0004933  0.0004854 -0.0041117  0.0054149 -0.0001440 -0.0000552
23 0 -0.0027305        NaN -0.0890343        NaN -0.1236826        NaN  0.0144790        NaN -0.0146383        NaN -0.0771750        NaN  0.0025828        NaN -0.0140521        NaN  0.1025278        NaN -0.0062043        NaN  0.0034389        NaN  0.0503231        NaN  0.0064809        NaN  0.0004496        NaN -0.0012812        NaN  0.0043084        NaN  0.0007587        NaN -0.0001254        NaN -0.0007974        NaN  0.0003544        NaN  0.0019927        NaN -0.0016183        NaN  0.0023345        NaN  0.0009780        NaN  0.0033690        NaN  0.0022352        NaN  0.0194461        NaN -0.0086481        NaN  0.0031573        NaN  0.0158518        NaN  0.0005938        NaN -0.0004463        NaN  0.0000205        NaN  0.0003691        NaN  0.0002990        NaN  0.0003269        NaN  0.0026254        NaN -0.0013817        NaN
23 1 -0.0787295 -0.4239678 -0.0577049  0.0456820  0.0172362 -0.0412044 -0.0502255  0.0053862  0.0201148  0.3521175  0.0320275 -0.0145147 -0.0015305 -0.0427428  0.0332202 -0.0235449  0.0003837  0.0130099 -0.0447536  0.0060857 -0.0180483 -0.1366250  0.0263647 -0.0113437  0.0011578  0.0007286 -0.0002966  0.0085295  0.0028225  0.0012296 -0.0011855  0.0002460 -0.0007227 -0.0000141 -0.0020139 -0.0062347 -0.0001738 -0.0018886 -0.0001037  0.0015666  0.0008098 -0.0013926  0.0002295 -0.0002113 -0.0001143 -0.0004944  0.0014345  0.0027856  0.0067828 -0.0031977 -0.0309237  0.0175244 -0.0003428  0.0013051 -0.0460332  0.0029998 -0.0086352 -0.0285748  0.0284323 -0.0183341  0.0008048 -0.0003023 -0.0007636 -0.0008605  0.0005642 -0.0004172 -0.0001495  0.0000597  0.0004234 -0.0016035  0.0011172  0.0019083 -0.0002224 -0.0034996  0.0000187 -0.0001910
23 2  0.0431498  0.0075245  0.1964606  0.4738997  0.0601029 -0.0191996 -0.0008587  0.0079029 -0.0015643  0.0014211 -0.1595521 -0.3620118  0.0043892 -0.0051001  0.0267008  0.0462991 -0.0367587  0.0031993 -0.0015557 -0.0053817 -0.0007414 -0.0013990  0.0619541  0.1501882 -0.0058256 -0.0035831 -0.0006194  0.0003351  0.0028011 -0.0003879 -0.0039009 -0.0008874  0.0026519  0.0010290 -0.0000227  0.0002506  0.0044980 -0.0022746  0.0000691 -0.0007037 -0.0012806  0.0024823  0.0007748 -0.0004533 -0.0022754  0.0003078  0.0000831 -0.0005823  0.0010094  0.0017159 -0.0306121 -0.0574459 -0.0259735 -0.0032280  0.0031841 -0.0027270 -0.0009674 -0.0003832  0.0390050  0.0380171 -0.0013747 -0.0067521 -0.0001913  0.0003109  0.0018808  0.0013528  0.0006004  0.0000197  0.0008961 -0.0026397  0.0000912 -0.0006059 -0.0160523  0.0087995  0.0004756 -0.0001551
23 3 -0.0512841 -0.0590361 -0.0064964  0.0003246  0.0020243 -0.0063477  0.0021389 -0.0048401  0.0227104  0.0589767  0.0293442  0.0047899  0.0169272  0.0271191 -0.0151235 -0.0143089  0.0018497  0.0029439  0.0168835 -0.0002953 -0.0076021  0.0085239 -0.0207574 -0.0093222  0.0007514  0.0005573  0.0018382  0.0066943 -0.0008603 -0.0004861  0.0011676  0.0001151 -0.0007665 -0.0003041 -0.0024012 -0.0039123 -0.0000122  0.0011948 -0.0000899 -0.0025466  0.0001118  0.0009062 -0.0002118 -0.0000565  0.0006564 -0.0001185  0.0007848 -0.0005410 -0.0006764 -0.0252461  0.0130455  0.0069276  0.0016946  0.0010261 -0.0002418  0.0054589  0.0039470  0.0046358 -0.0166684 -0.0047953 -0.0007822  0.0014882 -0.0001195  0.0009353  0.0009374  0.0004287 -0.0000761  0.0000420  0.0001869  0.0006933  0.0002599 -0.0005756 -0.0001730  0.0016185  0.0001422  0.0000630
24 0 -0.0317835        NaN -0.0051426        NaN -0.0148653        NaN  0.1427015        NaN  0.0755173        NaN  0.0499864        NaN  0.0063714        NaN -0.0014122        NaN  0.0050582        NaN -0.0941831        NaN -0.0322617        NaN -0.0143381        NaN  0.0009902        NaN -0.0037741        NaN -0.0008288        NaN  0.0010644        NaN -0.0009551        NaN  0.0014418        NaN  0.0010518        NaN -0.0003449        NaN  0.0019095        NaN -0.0004406        NaN -0.0007450        NaN -0.0018123        NaN  0.0037871        NaN -0.0042503        NaN -0.0011478        NaN -0.0181887        NaN -0.0159893        NaN -0.0040238        NaN -0.0003594        NaN  0.0008355        NaN  0.0015432        NaN -0.0001730        NaN  0.0001580        NaN -0.0008277        NaN  0.0004205        NaN  0.0001825        NaN
24 1  0.0258286 -0.0279092  0.2591942  0.4894112  0.0851777  0.0067493 -0.0513553  0.0334446 -0.0150133  0.0013704 -0.2320164 -0.4578483 -0.0182195  0.0006066 -0.0377914  0.0000782 -0.0054825 -0.0160442  0.0134945 -0.0112629 -0.0093322  0.0023268  0.1074791  0.1823986 -0.0078371 -0.0048908 -0.0000631 -0.0000915  0.0033173  0.0003884 -0.0045998 -0.0024115  0.0000680  0.0037604 -0.0006515  0.0006923 -0.0010529  0.0037353  0.0008504 -0.0001522  0.0036254  0.0061479 -0.0000407  0.0007856  0.0001781 -0.0009847  0.0012404 -0.0004593  0.0115440 -0.0042108 -0.0378399 -0.0554579  0.0462290 -0.0112081  0.0001358  0.0014916 -0.0114299  0.0025271  0.0510428  0.0855412 -0.0032785  0.0033726 -0.0009851  0.0005631 -0.0007681  0.0039788 -0.0014354  0.0002974 -0.0021771  0.0008665  0.0010388 -0.0004523 -0.0085505 -0.0034924  0.0014116  0.0009552
24 2 -0.1253240 -0.3100010  0.0105649  0.0273494 -0.0075195 -0.0067819 -0.0506295  0.0156994  0.0998262  0.1799587  0.0060920  0.0373948 -0.0163120  0.0488403 -0.0083780 -0.0502626  0.0021273  0.0074238  0.0344304 -0.0166451 -0.0510630 -0.0634161  0.0028166 -0.0529485  0.0005249  0.0015338  0.0020312  0.0102845  0.0030914  0.0006237 -0.0012160  0.0004631 -0.0004867 -0.0012184 -0.0032940 -0.0040372  0.0006576  0.0004930  0.0005734  0.0005221 -0.0018454 -0.0010563  0.0003495 -0.0002056  0.0002517 -0.0011804  0.0016587  0.0027427  0.0102640  0.0022142 -0.0044592  0.0295858 -0.0029454  0.0007744  0.0212922 -0.0014216 -0.0109557  0.0327128 -0.0000891 -0.0376362 -0.0003454  0.0006342 -0.0011292 -0.0007817 -0.0035683 -0.0005228  0.0003487  0.0000368 -0.0001368 -0.0000282  0.0014305 -0.0002655 -0.0010382  0.0067138  0.0002843 -0.0003778
24 3  0.0015632  0.0035147  0.0016557  0.1703768 -0.0207180 -0.0021205  0.0116886  0.0050068 -0.0091090  0.0040855 -0.0751390 -0.0988883 -0.0003979 -0.0035283 -0.0194501 -0.0588654 -0.0133390  0.0076146 -0.0033544 -0.0020681  0.0031995 -0.0086537  0.0316591 -0.0221544 -0.0031886 -0.0031931  0.0002624 -0.0017971 -0.0021928  0.0007121  0.0001780  0.0003303  0.0024239  0.0021175  0.0005795  0.0007531 -0.0029194  0.0007984 -0.0010240  0.0006123 -0.0017072  0.0018521  0.0007012 -0.0008653 -0.0005280  0.0004100 -0.0011776  0.0004980 -0.0004779 -0.0001361 -0.0066252  0.0328856  0.0037677 -0.0012266 -0.0007686  0.0008214 -0.0003791 -0.0030371  0.0065849 -0.0190461  0.0018026  0.0005859  0.0007257 -0.0004078 -0.0011482 -0.0006705 -0.0000875 -0.0000948  0.0000262  0.0024468 -0.0007730  0.0004970  0.0033614 -0.0049326 -0.0002375 -0.0000528
25 0  0.0117934        NaN -0.0353025        NaN -0.0415278        NaN  0.0028580        NaN -0.0266048        NaN -0.0313916        NaN -0.0031503        NaN -0.0188746        NaN  0.0632350        NaN -0.0078081        NaN  0.0035092        NaN  0.0150196        NaN -0.0010594        NaN -0.0011927        NaN -0.0001901        NaN  0.0030513        NaN -0.0024436        NaN -0.0001737        NaN  0.0030113        NaN  0.0001725        NaN -0.0017455        NaN -0.0018607        NaN  0.0005004        NaN  0.0007075        NaN  0.0036314        NaN  0.0036998        NaN  0.0268632        NaN -0.0041539        NaN -0.0004384        NaN  0.0071752        NaN -0.0019011        NaN -0.0004871        NaN -0.0000196        NaN -0.0000631        NaN  0.0010344        NaN  0.0004556        NaN -0.0027228        NaN  0.0015347        NaN
