# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Apr 2019
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2018-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
35 2 -0.0270483  0.0036119 -0.1626973 -0.5491806 -0.0287504  0.0135809  0.0365406 -0.0107364  0.0046421  0.0002935  0.2498573  0.3016977  0.0117372 -0.0005054  0.0000843  0.0940743  0.0082539 -0.0020004 -0.0081500  0.0028566  0.0091983 -0.0016179 -0.1149258 -0.0844594  0.0093391 -0.0005121 -0.0011336 -0.0001523 -0.0020923 -0.0005010  0.0030983  0.0013141 -0.0010473  0.0013929  0.0004999  0.0000323  0.0029395 -0.0010855 -0.0002533 -0.0001606  0.0001106  0.0013689 -0.0003528 -0.0003188 -0.0017518  0.0007387 -0.0005760 -0.0001847 -0.0043073  0.0026022  0.0500546  0.0247509 -0.0119064  0.0024339 -0.0014835  0.0028743  0.0049382 -0.0015841 -0.0712635 -0.0168586  0.0020970 -0.0032786  0.0002414  0.0003258  0.0027279  0.0006720  0.0003249 -0.0002488 -0.0009321 -0.0053167 -0.0002270 -0.0002988 -0.0050065  0.0044999  0.0007116  0.0002832
35 3  0.0518240  0.0385125  0.0643716  0.0900234  0.0004320 -0.0015446  0.0144470  0.0015875 -0.0389173 -0.0222700 -0.0580362 -0.0592824 -0.0156555 -0.0215709  0.0052075 -0.0230388 -0.0023960  0.0000503 -0.0141017  0.0034485  0.0169976 -0.0004242  0.0277555 -0.0047962  0.0013572  0.0020325 -0.0024185 -0.0029518 -0.0006535  0.0002518  0.0002871 -0.0000582 -0.0006094 -0.0006687  0.0019500  0.0043212 -0.0006607  0.0004886 -0.0008397  0.0020797  0.0010965  0.0001039 -0.0002290  0.0000646  0.0005679  0.0009449 -0.0019967  0.0003254  0.0014382  0.0092202 -0.0147835  0.0128480  0.0006574  0.0004532 -0.0050804 -0.0027764 -0.0028374 -0.0111800  0.0187082 -0.0153324  0.0001752  0.0012085  0.0013154 -0.0013273  0.0003367  0.0006801 -0.0002592  0.0000145 -0.0005325  0.0009582 -0.0013916  0.0016470  0.0002127  0.0015859 -0.0000323  0.0002031
36 0  0.0311563        nan -0.0426230        nan  0.0088379        nan -0.1325916        nan -0.0431218        nan -0.0366961        nan -0.0051509        nan  0.0122735        nan  0.0004149        nan  0.0375838        nan  0.0143829        nan  0.0182086        nan -0.0004894        nan  0.0015764        nan  0.0037328        nan -0.0013651        nan  0.0001630        nan -0.0010996        nan -0.0000500        nan -0.0014693        nan -0.0021603        nan  0.0004731        nan -0.0006951        nan -0.0003440        nan -0.0027409        nan -0.0030071        nan -0.0006539        nan -0.0129177        nan  0.0048906        nan  0.0107770        nan -0.0000678        nan  0.0004825        nan  0.0032850        nan -0.0001437        nan  0.0001501        nan -0.0006009        nan  0.0000094        nan  0.0000801        nan
36 1 -0.0195765  0.0172381  0.0534538 -0.1387770 -0.0298112 -0.0029868  0.0396768 -0.0108885  0.0132838 -0.0013701  0.0299418  0.1710556  0.0047567  0.0036859  0.0160871 -0.0025714 -0.0234196 -0.0104063 -0.0133471  0.0043625  0.0031446  0.0039341 -0.0283485 -0.0759933  0.0129307 -0.0062217 -0.0013038  0.0001771 -0.0013833  0.0003091 -0.0021257 -0.0006319  0.0020627 -0.0019706  0.0002072 -0.0005760 -0.0011636  0.0012327 -0.0005489 -0.0000753  0.0032266  0.0033139  0.0013637  0.0000256  0.0006368  0.0010101 -0.0009852  0.0004237 -0.0014893 -0.0013027  0.0102063  0.0234863 -0.0330649 -0.0011003  0.0070073  0.0012887  0.0005977  0.0010702 -0.0155423 -0.0484384 -0.0021999  0.0031121  0.0006293 -0.0004033  0.0013371  0.0026837  0.0005543 -0.0000209 -0.0022702 -0.0014603 -0.0005894  0.0003922 -0.0036345 -0.0037485  0.0011592 -0.0002091
36 2  0.0815180  0.1416210  0.0486711  0.0285384 -0.0010025  0.0036340  0.0385058 -0.0160016 -0.0524809 -0.0185275 -0.0306755 -0.0409551 -0.0090833 -0.0629829 -0.0187414  0.0217491 -0.0013218 -0.0024064 -0.0077407  0.0179970  0.0315508 -0.0074204 -0.0084822  0.0324292 -0.0002039  0.0006287 -0.0023118 -0.0063576 -0.0037192  0.0020259  0.0009747 -0.0003692 -0.0007492  0.0013894  0.0014086  0.0025053  0.0006214  0.0007883  0.0004522  0.0011769  0.0018419 -0.0007651 -0.0002370  0.0001910  0.0007078  0.0001489 -0.0002119 -0.0007877 -0.0135627  0.0137443  0.0077587 -0.0174452  0.0005101 -0.0012008  0.0123100  0.0014095  0.0115379 -0.0232359 -0.0045548  0.0225019 -0.0000830  0.0001841  0.0004383 -0.0000938 -0.0036247 -0.0002926 -0.0001341  0.0000565 -0.0004972  0.0007582 -0.0005273  0.0003818  0.0006295  0.0053696  0.0000293  0.0005639
36 3 -0.0033608 -0.0028803 -0.1607397 -0.2073381  0.0006360 -0.0013052  0.0178569 -0.0123138  0.0037657 -0.0088277  0.1175995  0.1528538  0.0059760 -0.0008839  0.0147678  0.1299453  0.0117632 -0.0026982 -0.0035054  0.0062866  0.0008996  0.0036574 -0.0546936  0.0358092 -0.0013660 -0.0002835  0.0008063  0.0015260  0.0003934  0.0003425  0.0011641  0.0003094 -0.0000291  0.0016125 -0.0001007 -0.0005928 -0.0024096 -0.0008656  0.0006062 -0.0006534 -0.0005413  0.0003420 -0.0008270  0.0004146  0.0014981 -0.0009495  0.0006391 -0.0000966  0.0023332 -0.0011987  0.0233342 -0.0513092  0.0075041 -0.0008603 -0.0049022  0.0045508  0.0018770 -0.0007496 -0.0147912  0.0688091 -0.0006041  0.0002427 -0.0004452  0.0000786 -0.0017191 -0.0002966 -0.0002599 -0.0001287  0.0004879  0.0017247  0.0005791 -0.0001150 -0.0008540 -0.0023084 -0.0001399  0.0006251
37 0 -0.0157177        nan  0.0225905        nan  0.0580257        nan -0.0133002        nan  0.0184081        nan  0.0218100        nan  0.0014952        nan -0.0356649        nan -0.0190943        nan  0.0086732        nan -0.0055226        nan -0.0453608        nan  0.0053815        nan -0.0007076        nan  0.0000483        nan -0.0048264        nan  0.0000140        nan -0.0008816        nan  0.0012936        nan  0.0002694        nan -0.0002113        nan  0.0014846        nan -0.0018171        nan  0.0002715        nan  0.0030359        nan  0.0306557        nan  0.0115279        nan  0.0044497        nan -0.0004389        nan -0.0342108        nan  0.0017076        nan -0.0001150        nan  0.0019853        nan -0.0006321        nan -0.0017908        nan  0.0003476        nan -0.0045811        nan  0.0011466        nan
37 1  0.0113638  0.1213178  0.0324684 -0.0476123 -0.0059588  0.0050882  0.0446603 -0.0349829 -0.0013296 -0.0570342 -0.0221159 -0.0047076 -0.0093019 -0.0394140 -0.0331708  0.0126732 -0.0022140 -0.0033915  0.0133705  0.0032657  0.0057399  0.0207792 -0.0254827  0.0041282 -0.0011862  0.0011357  0.0031248 -0.0005826 -0.0000879 -0.0003273  0.0017475  0.0007087 -0.0003280 -0.0013129 -0.0009965  0.0047322  0.0007701 -0.0000796 -0.0017602  0.0000349 -0.0002386  0.0012687 -0.0006659 -0.0001714 -0.0003713  0.0011217 -0.0008138 -0.0012045 -0.0067549  0.0048620  0.0292995 -0.0018286  0.0008293 -0.0003573  0.0213654  0.0020156  0.0084763  0.0037781 -0.0244150  0.0078484 -0.0002391  0.0013659  0.0009485  0.0003331 -0.0015193  0.0010017  0.0004142 -0.0001086 -0.0005951  0.0004468 -0.0012203 -0.0012736  0.0023930  0.0022707 -0.0001494  0.0003126
37 2 -0.0052787  0.0005585 -0.2224433 -0.3320822 -0.0339530  0.0035730  0.0295423  0.0124714 -0.0024104  0.0019172  0.1898240  0.0917195  0.0087645 -0.0005411  0.0529032  0.1564364  0.0122845 -0.0032215 -0.0057411 -0.0021285  0.0092403  0.0001326 -0.0504113  0.0251097 -0.0050881  0.0055243  0.0017310 -0.0000777  0.0015522  0.0006066  0.0029984  0.0004665  0.0002252 -0.0001588  0.0000490  0.0007819 -0.0030700  0.0002193  0.0005292  0.0008612 -0.0001242 -0.0012216 -0.0007849 -0.0001727  0.0019278 -0.0008561  0.0004590  0.0008192 -0.0043764 -0.0010721  0.0156050 -0.0224925 -0.0044375 -0.0016426 -0.0058516  0.0032676  0.0043882  0.0016045 -0.0239077  0.0539889 -0.0024603  0.0030897 -0.0008362 -0.0006563 -0.0023067 -0.0006188  0.0002215 -0.0003090  0.0011770  0.0043863  0.0007570  0.0006306  0.0042105 -0.0039718 -0.0010486  0.0001707
37 3  0.0183854  0.0140374  0.0561784  0.0906701 -0.0000597 -0.0023286 -0.0115192 -0.0078816 -0.0123111  0.0027978 -0.0498338 -0.0636215 -0.0225672 -0.0172196  0.0023309 -0.0527015 -0.0011191  0.0002870 -0.0083880  0.0054645  0.0005528 -0.0181790  0.0252941 -0.0325682 -0.0015765 -0.0020143 -0.0018157 -0.0036187 -0.0004222 -0.0004331  0.0003444 -0.0003266  0.0008842  0.0000433  0.0008424  0.0017181  0.0002305 -0.0002261 -0.0005649  0.0035856 -0.0001250 -0.0002360 -0.0001040  0.0000465 -0.0012595 -0.0006064 -0.0013583  0.0024018  0.0040420  0.0087299 -0.0145494  0.0317276 -0.0001281 -0.0002678 -0.0011652 -0.0002504 -0.0093958 -0.0189643  0.0179415 -0.0346651  0.0001644 -0.0010491  0.0010205 -0.0024976  0.0002872 -0.0005877 -0.0002749  0.0001248  0.0002188 -0.0007436 -0.0009151  0.0030683 -0.0001582 -0.0016494 -0.0001907 -0.0002242
38 0  0.0406146        nan -0.0082800        nan  0.0085241        nan -0.1049886        nan -0.0352281        nan -0.0371635        nan -0.0091912        nan -0.0011942        nan -0.0000903        nan  0.0331330        nan  0.0097257        nan  0.0076069        nan  0.0006117        nan -0.0002904        nan  0.0016673        nan -0.0015489        nan -0.0007325        nan  0.0003865        nan  0.0001597        nan -0.0012331        nan  0.0000884        nan  0.0006075        nan  0.0007661        nan -0.0012429        nan -0.0043977        nan  0.0052410        nan -0.0007193        nan -0.0071057        nan  0.0055410        nan  0.0009313        nan -0.0001238        nan  0.0006417        nan -0.0020334        nan  0.0000437        nan  0.0000996        nan -0.0007160        nan  0.0003876        nan -0.0001284        nan
38 1 -0.0041036  0.0060664 -0.0084256 -0.0630785 -0.0645185  0.0285303  0.0393590 -0.0151936 -0.0010927 -0.0002615 -0.0461611  0.1093119  0.0138375 -0.0021441  0.0200871  0.0292894  0.0221802 -0.0015162 -0.0138546  0.0047616  0.0065159  0.0064782  0.0199765 -0.0158766 -0.0144915  0.0111413  0.0006906 -0.0002681  0.0008834  0.0001961 -0.0003502 -0.0006765  0.0002382  0.0003285  0.0001333 -0.0010311  0.0024985 -0.0017386 -0.0006173 -0.0002651 -0.0029398 -0.0028751  0.0005495  0.0001887  0.0000072 -0.0005516 -0.0008822  0.0002477 -0.0065917 -0.0055622 -0.0022782 -0.0058951 -0.0169301  0.0011503  0.0042707  0.0016265  0.0057713  0.0039426  0.0036600 -0.0129281  0.0004014 -0.0021918  0.0007200 -0.0002427 -0.0011366 -0.0023983  0.0008365  0.0000502  0.0036828  0.0015069 -0.0006957  0.0003864  0.0030409  0.0034178 -0.0014653 -0.0006997
38 2  0.0473762  0.0676429  0.0347368  0.0463498 -0.0022644 -0.0041074  0.0556769 -0.0075812 -0.0227822  0.0605838 -0.0291888 -0.0430635 -0.0158656 -0.0589010 -0.0084195  0.0072782  0.0003472 -0.0002766 -0.0184563  0.0135572  0.0137301 -0.0401650  0.0045698  0.0283551  0.0004231  0.0003227 -0.0027277 -0.0079376 -0.0025285 -0.0013827  0.0013260 -0.0001735 -0.0005489 -0.0026764  0.0023935  0.0002188 -0.0004443 -0.0009013  0.0002575  0.0018662  0.0003154  0.0007164 -0.0001414  0.0001937 -0.0005040 -0.0001674 -0.0006169  0.0006325 -0.0067933  0.0154073 -0.0061226 -0.0169374 -0.0007986 -0.0005566  0.0075187  0.0010768  0.0038380 -0.0371415  0.0085192  0.0193210  0.0003100  0.0000898  0.0004478 -0.0008747  0.0033341  0.0004257 -0.0003361  0.0001095  0.0003956 -0.0007782 -0.0007460  0.0014684 -0.0006132 -0.0049738 -0.0002277 -0.0000882
38 3  0.0025056  0.0024610 -0.0671529 -0.1123587  0.0031236  0.0007145  0.0138725 -0.0091086 -0.0092369 -0.0033375  0.0411950 -0.0226538 -0.0030428 -0.0034618  0.0354792  0.1470412  0.0009755  0.0020909 -0.0040410  0.0048089  0.0028197 -0.0040104 -0.0068997  0.1054812  0.0030190 -0.0005677 -0.0002643  0.0020094 -0.0007956 -0.0004967  0.0008167 -0.0003330  0.0001910 -0.0005273 -0.0004405 -0.0003395  0.0001200  0.0003854  0.0004187 -0.0010218  0.0004630 -0.0003678 -0.0004475  0.0003297 -0.0031007  0.0003086  0.0004055 -0.0006847 -0.0029999  0.0043820  0.0007507 -0.0741346  0.0014693  0.0011516 -0.0029899  0.0025099 -0.0003757 -0.0024689  0.0151630  0.0952277  0.0017866  0.0000679 -0.0003295  0.0004621  0.0016348  0.0002963 -0.0005060 -0.0000614 -0.0018396 -0.0021827  0.0005247 -0.0005027  0.0009035  0.0019884  0.0001954  0.0007141
39 0 -0.0139900        nan -0.0998378        nan  0.0284111        nan -0.0149684        nan  0.0093392        nan  0.0375413        nan  0.0042598        nan -0.0293403        nan -0.0155061        nan  0.0069399        nan -0.0014689        nan -0.0458969        nan -0.0050258        nan  0.0006287        nan  0.0010364        nan -0.0042889        nan -0.0018949        nan -0.0007040        nan -0.0001118        nan  0.0003801        nan -0.0001922        nan  0.0014761        nan  0.0018622        nan  0.0006629        nan -0.0048705        nan  0.0348239        nan  0.0000606        nan  0.0062880        nan  0.0009073        nan -0.0386473        nan -0.0013384        nan -0.0002131        nan -0.0019731        nan -0.0004719        nan  0.0018317        nan  0.0003680        nan  0.0042364        nan -0.0005992        nan
39 1  0.0076669  0.0911347 -0.0176977 -0.0355325 -0.0097439  0.0030598  0.1001282 -0.0162039  0.0151476  0.0040521 -0.0066642 -0.0325619 -0.0078798 -0.0326726 -0.0258213  0.0061346  0.0012145  0.0001714 -0.0270111  0.0145205 -0.0036899 -0.0129630 -0.0250041  0.0020157  0.0006531  0.0002723 -0.0012345 -0.0050151 -0.0021169  0.0008110  0.0028898  0.0004640  0.0001870 -0.0005674 -0.0003028  0.0040529 -0.0006823 -0.0007050 -0.0023381  0.0013046  0.0003061 -0.0009798 -0.0010061 -0.0002925  0.0002142 -0.0015364 -0.0019446  0.0004768 -0.0053826  0.0077797  0.0254505  0.0061134  0.0011594 -0.0013252  0.0153759  0.0070206  0.0055404 -0.0057416 -0.0205773  0.0028282  0.0003940 -0.0007760  0.0020685 -0.0007001 -0.0000650 -0.0006003  0.0002569 -0.0001044  0.0003054 -0.0007868 -0.0021281 -0.0002730 -0.0019544 -0.0017754 -0.0002369 -0.0001328
39 2  0.0015202 -0.0030348 -0.0543523 -0.1676551 -0.0387091  0.0106168  0.0249979  0.0134795 -0.0094965 -0.0008572  0.0788465 -0.1363443  0.0040976 -0.0028828  0.0814350  0.1399695  0.0154746 -0.0016489 -0.0034967 -0.0012225  0.0058787 -0.0015967  0.0246426  0.0976106  0.0056012 -0.0027754 -0.0000003 -0.0000688 -0.0022278 -0.0008178  0.0037990 -0.0005968  0.0013678  0.0028493 -0.0000431  0.0002802  0.0024680 -0.0003699  0.0007127  0.0010700  0.0002588  0.0009326 -0.0012022  0.0000502 -0.0021912  0.0006236  0.0005382  0.0009246 -0.0004297  0.0007904 -0.0243705 -0.0404509 -0.0018664  0.0029427 -0.0077942  0.0014567  0.0022759 -0.0020745  0.0240466  0.0830008  0.0022324 -0.0027991 -0.0010712 -0.0005518  0.0022334  0.0006010 -0.0000583 -0.0001721 -0.0012084 -0.0043875  0.0010900  0.0007386 -0.0031429  0.0034923  0.0001381  0.0004882
39 3 -0.0207163 -0.0235075  0.0479070  0.1347353 -0.0030429 -0.0056481 -0.0202861 -0.0056621  0.0233122  0.0307065 -0.0186387 -0.0265378 -0.0205029 -0.0220292 -0.0104674 -0.0691251  0.0003984  0.0010153 -0.0016178  0.0047575 -0.0124620 -0.0157902  0.0041525 -0.0520765  0.0017005  0.0022793 -0.0011694  0.0015147  0.0000981  0.0004391 -0.0005019  0.0002500 -0.0008440 -0.0007143 -0.0003966 -0.0022292 -0.0006948 -0.0000437  0.0000921  0.0035822  0.0007367  0.0000723 -0.0000161 -0.0000328  0.0005856  0.0004847 -0.0002571  0.0036954  0.0076973  0.0103317 -0.0035795  0.0358065 -0.0004089  0.0007704  0.0004133 -0.0012693 -0.0108963 -0.0102413  0.0029895 -0.0472994  0.0002464  0.0011050  0.0005317 -0.0027470  0.0003393  0.0005362 -0.0000351  0.0001125 -0.0006503  0.0004085 -0.0001734  0.0034274  0.0003363  0.0013523 -0.0000274 -0.0002662
40 0  0.0288161        nan  0.0217585        nan  0.0055594        nan -0.0912840        nan -0.0234301        nan -0.0257569        nan -0.0056417        nan  0.0020467        nan  0.0005334        nan  0.0306345        nan  0.0054813        nan  0.0160737        nan -0.0002583        nan -0.0021230        nan  0.0031704        nan -0.0009747        nan  0.0000247        nan  0.0021282        nan -0.0007235        nan -0.0010429        nan -0.0019826        nan  0.0006002        nan -0.0012758        nan -0.0021312        nan -0.0020844        nan -0.0052988        nan -0.0006007        nan  0.0009171        nan  0.0037148        nan  0.0097278        nan  0.0005489        nan  0.0010665        nan  0.0023302        nan  0.0001343        nan -0.0004786        nan -0.0012771        nan -0.0001788        nan -0.0000929        nan
40 1 -0.0021291  0.0160796  0.1030043 -0.1136816 -0.0877033  0.0089293  0.0469969 -0.0009987 -0.0018207 -0.0044692 -0.0415778  0.0612703  0.0058810  0.0004688  0.0163936  0.0311571  0.0273870 -0.0055460 -0.0163062  0.0019114  0.0101005 -0.0010895  0.0360734  0.0085496  0.0138904 -0.0063263 -0.0003134 -0.0020489 -0.0017830 -0.0000547  0.0020450 -0.0005052  0.0015193 -0.0006737 -0.0004882 -0.0016815 -0.0002901  0.0009970 -0.0009371 -0.0002524  0.0024304  0.0022254 -0.0002944  0.0002869  0.0010226  0.0006969 -0.0008773 -0.0000517 -0.0045647 -0.0030605 -0.0132746 -0.0137328 -0.0235341 -0.0003008  0.0029416 -0.0019347  0.0036349  0.0021065  0.0147588  0.0004461 -0.0018153  0.0024588  0.0008129  0.0002910  0.0010707  0.0019558  0.0008569  0.0001244 -0.0015593 -0.0013274 -0.0007577  0.0000697 -0.0026125 -0.0029559  0.0007490  0.0000749
40 2  0.0043326 -0.0219368  0.0453003  0.1039722 -0.0033126 -0.0116654  0.0646521  0.0021785  0.0092179  0.1103270 -0.0046222 -0.0317344 -0.0138212 -0.0417762  0.0057701  0.0020263  0.0017898  0.0016229 -0.0268102  0.0083626 -0.0037717 -0.0437260  0.0168907  0.0285260  0.0005280  0.0009427 -0.0028924 -0.0007657 -0.0032989  0.0028701  0.0009716  0.0006971 -0.0008531  0.0014937  0.0023793 -0.0022882  0.0002851 -0.0000664 -0.0002046  0.0017246  0.0019637 -0.0008794 -0.0000662  0.0000007  0.0006127 -0.0002803 -0.0011060  0.0015896 -0.0012630  0.0159636 -0.0236160 -0.0208793  0.0006838  0.0006431  0.0017968 -0.0000257 -0.0028983 -0.0292764  0.0217531  0.0186050 -0.0000687  0.0004758  0.0009007 -0.0008713 -0.0028924 -0.0003204 -0.0004101  0.0000592 -0.0005729  0.0001090 -0.0011743  0.0016562  0.0008356  0.0040367  0.0001980  0.0001958
40 3  0.0079406 -0.0010139 -0.0518995  0.1352726  0.0163751 -0.0050852 -0.0130983  0.0130219 -0.0087452 -0.0020968 -0.0602174 -0.1985113  0.0006885 -0.0005221  0.0529608  0.1200210  0.0011092 -0.0025196 -0.0002679 -0.0020748  0.0004543  0.0015320  0.0597274  0.1562771 -0.0043503 -0.0011894  0.0011600  0.0007482  0.0008415  0.0003228 -0.0012958 -0.0013707  0.0025657  0.0020111 -0.0013491  0.0016327 -0.0012554 -0.0006433  0.0000279 -0.0007728 -0.0003256  0.0003787  0.0000901  0.0002789  0.0011172 -0.0009478  0.0002104 -0.0009303  0.0033231 -0.0006964 -0.0334479 -0.0896146  0.0051131 -0.0013125 -0.0001872  0.0021379  0.0014649 -0.0008616  0.0566999  0.1108858 -0.0008579  0.0002238 -0.0001021  0.0003579 -0.0014436 -0.0002459 -0.0003413  0.0000128  0.0004903  0.0013171  0.0002783 -0.0007046 -0.0008764 -0.0016578 -0.0000369  0.0006092
41 0 -0.0051862        nan -0.0158545        nan  0.0104852        nan  0.0028146        nan  0.0063791        nan  0.0492162        nan  0.0033216        nan -0.0257041        nan -0.0092401        nan -0.0017800        nan -0.0013627        nan -0.0429251        nan  0.0075413        nan  0.0002772        nan  0.0004639        nan -0.0035766        nan -0.0009515        nan -0.0010515        nan  0.0007650        nan  0.0006671        nan -0.0000924        nan  0.0013672        nan -0.0003085        nan  0.0013967        nan  0.0002617        nan  0.0273828        nan -0.0012483        nan  0.0064567        nan  0.0026082        nan -0.0329498        nan  0.0006974        nan -0.0006659        nan  0.0016683        nan -0.0002489        nan -0.0010552        nan  0.0008095        nan -0.0037384        nan  0.0011691        nan
41 1  0.0076645  0.0670780 -0.0139282 -0.0126559 -0.0100511  0.0015660  0.1352205 -0.0251990  0.0208010  0.0345482  0.0075730 -0.0551829 -0.0041630 -0.0253567 -0.0325306  0.0216080  0.0012475  0.0000443 -0.0394630 -0.0004770 -0.0088854 -0.0228730 -0.0380726  0.0296453 -0.0004352  0.0010153  0.0001841 -0.0006044 -0.0012823  0.0002696  0.0028237  0.0011720 -0.0008912 -0.0000570  0.0019456  0.0022831  0.0008491 -0.0002592 -0.0017162  0.0014041  0.0004919  0.0007701 -0.0010793 -0.0004695  0.0001006  0.0007868 -0.0016718  0.0009524 -0.0063656  0.0106427  0.0316993 -0.0108875  0.0001312 -0.0005697  0.0126791  0.0030434  0.0045513 -0.0085093 -0.0288694  0.0221953 -0.0005767  0.0013253  0.0010010 -0.0007370 -0.0015913  0.0007977  0.0002084 -0.0001204 -0.0001311  0.0000887 -0.0012514  0.0001555  0.0021805  0.0016783  0.0001373  0.0001434
41 2 -0.0010704  0.0058764 -0.0666259  0.1107380 -0.0369839 -0.0042042  0.0023829  0.0202896 -0.0091101 -0.0005255 -0.0412392 -0.2738203  0.0020561  0.0017478  0.0786572  0.0897175  0.0163358 -0.0017975  0.0025478 -0.0034233  0.0051325  0.0003008  0.0783180  0.1323679 -0.0055291  0.0038424  0.0015456  0.0007420  0.0019194  0.0005792  0.0026637 -0.0015321  0.0008956 -0.0001190 -0.0009422  0.0008657 -0.0015384 -0.0002739  0.0007882  0.0005333 -0.0001709 -0.0007493 -0.0012629  0.0003168  0.0022486 -0.0009266  0.0008754  0.0002264 -0.0003376  0.0013729 -0.0420187 -0.0466303  0.0025798 -0.0030880 -0.0090234  0.0024674  0.0012538  0.0015781  0.0507127  0.0888215 -0.0024475  0.0024817 -0.0010274 -0.0002637 -0.0018337 -0.0004590 -0.0000613 -0.0000617  0.0014188  0.0031722  0.0010716  0.0003877  0.0024718 -0.0030348 -0.0010335  0.0000127
41 3 -0.0470539 -0.0491041  0.0097573  0.0731631 -0.0000003 -0.0058997 -0.0310611 -0.0183676  0.0446798  0.0432190  0.0120125  0.0152463 -0.0099008  0.0009680 -0.0087398 -0.0608748  0.0013139  0.0015797  0.0040450  0.0013859 -0.0257639 -0.0215704 -0.0083726 -0.0564020 -0.0010240 -0.0018024 -0.0006531  0.0014177  0.0008489 -0.0003874 -0.0005964  0.0004166  0.0001760  0.0001675 -0.0016596 -0.0051955  0.0003190 -0.0002956  0.0008767  0.0031825 -0.0005667 -0.0000838  0.0000285  0.0000499 -0.0007024 -0.0006945  0.0009722  0.0043303  0.0088437  0.0057735 -0.0000078  0.0339688 -0.0003539  0.0004311  0.0022439  0.0004198 -0.0119148 -0.0126003 -0.0023238 -0.0443595  0.0000018 -0.0005780 -0.0003469 -0.0024497  0.0002413 -0.0004719 -0.0000135  0.0000047  0.0004573 -0.0006647  0.0009724  0.0033974 -0.0002211 -0.0013883 -0.0001001 -0.0006332
42 0  0.0172465        nan  0.0585243        nan  0.0049540        nan -0.0473976        nan -0.0100553        nan -0.0159588        nan -0.0043693        nan -0.0095639        nan -0.0014864        nan  0.0222037        nan  0.0008629        nan  0.0039444        nan  0.0007714        nan -0.0029643        nan  0.0002077        nan -0.0009288        nan -0.0009072        nan  0.0015912        nan  0.0002150        nan  0.0004002        nan  0.0005415        nan  0.0004781        nan  0.0006622        nan -0.0009503        nan -0.0022626        nan  0.0042406        nan -0.0003618        nan  0.0046376        nan  0.0019692        nan -0.0029738        nan -0.0002479        nan  0.0002945        nan -0.0023553        nan  0.0003509        nan  0.0002477        nan -0.0001921        nan  0.0002538        nan -0.0003994        nan
42 1 -0.0004872  0.0089472 -0.0560013 -0.0639550 -0.0763957  0.0315684  0.0379061 -0.0048189 -0.0172754 -0.0038538 -0.0282769  0.0278897  0.0114465 -0.0022206  0.0044876  0.0429617  0.0342154 -0.0082302 -0.0129901  0.0015526  0.0107323  0.0013659  0.0261294  0.0358194 -0.0115960  0.0097421  0.0009256 -0.0016485  0.0008267  0.0005490  0.0040145 -0.0003806 -0.0020227  0.0013539 -0.0001685 -0.0009002  0.0023731 -0.0021045 -0.0011470 -0.0002553 -0.0019448 -0.0017563 -0.0009799  0.0002551  0.0008922 -0.0015119 -0.0010067 -0.0002771 -0.0031882 -0.0010873  0.0032500 -0.0253054 -0.0084400 -0.0010914  0.0000900 -0.0008945  0.0050461  0.0015547 -0.0000178  0.0190003 -0.0002054 -0.0011802  0.0010066  0.0003363 -0.0009267 -0.0017270  0.0006287  0.0002009  0.0034215  0.0007147 -0.0010795  0.0000028  0.0021075  0.0025366 -0.0010358 -0.0003730
