# Sherical harmonic coefficients for the Average Magnetic field and Polar current System (AMPS) model
# Produced Apr 2019
#
# Based on magnetic field measurements from CHAMP (2001-08 to 2010-09) and Swarm (2013-12 to 2018-09).
# Reference: Laundal et al., "Solar wind and seasonal influence on ionospheric currents", Journal of Geophysical Research - Space Physics, doi:10.1029/2018JA025387, 2018
#
# Coefficient unit: nT
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T) and 45, 3 (for V)
# 
# column names:
# n m tor_c_const tor_s_const pol_c_const pol_s_const tor_c_sinca tor_s_sinca pol_c_sinca pol_s_sinca tor_c_cosca tor_s_cosca pol_c_cosca pol_s_cosca tor_c_epsilon tor_s_epsilon pol_c_epsilon pol_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca pol_c_epsilon_sinca pol_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca pol_c_epsilon_cosca pol_s_epsilon_cosca tor_c_tilt tor_s_tilt pol_c_tilt pol_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca pol_c_tilt_sinca pol_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca pol_c_tilt_cosca pol_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon pol_c_tilt_epsilon pol_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca pol_c_tilt_epsilon_sinca pol_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca pol_c_tilt_epsilon_cosca pol_s_tilt_epsilon_cosca tor_c_tau tor_s_tau pol_c_tau pol_s_tau tor_c_tau_sinca tor_s_tau_sinca pol_c_tau_sinca pol_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca pol_c_tau_cosca pol_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau pol_c_tilt_tau pol_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca pol_c_tilt_tau_sinca pol_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca pol_c_tilt_tau_cosca pol_s_tilt_tau_cosca tor_c_f107 tor_s_f107 pol_c_f107 pol_s_f107
15 3 -0.0230788  0.0193084  0.0029740  0.0342625  0.0007868  0.0012979 -0.0166537  0.0124357  0.0365505 -0.0102547  0.0089262  0.0054048 -0.0258399  0.0292609 -0.0083994 -0.0000252  0.0002098  0.0003385  0.0010046 -0.0056485 -0.0241093  0.0148707 -0.0043413  0.0035998 -0.0017584 -0.0006421 -0.0004591 -0.0010204  0.0021763 -0.0001139 -0.0007212 -0.0000134  0.0017954  0.0007443  0.0001980 -0.0009775 -0.0006213  0.0014221  0.0009226  0.0018564 -0.0011814  0.0002917  0.0003077  0.0000519 -0.0012923  0.0004026  0.0002388  0.0009745  0.0114431 -0.0121760  0.0064105 -0.0035209  0.0003881 -0.0019492 -0.0032887 -0.0011544 -0.0103414  0.0063642 -0.0077501  0.0005948  0.0000602  0.0032006 -0.0000133 -0.0003154  0.0012796  0.0008438  0.0001154  0.0000102  0.0003196  0.0014934  0.0000648  0.0008253 -0.0004069  0.0021993 -0.0001991  0.0002807
16 0  0.0865921        nan  0.0048497        nan -0.0079366        nan  0.1438444        nan -0.0764864        nan -0.0581264        nan -0.0534065        nan -0.0205006        nan -0.0052169        nan  0.0255544        nan  0.0423928        nan -0.0018959        nan -0.0004862        nan  0.0016551        nan -0.0071033        nan  0.0009076        nan -0.0004040        nan -0.0000581        nan  0.0016960        nan -0.0020352        nan  0.0007127        nan  0.0003268        nan -0.0001535        nan -0.0000822        nan -0.0209100        nan  0.0183187        nan -0.0033968        nan  0.0572045        nan  0.0225428        nan -0.0108785        nan -0.0002594        nan -0.0001194        nan -0.0031842        nan  0.0001107        nan -0.0005311        nan -0.0005874        nan  0.0033610        nan -0.0000126        nan
16 1  0.0312383  0.0030004 -0.2521076 -0.7559812 -0.0458527  0.0385371 -0.0119632 -0.0403500 -0.0075041 -0.0224160  0.3579447  0.5983153  0.0052141 -0.0037730  0.1247189  0.2342356  0.1212752  0.0124814 -0.0075608  0.0185342 -0.0079912  0.0194448 -0.1113607 -0.1598407 -0.0288417  0.0285354 -0.0013685  0.0004559  0.0036330  0.0020755  0.0080467  0.0011813 -0.0069057 -0.0022712  0.0015618 -0.0001829 -0.0062428 -0.0031065 -0.0000836  0.0007479  0.0039116  0.0051444 -0.0047524 -0.0005393  0.0025737  0.0044521 -0.0007700  0.0013724  0.0066692 -0.0041150  0.0385259  0.0536759  0.0735261  0.0119366 -0.0034119  0.0107346 -0.0056930  0.0040401 -0.0326490 -0.0197625 -0.0069109 -0.0025632 -0.0000188 -0.0012034  0.0000507  0.0034891 -0.0014944  0.0000201 -0.0008279  0.0016167 -0.0001479  0.0012550 -0.0095670  0.0018571  0.0014230  0.0007611
16 2  0.0711888  0.0275414  0.0132130  0.0784982  0.0039180  0.0013433 -0.0395878 -0.0156862 -0.0888711 -0.0389261 -0.0184879 -0.0368861 -0.0303838 -0.1291458 -0.0230113  0.0044350 -0.0063390 -0.0003999 -0.0073384  0.0106162  0.0444205 -0.0628694 -0.0205027  0.0127916 -0.0011318 -0.0000872 -0.0041209  0.0007439 -0.0013787 -0.0012633 -0.0009811 -0.0005088  0.0002831 -0.0013593  0.0050204 -0.0009390 -0.0004519  0.0016647  0.0008018  0.0048064  0.0000720 -0.0014478  0.0000993  0.0000729 -0.0002998 -0.0016038 -0.0017183  0.0025898 -0.0199743  0.0623379  0.0247921  0.0047457 -0.0055424 -0.0016629  0.0083357  0.0000396  0.0115451 -0.0454433 -0.0246015 -0.0077101  0.0001081  0.0014581  0.0004943 -0.0023938 -0.0002928 -0.0006531 -0.0000566 -0.0000384  0.0008517  0.0007453 -0.0004688  0.0021695 -0.0021711  0.0088461  0.0004218  0.0003926
16 3 -0.0018510  0.0039411 -0.1068557 -0.0064990  0.0096231  0.0031612 -0.0264271  0.0058788 -0.0107968 -0.0014440  0.0179626  0.0107169 -0.0124092 -0.0030569  0.0193444  0.0249762 -0.0113120  0.0053471  0.0116769  0.0023048  0.0037087 -0.0025227  0.0029397  0.0075622  0.0112841 -0.0010070  0.0000210  0.0008486 -0.0021785 -0.0004685 -0.0013308 -0.0000063 -0.0023837  0.0018582 -0.0004772 -0.0003625 -0.0028489 -0.0007926  0.0003731 -0.0002161 -0.0010151 -0.0000116  0.0004059  0.0001187  0.0010347 -0.0011234  0.0005078 -0.0000194 -0.0078810  0.0033324 -0.0091845 -0.0025823 -0.0047681  0.0040024  0.0012564  0.0020487 -0.0030577 -0.0055356  0.0049399  0.0122492  0.0006936  0.0005818  0.0000934 -0.0002046 -0.0006102 -0.0005135  0.0001398  0.0001412  0.0005114  0.0014792  0.0000922  0.0001013  0.0049623 -0.0046909 -0.0000310  0.0000979
17 0 -0.0135172        nan  0.0704607        nan -0.1710250        nan  0.0275132        nan  0.0301451        nan  0.1014418        nan  0.0257202        nan  0.0483028        nan  0.0203065        nan -0.0066063        nan  0.0152309        nan -0.0183110        nan -0.0094914        nan  0.0000870        nan  0.0003428        nan  0.0070428        nan  0.0007815        nan  0.0001786        nan  0.0026893        nan -0.0005050        nan -0.0011946        nan -0.0006554        nan  0.0007828        nan -0.0009096        nan -0.0209698        nan -0.0170985        nan -0.0730576        nan  0.0035250        nan  0.0098471        nan -0.0024676        nan -0.0029930        nan  0.0004067        nan -0.0001798        nan  0.0015925        nan  0.0029286        nan -0.0004779        nan -0.0016821        nan -0.0000260        nan
17 1  0.0669548  0.5103806  0.0028083  0.0136068  0.0073461  0.0069442  0.0681972 -0.0582094 -0.0634967 -0.2904260  0.0237030 -0.0110270 -0.0259665 -0.2953292 -0.0233385  0.0121597 -0.0030812 -0.0185244 -0.0566965  0.0228489  0.0383541  0.1220762 -0.0233977  0.0070518  0.0017288  0.0015618  0.0014424 -0.0047652 -0.0056081 -0.0010669 -0.0000509  0.0000969  0.0004249 -0.0019549  0.0019606  0.0043952  0.0001695  0.0004274 -0.0001180  0.0042645  0.0041000  0.0008035 -0.0004273  0.0000250  0.0002808 -0.0018292 -0.0002769 -0.0002500 -0.0231487 -0.0513153  0.0035226 -0.0029184  0.0050227 -0.0051006 -0.0388418  0.0154853  0.0085685 -0.0060370 -0.0125061  0.0068974 -0.0000364  0.0016437  0.0007270 -0.0002079  0.0045188  0.0004569 -0.0002465  0.0001185  0.0005611 -0.0004026 -0.0005654  0.0015583 -0.0020272  0.0010128  0.0002081  0.0001269
17 2 -0.0715660 -0.0070640 -0.2847570 -0.1021003  0.0340065 -0.0012427 -0.0283855  0.0081370  0.0119754  0.0068563  0.2376618  0.0801453  0.0114641  0.0005805  0.0844530  0.2332405 -0.0107593  0.0020575  0.0099901 -0.0020348  0.0057508 -0.0037287 -0.0688858  0.0466897  0.0135466 -0.0049024  0.0026880  0.0004163 -0.0040143 -0.0007792  0.0013052  0.0003437  0.0005447  0.0041723  0.0003146  0.0006418 -0.0043672 -0.0012636  0.0001930  0.0003894  0.0003506 -0.0023112 -0.0013279  0.0000629  0.0009190 -0.0048642  0.0003915  0.0004265 -0.0043965 -0.0009186  0.0152809 -0.0446057 -0.0243631  0.0038918  0.0025978  0.0025628  0.0089406  0.0008454 -0.0126763  0.0460367  0.0011928  0.0060375 -0.0005629 -0.0004063 -0.0015390 -0.0009847 -0.0004575 -0.0001514 -0.0009339  0.0025402  0.0003692  0.0000699  0.0160742 -0.0081917 -0.0011700  0.0006986
17 3 -0.0109954  0.0223200 -0.0008342  0.0097020  0.0067637 -0.0009261 -0.0265188  0.0002360  0.0251551 -0.0030706  0.0009163 -0.0156253 -0.0151107  0.0162018 -0.0117882 -0.0072940 -0.0025145  0.0013549  0.0068982 -0.0041309 -0.0126470  0.0207707 -0.0095617  0.0007699  0.0012988  0.0009418 -0.0005597 -0.0020353  0.0011130 -0.0003291 -0.0007541  0.0001693 -0.0001000 -0.0005163 -0.0002872 -0.0025372 -0.0003883 -0.0013256  0.0012484  0.0015325 -0.0012587 -0.0002757  0.0003346 -0.0000726 -0.0002500 -0.0003286  0.0003938  0.0013861  0.0067939 -0.0133539  0.0105742  0.0044172  0.0010602 -0.0011583  0.0001450  0.0049675 -0.0023819  0.0098296 -0.0100293 -0.0027015  0.0004211 -0.0033620 -0.0000771 -0.0002744 -0.0014939 -0.0010706  0.0000993 -0.0000103 -0.0010570 -0.0013850  0.0001739  0.0009499 -0.0000380 -0.0022181 -0.0002980 -0.0001798
18 0  0.0968504        nan  0.0405195        nan -0.0164060        nan  0.2299002        nan -0.0224346        nan -0.0378816        nan -0.0503814        nan -0.0192902        nan -0.0008673        nan -0.0521203        nan  0.0165437        nan -0.0019753        nan -0.0009740        nan -0.0025329        nan -0.0055681        nan  0.0009844        nan  0.0000172        nan  0.0006842        nan -0.0010279        nan -0.0018437        nan  0.0006537        nan  0.0001774        nan  0.0006842        nan -0.0006282        nan -0.0187529        nan  0.0119923        nan -0.0026802        nan  0.0296689        nan  0.0128812        nan -0.0093716        nan  0.0003155        nan -0.0000194        nan -0.0021067        nan  0.0001334        nan  0.0003172        nan -0.0003988        nan -0.0007988        nan  0.0000501        nan
18 1  0.0005991  0.0576353 -0.2162567 -0.3915494 -0.0004104  0.0128857 -0.0220711 -0.0031260 -0.0167242 -0.0192860  0.1937473  0.2975805 -0.0027851 -0.0001578  0.1567040  0.3267062  0.0448249 -0.0392262  0.0001329  0.0121151  0.0091129  0.0089079 -0.0397840 -0.0278998  0.0228341 -0.0179659  0.0007464 -0.0002443 -0.0038559 -0.0029162  0.0059775 -0.0002875  0.0023802  0.0029614  0.0011434  0.0006441  0.0017951 -0.0025500 -0.0002239  0.0009222 -0.0039178 -0.0058897 -0.0049528 -0.0003755 -0.0003615 -0.0022339 -0.0008726  0.0015137  0.0093748 -0.0015628  0.0261440 -0.0018168  0.0452375 -0.0082721 -0.0066682  0.0109964 -0.0011113 -0.0000183 -0.0044504  0.0504854  0.0054844  0.0001839 -0.0000927 -0.0012766  0.0002750 -0.0035440 -0.0019527  0.0000311  0.0014732 -0.0025863 -0.0001516  0.0012638  0.0093687 -0.0007373 -0.0017445  0.0005949
18 2  0.0703014 -0.0613080  0.0342899  0.0677565  0.0019563 -0.0082844 -0.0775533 -0.0262144 -0.0555860  0.0393251 -0.0339285 -0.0366448 -0.0574828 -0.1291992 -0.0224018 -0.0205136 -0.0051386  0.0008005  0.0198857  0.0102915  0.0230742 -0.0684899 -0.0123258 -0.0028425 -0.0002548 -0.0005689 -0.0045630  0.0013768 -0.0000556  0.0023814 -0.0019496 -0.0007624 -0.0008336  0.0010695  0.0038726 -0.0037809  0.0004302 -0.0015628  0.0015577  0.0036824  0.0019040  0.0012589  0.0003652  0.0001805 -0.0002913  0.0013496 -0.0011554  0.0030781 -0.0145905  0.0484649  0.0192841  0.0093867 -0.0043947 -0.0003249  0.0172346  0.0038376  0.0049160 -0.0321292 -0.0190513 -0.0143659  0.0002851 -0.0014444  0.0002550 -0.0020324  0.0005917  0.0006855  0.0000664  0.0000665 -0.0008417 -0.0005694 -0.0000614  0.0015138  0.0018024 -0.0093740 -0.0002187 -0.0003502
18 3  0.0298944 -0.0069672  0.0249392 -0.0680014  0.0192383  0.0018189 -0.0106853  0.0004689 -0.0093850 -0.0060028  0.0180023 -0.0111883  0.0003911 -0.0048816  0.0282907  0.0214651 -0.0080716 -0.0048038  0.0074188  0.0034604  0.0013879  0.0036042  0.0207188 -0.0062588 -0.0073326 -0.0002462 -0.0015533  0.0010814  0.0027016  0.0001506 -0.0005436  0.0004311  0.0011432 -0.0001659  0.0005026 -0.0010522  0.0022539  0.0002488 -0.0000039  0.0000653  0.0008436  0.0000503  0.0004684 -0.0005364  0.0007705  0.0007336 -0.0000090  0.0002676  0.0053295  0.0001491 -0.0211987  0.0160732  0.0070124 -0.0045801  0.0013458  0.0021221  0.0001449 -0.0014847  0.0154811 -0.0025006 -0.0022747 -0.0004175  0.0004869 -0.0000208  0.0009654  0.0004385  0.0000022  0.0001362  0.0009458 -0.0024040 -0.0003982  0.0002526 -0.0042820  0.0049748 -0.0001987  0.0002523
19 0 -0.0231886        nan -0.0206193        nan -0.2044975        nan  0.0234965        nan  0.0218246        nan -0.0399203        nan  0.0283550        nan  0.0243597        nan  0.0891154        nan -0.0049577        nan  0.0164135        nan  0.0456852        nan  0.0100583        nan  0.0010721        nan -0.0020078        nan  0.0059529        nan  0.0026200        nan -0.0002480        nan  0.0011040        nan -0.0002969        nan  0.0006611        nan -0.0010774        nan  0.0017034        nan -0.0002417        nan -0.0078719        nan -0.0093625        nan -0.0275568        nan -0.0035867        nan  0.0130743        nan  0.0145374        nan -0.0004461        nan  0.0002436        nan -0.0003251        nan  0.0012799        nan  0.0004852        nan -0.0003305        nan  0.0026405        nan -0.0022449        nan
19 1  0.0317361  0.1190282 -0.0350084  0.0092500  0.0203018 -0.0293105  0.0270381 -0.0341555 -0.0500519  0.0086907  0.0250105 -0.0198399 -0.0355306 -0.2955158 -0.0099232  0.0040322 -0.0050987 -0.0069400 -0.0594235  0.0279284  0.0266161  0.0025919 -0.0106199  0.0056855  0.0004236  0.0022213 -0.0007683 -0.0012863 -0.0028499  0.0006157 -0.0005029 -0.0000715 -0.0006453 -0.0030598 -0.0004738 -0.0006720 -0.0001251 -0.0021624 -0.0002981  0.0044357  0.0035186  0.0004460 -0.0002131  0.0000539 -0.0000374  0.0000738  0.0002912  0.0014653 -0.0178406 -0.0401680 -0.0048971  0.0036402  0.0012984 -0.0019597 -0.0461873  0.0146965  0.0055217 -0.0215924 -0.0016852 -0.0002079  0.0001502  0.0008935  0.0009213 -0.0007203  0.0008254  0.0000080 -0.0003296  0.0001681 -0.0004245 -0.0020852 -0.0004225  0.0020927  0.0003480 -0.0032157 -0.0003025  0.0000264
19 2  0.0205066 -0.0190010 -0.0356961  0.0240508  0.0604176 -0.0053462 -0.0142484 -0.0014782  0.0128546  0.0055960  0.1477025 -0.0656788  0.0063536 -0.0013586  0.1033751  0.2345782 -0.0275829 -0.0024571  0.0044668  0.0000345 -0.0004737 -0.0020730 -0.0390681  0.0817341 -0.0098165  0.0006617 -0.0000699  0.0010186  0.0035078  0.0005234 -0.0002375  0.0002490  0.0007431  0.0005445  0.0009405  0.0006826  0.0009037 -0.0025162  0.0003420  0.0007767 -0.0006065  0.0023621 -0.0008799 -0.0006476 -0.0017305  0.0009614  0.0003455  0.0007291 -0.0019772 -0.0015565 -0.0015449 -0.0453850 -0.0231162 -0.0070113  0.0038747  0.0021268  0.0010058  0.0060714  0.0058033  0.0429197 -0.0008825 -0.0045490 -0.0005451 -0.0006523  0.0018267  0.0009877 -0.0002855 -0.0001827  0.0003229 -0.0037595  0.0003676  0.0005277 -0.0156191  0.0082464 -0.0000068  0.0011324
19 3 -0.0194151 -0.0007324 -0.0058529  0.0478274  0.0042652  0.0005476 -0.0251126 -0.0068480  0.0126658  0.0085095  0.0189022 -0.0241780 -0.0053440  0.0188846 -0.0196784 -0.0186175 -0.0011482  0.0014396  0.0151481 -0.0014458 -0.0078183  0.0149782 -0.0203585 -0.0035487 -0.0007194 -0.0000686 -0.0004179  0.0042548  0.0003193 -0.0003920  0.0000342  0.0005055  0.0007566  0.0002008 -0.0007607 -0.0049320 -0.0002626  0.0012334  0.0014621  0.0004996 -0.0003997  0.0005538  0.0000980 -0.0001736 -0.0002765  0.0005758  0.0009609  0.0016453  0.0008982 -0.0171479  0.0185067  0.0082241 -0.0001015 -0.0019122  0.0004844  0.0063805  0.0012330  0.0068268 -0.0213993 -0.0068553 -0.0001985  0.0031408 -0.0003739 -0.0003869  0.0012529  0.0009534  0.0000433 -0.0000028  0.0004713  0.0014156  0.0005333  0.0010303 -0.0002327  0.0021434  0.0000232  0.0000382
20 0  0.0608900        nan  0.0400842        nan -0.0182356        nan  0.2576943        nan  0.0316036        nan -0.0082039        nan -0.0341677        nan -0.0062459        nan  0.0017244        nan -0.1046115        nan -0.0092027        nan  0.0034334        nan  0.0004792        nan -0.0050000        nan -0.0046388        nan  0.0013661        nan -0.0015680        nan  0.0019071        nan  0.0011632        nan -0.0016034        nan  0.0025995        nan -0.0001107        nan -0.0003976        nan -0.0017375        nan -0.0151021        nan -0.0030194        nan -0.0009930        nan  0.0057064        nan  0.0032866        nan  0.0030115        nan -0.0002016        nan  0.0006673        nan -0.0007567        nan -0.0000546        nan -0.0001180        nan -0.0009771        nan  0.0020397        nan -0.0000936        nan
20 1  0.0584732 -0.0101173  0.0873473 -0.0285939  0.0400087  0.0318285 -0.0267348  0.0052473 -0.0378729 -0.0241105 -0.0050603 -0.1071782 -0.0067195 -0.0122778  0.1210132  0.2720713  0.0536543 -0.0146044  0.0015551  0.0077865 -0.0007518  0.0160710  0.0531923  0.1078996 -0.0219363  0.0049581 -0.0012310  0.0000404  0.0043864  0.0016781  0.0029714 -0.0017221 -0.0009800  0.0049305  0.0002959  0.0007205 -0.0046008 -0.0025928 -0.0000868  0.0006547  0.0043925  0.0061030 -0.0038953  0.0000729  0.0003346  0.0005193 -0.0004716  0.0008037  0.0095831 -0.0106273 -0.0221829 -0.0487500  0.0653188 -0.0052996 -0.0048791  0.0101262 -0.0047686  0.0080701  0.0412141  0.1014233 -0.0055523 -0.0001073 -0.0002252 -0.0005273  0.0003084  0.0040440 -0.0020865  0.0001104 -0.0021492  0.0000652  0.0001077  0.0007145 -0.0091017 -0.0002389  0.0013344  0.0015299
20 2 -0.0302473 -0.1359280  0.0580160  0.1152793 -0.0048970 -0.0070886 -0.0867492 -0.0145721 -0.0021154  0.1016993 -0.0318980 -0.0178161 -0.0612030 -0.0876972 -0.0236404 -0.0464700 -0.0018832  0.0015039  0.0381486  0.0029895 -0.0068669 -0.0689700 -0.0019727 -0.0268571 -0.0002779  0.0007696 -0.0024967  0.0098113  0.0009707 -0.0000785 -0.0016096 -0.0007985 -0.0005596 -0.0016408  0.0012649 -0.0059476 -0.0002632  0.0009776  0.0017563  0.0029881 -0.0006237 -0.0012644  0.0003901  0.0001647 -0.0000576 -0.0016322  0.0000867  0.0038868 -0.0070416  0.0298212  0.0092938  0.0220135 -0.0046256 -0.0002806  0.0214970  0.0019543 -0.0007866 -0.0154500 -0.0130447 -0.0297514  0.0002224  0.0017433 -0.0002274 -0.0018178 -0.0015959 -0.0006628  0.0001883  0.0001280  0.0003540  0.0004109  0.0005691  0.0012597 -0.0013547  0.0087407  0.0002134 -0.0002282
20 3 -0.0125877  0.0055733 -0.0943017  0.0506750 -0.0026489 -0.0010015  0.0101681  0.0074377 -0.0178891  0.0011595 -0.0274362 -0.0515578 -0.0049305 -0.0045546  0.0246391  0.0187862 -0.0180498  0.0055654  0.0005523  0.0010340  0.0087434 -0.0055137  0.0374972  0.0002564  0.0017242 -0.0015976  0.0008168 -0.0005024 -0.0023278 -0.0001034 -0.0008525  0.0010577  0.0013672  0.0029793 -0.0003761 -0.0005913 -0.0029122  0.0000888 -0.0000603  0.0002638 -0.0009670  0.0000303  0.0006845 -0.0009037 -0.0008620 -0.0009888  0.0002471  0.0005295 -0.0060493  0.0014988 -0.0227412  0.0136445  0.0004954  0.0025816 -0.0005115  0.0025801  0.0009473 -0.0051253  0.0231610  0.0037005  0.0016966  0.0003322  0.0000288 -0.0004143 -0.0011264 -0.0005085  0.0000305 -0.0000733 -0.0004877  0.0021109  0.0000364  0.0005020  0.0036161 -0.0048296 -0.0000474  0.0002809
21 0 -0.0084676        nan  0.0002897        nan -0.1855488        nan  0.0235945        nan -0.0129203        nan -0.0755851        nan  0.0142448        nan -0.0009999        nan  0.1099868        nan -0.0082122        nan  0.0107623        nan  0.0633613        nan -0.0041024        nan -0.0009208        nan  0.0002212        nan  0.0052677        nan -0.0010222        nan -0.0007494        nan  0.0043514        nan -0.0002200        nan -0.0011573        nan -0.0015039        nan  0.0010845        nan  0.0002684        nan -0.0056061        nan -0.0130068        nan -0.0030951        nan -0.0062830        nan  0.0037583        nan  0.0248399        nan -0.0020464        nan  0.0000440        nan  0.0005161        nan  0.0008295        nan  0.0025228        nan -0.0000557        nan -0.0034757        nan  0.0011819        nan
21 1 -0.0743510 -0.1986987 -0.0267695  0.0658947  0.0271042 -0.0401287  0.0001820 -0.0325400 -0.0052857  0.2506438  0.0334209 -0.0193352 -0.0231915 -0.1783554  0.0065971 -0.0077318 -0.0025218  0.0065512 -0.0490546  0.0061535  0.0004753 -0.1005306  0.0044039  0.0019234  0.0004671  0.0030997  0.0038178  0.0102433 -0.0012282  0.0022787 -0.0009368 -0.0001321 -0.0001456 -0.0022340 -0.0013490 -0.0056087 -0.0002882 -0.0013645 -0.0006118  0.0034455  0.0024675 -0.0002353  0.0000735 -0.0000091 -0.0001870 -0.0018970  0.0013103  0.0029052 -0.0033335 -0.0205714 -0.0159024  0.0132693 -0.0014575 -0.0008230 -0.0472891  0.0044139 -0.0039403 -0.0305719  0.0096960 -0.0109226  0.0005084  0.0022460 -0.0008143 -0.0011054  0.0040711  0.0000843 -0.0002380  0.0001916 -0.0003711 -0.0008653  0.0008876  0.0026518 -0.0000984  0.0003593  0.0003105 -0.0001350
21 2 -0.0253775  0.0019983 -0.0262187  0.3905012  0.0542247  0.0015481 -0.0031101  0.0116844 -0.0011121  0.0073954 -0.0550000 -0.2490772  0.0082443 -0.0077777  0.0873132  0.1662784 -0.0366867  0.0033536  0.0013957 -0.0051496  0.0021029 -0.0053091  0.0245863  0.1345386 -0.0004555 -0.0053841  0.0022439 -0.0011006 -0.0032072 -0.0003542 -0.0029302  0.0006099  0.0049332  0.0047575  0.0001537  0.0012372 -0.0049181  0.0009367  0.0002402  0.0005877  0.0005536 -0.0024683  0.0001473 -0.0007530 -0.0003996 -0.0038470  0.0004288  0.0007144 -0.0026282 -0.0021020 -0.0155155 -0.0589395 -0.0259799  0.0036932  0.0032867  0.0003154  0.0067063 -0.0018109  0.0293442  0.0491448  0.0005673  0.0053690 -0.0006436 -0.0008507 -0.0023789 -0.0010637  0.0001028 -0.0002880 -0.0009913  0.0047605  0.0004896  0.0005448  0.0144943 -0.0079498 -0.0013747 -0.0000460
21 3 -0.0230393 -0.0144615 -0.0240658 -0.0117170  0.0062969 -0.0038491 -0.0249363 -0.0061319  0.0147077  0.0247561  0.0265231 -0.0161205  0.0035046  0.0139050 -0.0105575 -0.0206721 -0.0003921  0.0009389  0.0187196 -0.0022901 -0.0061304  0.0144948 -0.0162590 -0.0106934  0.0005340  0.0002080  0.0010653  0.0034003 -0.0009456 -0.0004268  0.0003712  0.0004761 -0.0000845 -0.0001755 -0.0025978 -0.0046651 -0.0001061 -0.0012067  0.0009571 -0.0007963 -0.0006695 -0.0001159 -0.0000154 -0.0001754 -0.0004845 -0.0005974  0.0011583  0.0009719  0.0013373 -0.0180418  0.0117057  0.0131659 -0.0007085 -0.0006407  0.0027588  0.0086086  0.0021481  0.0087071 -0.0138022 -0.0084641  0.0004445 -0.0028915 -0.0004115 -0.0000843 -0.0008338 -0.0010084 -0.0000777  0.0000060 -0.0008246 -0.0015399  0.0006195  0.0006948 -0.0000561 -0.0022575 -0.0000803 -0.0001485
22 0  0.0179474        nan  0.0491287        nan -0.0168484        nan  0.2159353        nan  0.0638697        nan  0.0294178        nan -0.0114891        nan -0.0054662        nan  0.0053078        nan -0.1142417        nan -0.0277803        nan -0.0067923        nan -0.0002437        nan -0.0052418        nan -0.0032258        nan  0.0013933        nan -0.0003586        nan  0.0015036        nan -0.0015992        nan -0.0006944        nan  0.0022243        nan -0.0002101        nan -0.0001523        nan -0.0017149        nan -0.0023175        nan -0.0037971        nan -0.0007028        nan -0.0101571        nan -0.0095573        nan -0.0031092        nan  0.0010504        nan  0.0004422        nan -0.0015322        nan -0.0001589        nan -0.0005312        nan -0.0004967        nan -0.0010916        nan -0.0000158        nan
22 1  0.0191478  0.0284052  0.1842423  0.4291057  0.0701634 -0.0302542 -0.0451930  0.0313484 -0.0185252 -0.0136560 -0.2309887 -0.4097702 -0.0201823 -0.0081975  0.0442844  0.1472563  0.0377195  0.0052823  0.0098464 -0.0041440 -0.0036727 -0.0025157  0.1295738  0.2065442  0.0054667 -0.0173013  0.0017847 -0.0012941 -0.0020402 -0.0027889 -0.0015631 -0.0018700  0.0061924  0.0065363  0.0000822  0.0017073  0.0019871 -0.0004569  0.0001945  0.0001681 -0.0046219 -0.0059666 -0.0017605  0.0005896 -0.0035564 -0.0024020  0.0002309 -0.0001263  0.0047716 -0.0083567 -0.0384103 -0.0766822  0.0547730 -0.0032360 -0.0042771  0.0038301 -0.0038214  0.0063145  0.0635754  0.1232297  0.0069602 -0.0027147 -0.0003863  0.0000919 -0.0005562 -0.0038079 -0.0018425  0.0001691 -0.0001107 -0.0000428  0.0002312 -0.0000036  0.0082921  0.0014440 -0.0024555  0.0005778
22 2 -0.0704936 -0.1989067  0.0395960  0.0354976 -0.0114458 -0.0129987 -0.0753405 -0.0021384  0.0600344  0.1364322 -0.0195070  0.0070125 -0.0406085 -0.0270251 -0.0137667 -0.0553846  0.0017221  0.0026626  0.0422489 -0.0085091 -0.0342460 -0.0504687  0.0050716 -0.0440964  0.0009778  0.0000203 -0.0003134  0.0066312  0.0031347  0.0017332 -0.0015052  0.0000994 -0.0005732  0.0000810 -0.0017868 -0.0058051  0.0001976 -0.0018463  0.0017460  0.0012362 -0.0002966  0.0012025  0.0004847 -0.0000392 -0.0001000  0.0008613  0.0013336  0.0032521  0.0009583  0.0098764  0.0012301  0.0263464 -0.0031903  0.0007734  0.0213827  0.0013823 -0.0058276  0.0091022 -0.0049894 -0.0345897 -0.0000902 -0.0009880 -0.0008214 -0.0011863  0.0012345  0.0005837  0.0002293  0.0000479 -0.0002395 -0.0009292  0.0011705  0.0002972  0.0010912 -0.0087726 -0.0003076 -0.0006275
